"guide","dataset","table","variable","type","n_rows","crosswalk_status","candidate_dataset","candidate_variable","candidate_product","candidate_description","basis","notes"
"blade","BLADE","blade-table-06-business-income-tax-bit","p_motrexps","numeric",500,"direct_blade_variable_metadata","BLADE","p_motrexps","blade-table-06-business-income-tax-bit","Motor vehicle expenses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_net_rntl_prpty_incm_or_lss_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_net_rntl_prpty_incm_or_lss_amt","blade-table-06-business-income-tax-bit","Net rental property income or loss","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_netfincl_invmt_incm_or_lss_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_netfincl_invmt_incm_or_lss_amt","blade-table-06-business-income-tax-bit","Income tests - Net financial investment income or loss","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_netilbus","numeric",500,"direct_blade_variable_metadata","BLADE","p_netilbus","blade-table-06-business-income-tax-bit","Net income or loss from business","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_netincnp","numeric",500,"direct_blade_variable_metadata","BLADE","p_netincnp","blade-table-06-business-income-tax-bit","Net income or loss from business - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_netincpp","numeric",500,"direct_blade_variable_metadata","BLADE","p_netincpp","blade-table-06-business-income-tax-bit","Net income or loss from business - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_netrentt","numeric",500,"direct_blade_variable_metadata","BLADE","p_netrentt","blade-table-06-business-income-tax-bit","Net rent","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_nppddrdb","integer",500,"direct_blade_variable_metadata","BLADE","p_nppddrdb","blade-table-06-business-income-tax-bit","Deductions relating to distribution - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_nppddtps","integer",500,"direct_blade_variable_metadata","BLADE","p_nppddtps","blade-table-06-business-income-tax-bit","Distribution from partnerships - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_nppddttr","integer",500,"direct_blade_variable_metadata","BLADE","p_nppddttr","blade-table-06-business-income-tax-bit","Distribution from trusts - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_nras_tax_ofst_entlmt_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_nras_tax_ofst_entlmt_amt","blade-table-06-business-income-tax-bit","National rental affordability scheme tax offset entitlement","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_opnstock","numeric",500,"direct_blade_variable_metadata","BLADE","p_opnstock","blade-table-06-business-income-tax-bit","Opening stock","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othafsgr","integer",500,"direct_blade_variable_metadata","BLADE","p_othafsgr","blade-table-06-business-income-tax-bit","Other Assessable Foreign source Gross Income","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othaitoi","integer",500,"direct_blade_variable_metadata","BLADE","p_othaitoi","blade-table-06-business-income-tax-bit","Other Australian income - type of Income","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othbicpp","integer",500,"direct_blade_variable_metadata","BLADE","p_othbicpp","blade-table-06-business-income-tax-bit","Other business income - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othbinpp","integer",500,"direct_blade_variable_metadata","BLADE","p_othbinpp","blade-table-06-business-income-tax-bit","Other business income - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othdepas","integer",500,"direct_blade_variable_metadata","BLADE","p_othdepas","blade-table-06-business-income-tax-bit","Other depreciating assets first deducted","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othr_ddctns_totl_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_othr_ddctns_totl_amt","blade-table-06-business-income-tax-bit","Total other deductions","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othrexps","numeric",500,"direct_blade_variable_metadata","BLADE","p_othrexps","blade-table-06-business-income-tax-bit","All other expenses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_othrtldt","integer",500,"direct_blade_variable_metadata","BLADE","p_othrtldt","blade-table-06-business-income-tax-bit","Other rental deductions","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_payassoc","numeric",500,"direct_blade_variable_metadata","BLADE","p_payassoc","blade-table-06-business-income-tax-bit","Payments to associated persons","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_pp_excldd_frm_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_pp_excldd_frm_ncmi_amt","blade-table-06-business-income-tax-bit","PP - Distribution from partnerships - Excluded from NCMI","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_pp_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_pp_ncmi_amt","blade-table-06-business-income-tax-bit","PP - Distribution from partnerships - NCMI","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_ppdistps","integer",500,"direct_blade_variable_metadata","BLADE","p_ppdistps","blade-table-06-business-income-tax-bit","Distribution from partnerships - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_ppdisttr","integer",500,"direct_blade_variable_metadata","BLADE","p_ppdisttr","blade-table-06-business-income-tax-bit","Distribution from trusts - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_pprddrdb","integer",500,"direct_blade_variable_metadata","BLADE","p_pprddrdb","blade-table-06-business-income-tax-bit","Deductions relating to distribution - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_propfund","integer",500,"direct_blade_variable_metadata","BLADE","p_propfund","blade-table-06-business-income-tax-bit","Proprietors’ funds","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_pshp_npp_excldd_frm_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_pshp_npp_excldd_frm_ncmi_amt","blade-table-06-business-income-tax-bit","Non-PP - Distribution from partnerships - Excluded from NCMI","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_pshp_npp_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_pshp_npp_ncmi_amt","blade-table-06-business-income-tax-bit","Non-PP - Distribution from partnerships - NCMI","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_purcothc","integer",500,"direct_blade_variable_metadata","BLADE","p_purcothc","blade-table-06-business-income-tax-bit","Purchases and other costs","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_rentexps","numeric",500,"direct_blade_variable_metadata","BLADE","p_rentexps","blade-table-06-business-income-tax-bit","Rent expenses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_repmaint","integer",500,"direct_blade_variable_metadata","BLADE","p_repmaint","blade-table-06-business-income-tax-bit","Repairs and maintenance","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_royexpos","integer",500,"direct_blade_variable_metadata","BLADE","p_royexpos","blade-table-06-business-income-tax-bit","Royalty expenses overseas","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_royextot","integer",500,"direct_blade_variable_metadata","BLADE","p_royextot","blade-table-06-business-income-tax-bit","Total royalty expenses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_rprt_typ_cd","integer",500,"direct_blade_variable_metadata","BLADE","p_rprt_typ_cd","blade-table-06-business-income-tax-bit","Country by country reporting entity","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_salwgexp","numeric",500,"direct_blade_variable_metadata","BLADE","p_salwgexp","blade-table-06-business-income-tax-bit","Total salary and wage expenses action code","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_sbi_net_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_sbi_net_amt","blade-table-06-business-income-tax-bit","Net small business income","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_sbsq_yr_ast_dprtn_bbi_ddctn_to","integer",500,"direct_blade_variable_metadata","BLADE","p_sbsq_yr_ast_dprtn_bbi_ddctn_to","blade-table-06-business-income-tax-bit","Subsequent year accelerated depreciation deductions for assets using Backing Business Investment","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_sec40ddtn","integer",500,"direct_blade_variable_metadata","BLADE","p_sec40ddtn","blade-table-06-business-income-tax-bit","Section 40-880 deduction","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_self_assd_efctv_lf_ind","integer",500,"direct_blade_variable_metadata","BLADE","p_self_assd_efctv_lf_ind","blade-table-06-business-income-tax-bit","Have you self-assessed the effective life of any of these assets?","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_sobastin","integer",500,"direct_blade_variable_metadata","BLADE","p_sobastin","blade-table-06-business-income-tax-bit","Status of your business","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_sts_dprtg_gnrl_pool_asts_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_sts_dprtg_gnrl_pool_asts_amt","blade-table-06-business-income-tax-bit","Small business entity simplified depreciation - Deduction for general small business pool","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_sts_dprtg_low_cst_asts_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_sts_dprtg_low_cst_asts_amt","blade-table-06-business-income-tax-bit","Small business entity simplified depreciation - Deduction for certain assets","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_superann","numeric",500,"direct_blade_variable_metadata","BLADE","p_superann","blade-table-06-business-income-tax-bit","Superannuation expenses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_tadjvalyrend","numeric",500,"direct_blade_variable_metadata","BLADE","p_tadjvalyrend","blade-table-06-business-income-tax-bit","Total adjustable values at end of income year","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_tc_prvsn_apply_ind","integer",500,"direct_blade_variable_metadata","BLADE","p_tc_prvsn_apply_ind","blade-table-06-business-income-tax-bit","Did the thin capitalisation provisions apply?","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_terintas","integer",500,"direct_blade_variable_metadata","BLADE","p_terintas","blade-table-06-business-income-tax-bit","Termination value of intangible depreciating assets","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_terothas","integer",500,"direct_blade_variable_metadata","BLADE","p_terothas","blade-table-06-business-income-tax-bit","Termination value of other depreciating assets","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_tfe_elgbl_ast_opt_out_num","integer",500,"direct_blade_variable_metadata","BLADE","p_tfe_elgbl_ast_opt_out_num","blade-table-06-business-income-tax-bit","Temporary full expensing - Number of assets you are opting out for","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_tfe_elgbl_ast_opt_out_val_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_tfe_elgbl_ast_opt_out_val_amt","blade-table-06-business-income-tax-bit","Temporary full expensing - Value of assets you are opting out for","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_tfn_wheld_frm_grs_intst_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_tfn_wheld_frm_grs_intst_amt","blade-table-06-business-income-tax-bit","TFN amounts withheld from gross interest","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totbusnp","integer",500,"direct_blade_variable_metadata","BLADE","p_totbusnp","blade-table-06-business-income-tax-bit","Total Business Income - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totbuspp","integer",500,"direct_blade_variable_metadata","BLADE","p_totbuspp","blade-table-06-business-income-tax-bit","Total Business Income - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totl_prsnl_srvc_incm_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_totl_prsnl_srvc_incm_amt","blade-table-06-business-income-tax-bit","Total amount of PSI included at item 5 income labels","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totl_tofa_gains_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_totl_tofa_gains_amt","blade-table-06-business-income-tax-bit","Total TOFA gains","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totl_tofa_lsses_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_totl_tofa_lsses_amt","blade-table-06-business-income-tax-bit","Total TOFA losses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totlasst","numeric",500,"direct_blade_variable_metadata","BLADE","p_totlasst","blade-table-06-business-income-tax-bit","Total assets","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totlexps","numeric",500,"direct_blade_variable_metadata","BLADE","p_totlexps","blade-table-06-business-income-tax-bit","Total expenses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totlincm","numeric",500,"direct_blade_variable_metadata","BLADE","p_totlincm","blade-table-06-business-income-tax-bit","Total income (Total of the items listed under the ‘Income’ heading in the Income Tax Return forms)","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totlliab","numeric",500,"direct_blade_variable_metadata","BLADE","p_totlliab","blade-table-06-business-income-tax-bit","Total liabilities","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totlprsnlsrvcincmddctnsamt","numeric",500,"direct_blade_variable_metadata","BLADE","p_totlprsnlsrvcincmddctnsamt","blade-table-06-business-income-tax-bit","Total amount of deductions against PSI included at item 5 expense labels","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_totlwage","numeric",500,"direct_blade_variable_metadata","BLADE","p_totlwage","blade-table-06-business-income-tax-bit","Total salaries and wage expenses","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_trst_npp_excldd_frm_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_trst_npp_excldd_frm_ncmi_amt","blade-table-06-business-income-tax-bit","Net income from trust - Excluded from NCMI - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_trst_npp_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_trst_npp_ncmi_amt","blade-table-06-business-income-tax-bit","Net income from trust - NCMI - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_trst_pp_excldd_frm_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_trst_pp_excldd_frm_ncmi_amt","blade-table-06-business-income-tax-bit","Net income from trust - Excluded from NCMI - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_trst_pp_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_trst_pp_ncmi_amt","blade-table-06-business-income-tax-bit","Net income from trust - NCMI - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_tw_abn_not_qtd_amt","character",500,"direct_blade_variable_metadata","BLADE","p_tw_abn_not_qtd_amt","blade-table-06-business-income-tax-bit","Tax withheld where ABN not quoted","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_tw_abn_not_qtd_cr_share_amt","character",500,"direct_blade_variable_metadata","BLADE","p_tw_abn_not_qtd_cr_share_amt","blade-table-06-business-income-tax-bit","Share of credit for tax withheld where ABN not quoted","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_txspcnty","integer",500,"direct_blade_variable_metadata","BLADE","p_txspcnty","blade-table-06-business-income-tax-bit","Transactions with specified countries","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_unrltd_clnts_tst_ind","integer",500,"direct_blade_variable_metadata","BLADE","p_unrltd_clnts_tst_ind","blade-table-06-business-income-tax-bit","Unrelated clients test","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_wrt_off_dtl_itm_amt","numeric",500,"direct_blade_variable_metadata","BLADE","p_wrt_off_dtl_itm_amt","blade-table-06-business-income-tax-bit","Instant asset write-off deductions for non-small business entities","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","p_yrastsefctvlfincmyrrclcltind","numeric",500,"direct_blade_variable_metadata","BLADE","p_yrastsefctvlfincmyrrclcltind","blade-table-06-business-income-tax-bit","Did you recalculate the effective life for any of your assets this income year?","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_agrgtd_tnovr_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_agrgtd_tnovr_amt","blade-table-06-business-income-tax-bit","Aggregated Turnover","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_agrgtd_tnovr_rng_cd","numeric",500,"direct_blade_variable_metadata","BLADE","t_agrgtd_tnovr_rng_cd","blade-table-06-business-income-tax-bit","Aggregated Turnover Range","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_amit_incm_ind","numeric",500,"direct_blade_variable_metadata","BLADE","t_amit_incm_ind","blade-table-06-business-income-tax-bit","Is the trust a managed investment trust (MIT)?","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_amit_incm_typ_cd","numeric",500,"direct_blade_variable_metadata","BLADE","t_amit_incm_typ_cd","blade-table-06-business-income-tax-bit","Type of managed investment trust","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_any_idvs_stsfy_rslts_tst_ind","integer",500,"direct_blade_variable_metadata","BLADE","t_any_idvs_stsfy_rslts_tst_ind","blade-table-06-business-income-tax-bit","Did you satisfy the results test in respect of any individual?","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_anzsic","integer",500,"direct_blade_variable_metadata","BLADE","t_anzsic","blade-table-06-business-income-tax-bit","ANZSIC code","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_asbaldipa","integer",500,"direct_blade_variable_metadata","BLADE","t_asbaldipa","blade-table-06-business-income-tax-bit","Assessable balancing adjustments on the disposal of intangible depreciating assets","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_asginppp","integer",500,"direct_blade_variable_metadata","BLADE","t_asginppp","blade-table-06-business-income-tax-bit","Assessable govt industry payments - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_asgipnpp","integer",500,"direct_blade_variable_metadata","BLADE","t_asgipnpp","blade-table-06-business-income-tax-bit","Assessable govt industry payments - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_asmt_calcn_cd","integer",500,"direct_blade_variable_metadata","BLADE","t_asmt_calcn_cd","blade-table-06-business-income-tax-bit","Choice for resident trustee to be assessed to capital gains on behalf of beneficiaries - Assessment calculation code","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_assforgnsrcothrincmnobnfcryamt","numeric",500,"direct_blade_variable_metadata","BLADE","t_assforgnsrcothrincmnobnfcryamt","blade-table-06-business-income-tax-bit","Other assessable foreign source income","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_atfibelc","integer",500,"direct_blade_variable_metadata","BLADE","t_atfibelc","blade-table-06-business-income-tax-bit","Attributed foreign income – broad-exemption listed country","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_atfidift","integer",500,"direct_blade_variable_metadata","BLADE","t_atfidift","blade-table-06-business-income-tax-bit","Attributed foreign income – direct or indirect interest in foreign trust etc Indicator","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_atfififf","integer",500,"direct_blade_variable_metadata","BLADE","t_atfififf","blade-table-06-business-income-tax-bit","Attributed foreign income – FIF/FLP income","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_atfilelc","integer",500,"direct_blade_variable_metadata","BLADE","t_atfilelc","blade-table-06-business-income-tax-bit","Attributed foreign income – limited-exemption listed country","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_atfiulct","integer",500,"direct_blade_variable_metadata","BLADE","t_atfiulct","blade-table-06-business-income-tax-bit","Attributed foreign income –unlisted country","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_atftfiff","integer",500,"direct_blade_variable_metadata","BLADE","t_atftfiff","blade-table-06-business-income-tax-bit","Attributed foreign trust – FIF/FLP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_atrbd_forgn_incm_no_bnfcry_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_atrbd_forgn_incm_no_bnfcry_amt","blade-table-06-business-income-tax-bit","Attributed foreign income","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_ausn_fcrs_frm_nzc_nobnfcry_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_ausn_fcrs_frm_nzc_nobnfcry_amt","blade-table-06-business-income-tax-bit","Australian franking credits from a New Zealand company","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_ausn_incm_or_lss_net_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_ausn_incm_or_lss_net_amt","blade-table-06-business-income-tax-bit","Net Australian income or loss (Subtract 'Total deductions' from 'Total income')","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_ausn_invmt_incm_ddctns_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_ausn_invmt_incm_ddctns_amt","blade-table-06-business-income-tax-bit","Deductions relating to Australian investment income","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_baddebts","numeric",500,"direct_blade_variable_metadata","BLADE","t_baddebts","blade-table-06-business-income-tax-bit","Bad debts","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bbi_elgbl_ast_opt_out_num","integer",500,"direct_blade_variable_metadata","BLADE","t_bbi_elgbl_ast_opt_out_num","blade-table-06-business-income-tax-bit","Backing business investment - Number of assets you are opting out for","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bbi_elgbl_ast_opt_out_val_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_bbi_elgbl_ast_opt_out_val_amt","blade-table-06-business-income-tax-bit","Backing business investment - Value of assets you are opting out for","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bnfcrylgldsbldothrtrstentldind","integer",500,"direct_blade_variable_metadata","BLADE","t_bnfcrylgldsbldothrtrstentldind","blade-table-06-business-income-tax-bit","Was any beneficiary in this trust, who was under a legal disability on 30 June 2019, also presently entitled to a share of the income of another trust?","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bus_expnss_cr_for_tw_frw_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_bus_expnss_cr_for_tw_frw_amt","blade-table-06-business-income-tax-bit","Credit for tax withheld – foreign resident withholding (excluding capital gains)","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bus_npp_excldd_frm_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_bus_npp_excldd_frm_ncmi_amt","blade-table-06-business-income-tax-bit","Business income - Excluded from NCMI - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bus_npp_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_bus_npp_ncmi_amt","blade-table-06-business-income-tax-bit","Business income - NCMI - NPP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bus_pp_excldd_frm_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_bus_pp_excldd_frm_ncmi_amt","blade-table-06-business-income-tax-bit","Business income - Excluded from NCMI - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bus_pp_ncmi_amt","numeric",500,"direct_blade_variable_metadata","BLADE","t_bus_pp_ncmi_amt","blade-table-06-business-income-tax-bit","Business income - Non-Concessional MIT Income (NCMI) - PP","Variable name matched inst/blade_metadata/variables.csv.",""
"blade","BLADE","blade-table-06-business-income-tax-bit","t_bus_prms_tst_ind","integer",500,"direct_blade_variable_metadata","BLADE","t_bus_prms_tst_ind","blade-table-06-business-income-tax-bit","Business premises test","Variable name matched inst/blade_metadata/variables.csv.",""
