"asset","dataset","official_product","official_table","logical_output","variable","type","n_rows","official_description","official_valid_response"
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSF_P_21","character",100,"Labour Force Status of Parents/Partners in Families",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_11","character",100,"Labour Force Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_16","character",100,"Labour Force Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_FP_11","character",100,"Labour Force Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_FP_16","character",100,"Labour Force Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_MP_11","character",100,"Labour Force Status of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_MP_16","character",100,"Labour Force Status of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_SP_11","character",100,"Labour Force Status of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LFSP_SP_16","character",100,"Labour Force Status of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LGA_UR_11","character",100,"Local Government Areas (Usual Residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LGA_UR_16","character",100,"Local Government Areas (Usual Residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LGA_UR_21","character",100,"Local Government Areas (Usual Residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LLDD_P_11","character",100,"Landlord Type",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LLDD_P_16","character",100,"Landlord Type",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","LLDD_P_21","character",100,"Landlord Type",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MBUCD_11","character",100,"Mesh Block (Enumeration)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MBUCD_16","character",100,"Mesh Block (Enumeration)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MBUCD_21","character",100,"Mesh Block (Enumeration)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MBUCP_11","character",100,"Mesh Block (Usual Residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MBUCP_16","character",100,"Mesh Block (Usual Residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MBUCP_21","character",100,"Mesh Block (Usual Residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_11","character",100,"Social Marital Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_16","character",100,"Social Marital Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_21","character",100,"Social Marital Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_FP_11","character",100,"Social Marital Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_FP_16","character",100,"Social Marital Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_FP_21","character",100,"Social Marital Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_MP_11","character",100,"Social Marital Status of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_MP_16","character",100,"Social Marital Status of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_MP_21","character",100,"Social Marital Status of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_SP_11","character",100,"Social Marital Status of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_SP_16","character",100,"Social Marital Status of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MDCP_SP_21","character",100,"Social Marital Status of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MRERD_P_11","character",100,"Mortgage Repayments (Monthly) Ranges",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MRERD_P_16","character",100,"Mortgage Repayments (Monthly) Ranges",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MRERD_P_21","character",100,"Mortgage Repayments (Monthly) Ranges",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_11","character",100,"Registered Marital Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_16","character",100,"Registered Marital Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_FP_11","character",100,"Registered Marital Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_FP_16","character",100,"Registered Marital Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_MP_11","character",100,"Registered Marital Status of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_MP_16","character",100,"Registered Marital Status of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_SP_11","character",100,"Registered Marital Status of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MSTP_SP_16","character",100,"Registered Marital Status of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MTWP_11","character",100,"Method of Travel to Work",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MTWP_16","character",100,"Method of Travel to Work",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","MTWP_21","character",100,"Method of Travel to Work",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","NEDD_P_11","character",100,"Type of Internet Connection / Dwelling Internet Connection",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","NEDD_P_16","character",100,"Type of Internet Connection / Dwelling Internet Connection",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","NPDD_P_11","character",100,"Type of Non-Private Dwelling",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","NPDD_P_16","character",100,"Type of Non-Private Dwelling",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","NPDD_P_21","character",100,"Type of Non-Private Dwelling",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","NPRD_P_11","character",100,"Number of Usual Residents in Dwelling in Which Person Was Enumerated",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","NPRD_P_16","character",100,"Number of Usual Residents in Dwelling in Which Person Was Enumerated",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_11","character",100,"Occupation code",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_16","character",100,"Occupation code",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_21","character",100,"Occupation code",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_FP_11","character",100,"Occupation of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_FP_16","character",100,"Occupation of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_FP_21","character",100,"Occupation of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_MP_11","character",100,"Occupation of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_MP_16","character",100,"Occupation of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_MP_21","character",100,"Occupation of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_SP_11","character",100,"Occupation of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_SP_16","character",100,"Occupation of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCCP_SP_21","character",100,"Occupation of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_11","character",100,"Occupation Skill Level",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_16","character",100,"Occupation Skill Level",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_21","character",100,"Occupation Skill Level",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_FP_11","character",100,"Occupation Skill Level of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_FP_16","character",100,"Occupation Skill Level of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_FP_21","character",100,"Occupation Skill Level of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_MP_11","character",100,"Occupation Skill Level of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_MP_16","character",100,"Occupation Skill Level of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_MP_21","character",100,"Occupation Skill Level of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_SP_11","character",100,"Occupation Skill Level of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_SP_16","character",100,"Occupation Skill Level of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","OCSKP_SP_21","character",100,"Occupation Skill Level of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","POWP_11","character",100,"Destination Zone (Place of Work)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","POWP_16","character",100,"Destination Zone (Place of Work)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","POWP_21","character",100,"Destination Zone (Place of Work)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","PUR1P_16","character",100,"Place of Usual Residence One Year Ago",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","PUR1P_21","character",100,"Place of Usual Residence One Year Ago",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","PUR5P_16","character",100,"Place of Usual Residence Five Years Ago",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","PUR5P_21","character",100,"Place of Usual Residence Five Years Ago",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_11","character",100,"Non-School Qualification: Field of Study",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_16","character",100,"Non-School Qualification: Field of Study",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_21","character",100,"Non-School Qualification: Field of Study",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_FP_11","character",100,"Non-School Qualification: Field of Study for Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_FP_16","character",100,"Non-School Qualification: Field of Study for Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_FP_21","character",100,"Non-School Qualification: Field of Study for Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_MP_11","character",100,"Non-School Qualification: Field of Study for Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_MP_16","character",100,"Non-School Qualification: Field of Study for Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_MP_21","character",100,"Non-School Qualification: Field of Study for Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_SP_11","character",100,"Non-School Qualification: Field of Study for Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_SP_16","character",100,"Non-School Qualification: Field of Study for Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALFP_SP_21","character",100,"Non-School Qualification: Field of Study for Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_11","character",100,"Non-School Qualification: Level of Education",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_16","character",100,"Non-School Qualification: Level of Education",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_21","character",100,"Non-School Qualification: Level of Education",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_FP_11","character",100,"Non-School Qualification: Level of Education for Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_FP_16","character",100,"Non-School Qualification: Level of Education for Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_FP_21","character",100,"Non-School Qualification: Level of Education for Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_MP_11","character",100,"Non-School Qualification: Level of Education for Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_MP_16","character",100,"Non-School Qualification: Level of Education for Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_MP_21","character",100,"Non-School Qualification: Level of Education for Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_SP_11","character",100,"Non-School Qualification: Level of Education for Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_SP_16","character",100,"Non-School Qualification: Level of Education for Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","QALLP_SP_21","character",100,"Non-School Qualification: Level of Education for Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RA_UR_11","character",100,"Remoteness Areas (Usual residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RA_UR_16","character",100,"Remoteness Areas (Usual residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RA_UR_21","character",100,"Remoteness Areas (Usual residence)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_11","character",100,"Religious Affiliation",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_16","character",100,"Religious Affiliation",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_21","character",100,"Religious Affiliation",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_FP_11","character",100,"Religious Affiliation of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_FP_16","character",100,"Religious Affiliation of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_FP_21","character",100,"Religious Affiliation of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_MP_11","character",100,"Religious Affiliation of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_MP_16","character",100,"Religious Affiliation of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_MP_21","character",100,"Religious Affiliation of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_SP_11","character",100,"Religious Affiliation of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_SP_16","character",100,"Religious Affiliation of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RELP_SP_21","character",100,"Religious Affiliation of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLGP_11","character",100,"Relationship in Household (including grandchildren)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLGP_16","character",100,"Relationship in Household (including grandchildren)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLGP_21","character",100,"Relationship in Household (including grandchildren)",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLHP_11","character",100,"Relationship in Household",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLHP_16","character",100,"Relationship in Household",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLHP_21","character",100,"Relationship in Household",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLNP_11","character",100,"Residential Status in a Non-private Dwelling",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLNP_16","character",100,"Residential Status in a Non-private Dwelling",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","RLNP_21","character",100,"Residential Status in a Non-private Dwelling",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_11","character",100,"Status in Employment",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_16","character",100,"Status in Employment",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_21","character",100,"Status in Employment",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_FP_11","character",100,"Status in Employment of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_FP_16","character",100,"Status in Employment of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_FP_21","character",100,"Status in Employment of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_MP_11","character",100,"Status in Employment of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_MP_16","character",100,"Status in Employment of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_MP_21","character",100,"Status in Employment of Male Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_SP_11","character",100,"Status in Employment of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_SP_16","character",100,"Status in Employment of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","SIEMP_SP_21","character",100,"Status in Employment of Spouse or Partner",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","STRD_P_11","character",100,"Dwelling Structure",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","STRD_P_16","character",100,"Dwelling Structure",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","STUP_11","character",100,"Full/Part Time Student Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","STUP_16","character",100,"Full/Part Time Student Status",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","STUP_FP_11","character",100,"Full/Part Time Student Status of Female Parent",
"PLIDA","ACLD","madipge-acld11-d-persons-11-16-21","acld_1121","madipge-acld11-d-persons-11-16-21--acld_1121","STUP_FP_16","character",100,"Full/Part Time Student Status of Female Parent",
