"dataset","variable","status","value_domain","values","n_values","values_are_sample","full_list_size","value_source","value_source_url","variable_description","description_source","description_source_url","value_definition","limitation","description_provenance","value_provenance","confidence","rationale","evidence_quote","supersedes_rationale","research_file","enumerated"
"ACLD","CHCAREP_SP_16","sourced","Census unpaid child care category, spouse or partner","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","The 2016 Census unpaid child care answer given by the person's spouse or partner. The ABS defines it as ""This variable records a person's spouse or partner who, in the two weeks prior to Census Night, spent time caring for a child or children aged under 15 years without pay."" The item and its categories were unchanged between 2011, 2016 and 2021, so the difference between the three columns is which Census the partner answered at, and which partner it was. Both ACLD files carry this column.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 did not provide child care, 2 cared for own child or children, 3 cared for other children, 4 cared for both, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the spouse or partner present on Census Night.","The partner behind the value can change between Censuses. Nothing on the row identifies the partner, so a change from 1 in 2016 to 2 in 2021 may be a different person rather than a change of behaviour, and code 98 covers both single people and people whose partner was temporarily absent.","official",,"high","The ACLD data item list gives the ABS definition of the spouse or partner item and shows the same code list at each Census year.","This variable records a person's spouse or partner who, in the two weeks prior to Census Night, spent time caring for a child or children aged under 15 years without pay.","The page repeated the custodian's title, ""Unpaid Child Care Provided by Spouse or Partner"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or that the partner it describes may differ between Censuses.","wave1-acld.json",TRUE
"ACLD","CHCAREP_SP_21","sourced","Census unpaid child care category, spouse or partner","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","The 2021 Census unpaid child care answer given by the person's spouse or partner. The ABS defines it as ""This variable records a person's spouse or partner who, in the two weeks prior to Census Night, spent time caring for a child or children aged under 15 years without pay."" The unpaid child care question did not change for 2021, so the categories match CHCAREP_SP_16; what did change is the processing of couple relationships after marriage equality, which affects who counts as a spouse rather than what they answered.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 did not provide child care, 2 cared for own child or children, 3 cared for other children, 4 cared for both, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the spouse or partner, on the person's own record.","It is the partner's answer, not the couple's. Adding it to CHCAREP_21 counts a fortnight of care twice where both members of the couple looked after the same child, because neither column records which child was cared for.","official",,"high","The ACLD data item list defines the spouse or partner item and confirms its 2021 code list matches the earlier Censuses.","This variable records a person's spouse or partner who, in the two weeks prior to Census Night, spent time caring for a child or children aged under 15 years without pay.","The page repeated the custodian's title, ""Unpaid Child Care Provided by Spouse or Partner"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or that it duplicates care already recorded on the person's own column.","wave1-acld.json",TRUE
"ACLD","CITP_11","sourced","Census Australian citizenship indicator","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Person Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the person reported holding Australian citizenship at the 2011 Census. The ABS defines the item as ""This variable records whether a person has Australian citizenship."" It is in scope for everyone counted, including children, and the answer is whatever the household member filling in the form marked. The 2011 column exists only in the 2011-2016-2021 file; the 2016-2021 file starts at CITP_16.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Person Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 99 unlinked record. The ACLD keeps these labels at all three Censuses, even though the 2021 Census relabelled the categories 'Australian citizen' and 'Not an Australian citizen'.","It is self-reported and unverified, and it is not a substitute for visa or migration status. The column has two substantive categories only, so it does not say which other citizenship a non-citizen holds, nor when citizenship was granted; YARP_11 and BPLP_11 carry arrival and birthplace.","official",,"high","The ACLD data item list gives the ABS definition of the item as carried in the ACLD and the code list used at each Census year.","This variable records whether a person has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from or that the answer is self-reported.","wave1-acld.json",TRUE
"ACLD","CITP_16","sourced","Census Australian citizenship indicator","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Person Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the person reported holding Australian citizenship at the 2016 Census. The ABS defines the item as ""This variable records whether a person has Australian citizenship."" The 2016 form labelled the two answers 'Australian' and 'Not Australian', which is the wording the ACLD keeps for every year. The ABS Census Dictionary reports 6.9% of people did not answer the citizenship question in 2016, falling to 5.1% in 2021.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Person Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 99 unlinked record. The ACLD keeps these labels at all three Censuses, even though the 2021 Census relabelled the categories 'Australian citizen' and 'Not an Australian citizen'.","Non-response is large enough to move a rate. About one in fourteen records is code 97 in 2016, and because citizenship take-up is what the item is usually used for, dropping code 97 rather than reporting it changes the measured citizenship rate of recently arrived migrants more than of long-settled ones.","official",,"high","The ACLD data item list carries the ABS definition and the 2016 code list, and the 2021 Census Dictionary supplies the 2016 and 2021 non-response rates.","This variable records whether a person has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from or how much of it is non-response.","wave1-acld.json",TRUE
"ACLD","CITP_21","sourced","Census Australian citizenship indicator","[]",0,FALSE,,"ABS Census Dictionary 2021, Australian citizenship (CITP)","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/australian-citizenship-citp","Whether the person reported holding Australian citizenship at the 2021 Census. The ABS Census Dictionary defines it as ""This variable records whether a person has Australian citizenship."" and records that ""For 2021 the category labels have been updated"", from 'Australian' to 'Australian citizen' and from 'Not Australian' to 'Not an Australian citizen'; the ACLD workbook still prints the older labels for all three years, so the relabelling changed the wording rather than the concept. Non-response was 5.1% in 2021, down from 6.9% in 2016.","ABS Census Dictionary 2021, Australian citizenship (CITP)","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/australian-citizenship-citp","A single code: 1 Australian, 2 not Australian, 97 not stated, 99 unlinked record. The ACLD keeps these labels at all three Censuses, even though the 2021 Census relabelled the categories 'Australian citizen' and 'Not an Australian citizen'.","Dual citizens disappear into code 1. The 2021 form instructs that ""If the person holds dual citizenship and one is Australian, select 'Yes, Australian citizen'"", so this column cannot identify people holding a second citizenship, and the ABS notes some people answer the citizenship question but not country of birth.","official",,"high","The 2021 Census Dictionary is the authority for the 2021 collection of this item and states the definition, the relabelling, the form instruction on dual citizenship and the non-response rate.","For 2021 the category labels have been updated: Category 1 has changed from 'Australian' to 'Australian citizen' Category 2 has changed from 'Not Australian' to 'Not an Australian citizen'","The page repeated the custodian's title, ""Australian Citizenship"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from or that the 2021 category labels differ from the ones the ACLD prints.","wave1-acld.json",TRUE
"ACLD","CITP_FP_11","sourced","Census Australian citizenship indicator, female parent","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Female Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the female parent of the person on this row held Australian citizenship at the 2011 Census. The ABS defines it as ""This variable records whether a person's female parent has Australian citizenship."" It is populated only where the person is a child under 15, a dependent student or a non-dependent child living with a female parent, and in female same-sex couple families it refers to the reference person. The 2011 column exists only in the 2011-2016-2021 file.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Female Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the parent and is attached to the child's record.","It is not a migration history for the child. A mother coded 2 may have become a citizen later, and the child's own citizenship is in CITP_11, so a child born in Australia to a non-citizen mother has two different codes on the same row for good reason.","official",,"high","The ACLD data item list defines the female-parent version of the citizenship item and lists the population for which it is not applicable.","This variable records whether a person's female parent has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Female Parent"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or that it is only populated for children living with a female parent.","wave1-acld.json",TRUE
"ACLD","CITP_FP_16","sourced","Census Australian citizenship indicator, female parent","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Female Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the female parent of the person on this row held Australian citizenship at the 2016 Census. The ABS defines it as ""This variable records whether a person's female parent has Australian citizenship."" The item uses the same two substantive codes as the person-level CITP_16 and the same not-applicable rule as the other female parent columns. Both the 2011-2016-2021 and 2016-2021 files carry it.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Female Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the parent and is attached to the child's record.","A change between 2016 and 2021 is usually a change of household, not a naturalisation. The column empties to 98 once the person is no longer classified as a child in the household, so movement out of a substantive code mostly records leaving home.","official",,"high","The ACLD data item list gives the ABS definition of the female-parent citizenship item and its code list at each Census year.","This variable records whether a person's female parent has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Female Parent"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or why it empties between Censuses.","wave1-acld.json",TRUE
"ACLD","CITP_FP_21","sourced","Census Australian citizenship indicator, female parent","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Female Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the female parent of the person on this row held Australian citizenship at the 2021 Census. The ABS defines it as ""This variable records whether a person's female parent has Australian citizenship."" The 2021 Census relabelled the two categories to 'Australian citizen' and 'Not an Australian citizen', but the ACLD workbook keeps the older labels, so this column is read the same way as CITP_FP_16. It includes the female parent of nominal children.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Female Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the parent and is attached to the child's record.","It describes the mother's status, not the child's entitlement. Australian citizenship by descent and by birth follow rules this column does not capture, so a child of a non-citizen mother cannot be assumed to be a non-citizen; CITP_21 on the same row is the child's own answer.","official",,"high","The ACLD data item list defines the female-parent citizenship item and confirms the labels it uses at 2021.","This variable records whether a person's female parent has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Female Parent"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or that it is the mother's answer rather than the child's.","wave1-acld.json",TRUE
"ACLD","CITP_MP_11","sourced","Census Australian citizenship indicator, male parent","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Male Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the male parent of the person on this row held Australian citizenship at the 2011 Census. The ABS defines it as ""This variable records whether a person's male parent has Australian citizenship."" It is populated only for children under 15, dependent students and non-dependent children living with a male parent, and in male same-sex couple families it refers to the reference person. The 2011 column exists only in the 2011-2016-2021 file.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Male Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the parent and is attached to the child's record.","Code 98 marks a household without a resident father, not a father without citizenship. Children in female lone parent families and in female same-sex couple families are all 98, so counting citizen fathers over all children understates the share among children who have one.","official",,"high","The ACLD data item list defines the male-parent version of the citizenship item and its not-applicable population.","This variable records whether a person's male parent has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Male Parent"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or which children have no male parent coded.","wave1-acld.json",TRUE
"ACLD","CITP_MP_16","sourced","Census Australian citizenship indicator, male parent","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Male Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the male parent of the person on this row held Australian citizenship at the 2016 Census. The ABS defines it as ""This variable records whether a person's male parent has Australian citizenship."" The codes match the person-level CITP_16, and the column sits beside CITP_FP_16 so a child's two parents can be compared where both are present. Both ACLD files carry it.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Male Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the parent and is attached to the child's record.","Comparing the two parent columns only works inside couple families. A child of a lone father has 98 on the female parent column and a substantive code here, so a mother-versus-father comparison drawn across all children compares unmatched sets of households.","official",,"high","The ACLD data item list gives the ABS definition of the male-parent citizenship item and the code list for 2016.","This variable records whether a person's male parent has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Male Parent"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or how it pairs with the female parent column.","wave1-acld.json",TRUE
"ACLD","CITP_MP_21","sourced","Census Australian citizenship indicator, male parent","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Male Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the male parent of the person on this row held Australian citizenship at the 2021 Census. The ABS defines it as ""This variable records whether a person's male parent has Australian citizenship."" The 2021 Census renamed the categories 'Australian citizen' and 'Not an Australian citizen' while the ACLD workbook keeps the older labels, so the column reads the same as CITP_MP_16. It includes the male parent of nominal children.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Male Parent Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the parent and is attached to the child's record.","Not stated and not applicable mean different things and both look like missing data. Code 97 is a father present on Census Night whose citizenship was left blank, while 98 is a child with no resident father at all, and collapsing the two hides which families are absent from the column.","official",,"high","The ACLD data item list defines the male-parent citizenship item and confirms its 2021 labels.","This variable records whether a person's male parent has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Male Parent"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or how its two kinds of missing value differ.","wave1-acld.json",TRUE
"ACLD","CITP_SP_11","sourced","Census Australian citizenship indicator, spouse or partner","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the person's spouse or partner held Australian citizenship at the 2011 Census. The ABS defines it as ""This variable records whether a person's spouse or partner has Australian citizenship."" It is populated only for people in a registered or de facto couple whose partner was present in the household on Census Night, which the ABS spells out in the not-applicable rule. The 2011 column exists only in the 2011-2016-2021 file.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the spouse or partner and is attached to the person's record.","It cannot be used to study mixed-citizenship couples in general. Couples living apart on Census Night are coded 98 whatever their citizenship, and partners overseas are outside the Census altogether, so the column covers co-resident couples only.","official",,"high","The ACLD data item list defines the spouse or partner version of the citizenship item and the couple types for which it is populated.","This variable records whether a person's spouse or partner has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Spouse or Partner"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or that it is confined to couples counted in the same dwelling.","wave1-acld.json",TRUE
"ACLD","CITP_SP_16","sourced","Census Australian citizenship indicator, spouse or partner","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the person's spouse or partner held Australian citizenship at the 2016 Census. The ABS defines it as ""This variable records whether a person's spouse or partner has Australian citizenship."" Cross-classified with the person's own CITP_16 it gives the citizenship make-up of a couple at that Census, provided both were present in the dwelling. Both ACLD files carry the column.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the spouse or partner present on Census Night.","The partner is not identified, so this cannot follow one relationship over time. A person coded 2 in 2016 and 1 in 2021 may have a different partner rather than a partner who became a citizen, and the ACLD gives no partner identifier to test which it is.","official",,"high","The ACLD data item list gives the ABS definition of the spouse or partner citizenship item and its 2016 code list.","This variable records whether a person's spouse or partner has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Spouse or Partner"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or that the partner behind it may change between Censuses.","wave1-acld.json",TRUE
"ACLD","CITP_SP_21","sourced","Census Australian citizenship indicator, spouse or partner","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","Whether the person's spouse or partner held Australian citizenship at the 2021 Census. The ABS defines it as ""This variable records whether a person's spouse or partner has Australian citizenship."" The 2021 category labels became 'Australian citizen' and 'Not an Australian citizen' in Census output, while the ACLD workbook keeps the older wording; the population covered also widened slightly, because after the 2017 marriage amendments same-sex couples can be recorded in registered marriages.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Spouse or Partner Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single code: 1 Australian, 2 not Australian, 97 not stated, 98 not applicable, 99 unlinked record. The code describes the spouse or partner, on the person's own record.","It says nothing about how long the couple has been together or where the partner was born. A partner coded 2 may have arrived decades ago or last year, and BPLP and YARP are collected for the person rather than for the partner, so the pairing cannot be completed from this file.","official",,"high","The ACLD data item list defines the spouse or partner citizenship item and confirms its 2021 labels.","This variable records whether a person's spouse or partner has Australian citizenship.","The page repeated the custodian's title, ""Australian Citizenship of Spouse or Partner"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the column came from, or which couples it now covers.","wave1-acld.json",TRUE
"ACLD","CLFEF_P_11","sourced","Count of employed persons in family (0 to 4 or more)","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Family Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","How many people in the person's family were employed at the 2011 Census, carried on the person's own record. The ABS defines it as ""This variable counts the number of persons, present on Census Night, in the family who are employed in the week prior to Census Night."" and adds that it ""includes persons who are employed full-time, part-time or who were away from work"". Code 98 covers visitors, unrelated people in family households, non-family households, non-private dwellings and migratory SA1s. The 2011 column exists only in the 2011-2016-2021 file.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Family Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single digit topcoded at four: 0 no employed persons through to 4 four or more employed persons, with 98 not applicable and 99 unlinked record.","The unit is the family, not the household. A household holding two families gives each person only their own family's count, so this column does not add up to household employment -- CLFEH_P_11 is the household version -- and the count stops at four or more.","official",,"high","The ACLD data item list defines the family-level count as it is carried on the person record and enumerates the population coded not applicable.","This variable counts the number of persons, present on Census Night, in the family who are employed in the week prior to Census Night.","The page repeated the custodian's title, ""Count of Employed Persons in Family"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the count was taken at, whose family it counts, or that it is topcoded.","wave1-acld.json",TRUE
"ACLD","CLFEF_P_16","sourced","Count of employed persons in family (0 to 4 or more)","[]",0,FALSE,,"ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Family Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","How many people in the person's family were employed at the 2016 Census. The ABS defines it as ""This variable counts the number of persons, present on Census Night, in the family who are employed in the week prior to Census Night."" Employment is measured in the week before Census Night, using the same labour force concept as LFSP_16, and the ABS Census Dictionary reports 6.7% non-response to labour force status in 2016. Both ACLD files carry this column.","ABS Australian Census Longitudinal Dataset, 2011-2016-2021 Microdata Items data item list, Family Related Data Items sheet","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","A single digit topcoded at four: 0 no employed persons through to 4 four or more employed persons, with 98 not applicable and 99 unlinked record.","Someone whose labour force status was not stated cannot be counted as employed, so families with a non-responding member sit lower on this scale than they should. There is no code that marks the problem at family level, unlike the household version, which has a 97 category for it.","official",,"high","The ACLD data item list defines the family-level count for 2016, and the 2021 Census Dictionary gives the labour force status non-response rate behind it.","This variable counts the number of persons, present on Census Night, in the family who are employed in the week prior to Census Night.","The page repeated the custodian's title, ""Count of Employed Persons in Family"", as the description, with ""The valid_values field contains the source-defined values."" as the value definition and ""The source defines the value domain. Frequency information is not included."" as the limitation. Nothing said which Census the count was taken at or how non-response feeds into it.","wave1-acld.json",TRUE
