"dataset","variable","occurrence_count","status","determination","rule","evidence_source","caveat","official_descriptions","implementation"
"CENSUS","CTPP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/child-type-ctpp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Child Type | Child type","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","DLOD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter2702011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter2702016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/dwelling-location-dlod","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Dwelling Location | Dwelling location","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","DOMP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/unpaid-work-and-care/unpaid-domestic-work-number-hours-domp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Unpaid Domestic Work: Number of Hours","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","DWTD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/dwelling-type-dwtd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Dwelling Type | Dwelling type","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","EETP",2,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter2952016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/education-and-training/engagement-employment-education-and-training-eetp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Engagement in Employment Education and Training | Engagement in employment education and training","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","EMFP",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/national-reporting/employment-flag-emfp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Employment flag","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","EMPCD",1,"typed_missing","typed_missing_no_authoritative_code_map","Retain a typed character missing value until an authoritative mapping between the 10 Empowered Communities regions and the four-character EMPC microdata codes is published or supplied.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/Data%20item%20list%20-%202021%20Census%20detailed%20microdata_18052023.xlsx | https://www.abs.gov.au/statistics/people/aboriginal-and-torres-strait-islander-peoples/census-population-and-housing-counts-aboriginal-and-torres-strait-islander-australians/latest-release","The official 2021 detailed-microdata workbook establishes a four-character field, and ABS names 10 regions, but neither source publishes the exact four-character region-code crosswalk. No code is invented.","Empowered communities (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","EMPCP",1,"typed_missing","typed_missing_no_authoritative_code_map","Retain a typed character missing value until an authoritative mapping between the 10 Empowered Communities regions and the four-character EMPC microdata codes is published or supplied.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/Data%20item%20list%20-%202021%20Census%20detailed%20microdata_18052023.xlsx | https://www.abs.gov.au/statistics/people/aboriginal-and-torres-strait-islander-peoples/census-population-and-housing-counts-aboriginal-and-torres-strait-islander-australians/latest-release","The official 2021 detailed-microdata workbook establishes a four-character field, and ABS names 10 regions, but neither source publishes the exact four-character region-code crosswalk. No code is invented.","Empowered communities (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","EMPP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/number-employees-empp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Number of Employees | Number of employees","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","EMTP",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Employment Type","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","ENGLP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3202011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3202016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/proficiency-spoken-english-englp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Proficiency in Spoken English/Language | Proficiency in spoken english","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","ENGP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Proficiency in Spoken English","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FBLF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3402011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3402016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/family-blending-fblf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Family Blending | Family blending","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FIDF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3502011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3502016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/family-income-derivation-indicator-fidf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Family Income Derivation Indicator | Family income derivation indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FINASF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/total-family-income-stated-weekly-finasf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Total Family Income as Stated (weekly) | Total family income as stated (weekly)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FINF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3702011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3702016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/total-family-income-weekly-finf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Total Family Income (weekly) | Total family income (weekly)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FMCF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/family-composition-fmcf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Family Composition | Family composition","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FMGF",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter3902016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/grandparent-families-fmgf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Grandparent Families | Grandparent families","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FNOF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/family-number-fnof","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Family Number | Family number","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FPIP",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/parent-indicator-fpip","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Parent indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FRLF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/relationship-between-families-frlf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Relationship Between Families | Relationship between families","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","FTPP",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Form type (person)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","GCCSAD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Greater capital city statistical areas (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","GCCSAP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Greater capital city statistical areas (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","GNGP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/publicprivate-sector-gngp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Public/Private Sector | Public/private sector","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HCFMD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4252011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4252016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/family-household-composition-dwelling-hcfmd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Family Household Composition (Dwelling) | Family household composition (dwelling)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HCFMF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4302011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4302016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/family-household-composition-family-hcfmf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Family Household Composition (Family) | Family household composition (family)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HEAP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4402011 | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/education-and-training/level-highest-educational-attainment-heap","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Level of Highest Educational Attainment | Level of highest educational attainment","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HHCD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/household-composition-hhcd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Household Composition | Household composition","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HIDD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4602011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter4602016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/household-income-derivation-indicator-hidd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Household Income Derivation Indicator | Household income derivation indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HIED",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/equivalised-total-household-income-weekly-hied","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Equivalised Total Household Income (weekly) | Equivalised total household income (weekly)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HINASD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/total-household-income-stated-weekly-hinasd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Total Household Income as Stated (weekly) | Total household income as stated (weekly)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HIND",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/total-household-income-weekly-hind","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Total Household Income (weekly) | Total household income (weekly)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HLTHP",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/health/whether-has-one-or-more-long-term-health-conditions-hlthp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Whether has one or more long-term health condition(s)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HOLHP",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/health/whether-has-other-long-term-health-conditions-hohlp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Whether has other long-term health condition(s)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HOSD",2,"populated","populated_coherent_official_domain","Derive bedroom need or surplus from synthetic household composition and bedroom capacity; encode the result with official HOSD codes 01-09.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/housing-suitability-hosd","The 2016 product metadata names HOSD but does not enumerate its codes; the implementation uses the official 2021 HOSD classification as the nearest published codeframe. Household allocation is synthetic.","Housing Suitability | Housing suitability","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HRSP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/hours-worked-hrsp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Hours Worked | Hours worked","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HRWRP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5102011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5102016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/hours-worked-ranges-hrwrp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Hours Worked (ranges)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","HSCP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/education-and-training/highest-year-school-completed-hscp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Highest Year of School Completed","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IARED",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Indigenous area (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IAREP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Indigenous area (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
