"dataset","variable","original_gap_occurrence_count","workbook_mapping_occurrence_count","workbook_supported_occurrence_count","workbook_unsupported_occurrence_count","existing_resolved_gap_occurrence_count","new_public_resolved_gap_occurrence_count","remaining_unresolved_gap_occurrence_count","determination","decision_basis","exact_rationale","evidence_url"
"ACLD","ENGLP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","ENGLP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGLP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_FP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_FP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_FP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_MP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_MP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_MP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_SP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_SP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ENGP_SP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FBLF_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","FBLF_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FBLF_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FMCF_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","FMCF_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FMCF_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FMGF_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","FMGF_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FMGF_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FTPP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","FTPP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HCFMD_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HCFMD_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HCFMD_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAF_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HEAF_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAF_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAH_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HEAH_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAH_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_FP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_FP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_FP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_MP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_MP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_MP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_SP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_SP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HEAP_SP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HHCD_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HHCD_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HHCD_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HLTHP_P_21",0,2,1,1,0,0,0,"resolved_non_gap_field","official_acld_workbook_codeframe | public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/health/whether-has-one-or-more-long-term-health-conditions-hlthp"
"ACLD","HRSP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HRSP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HRSP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HRWRP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HRWRP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HRWRP_FP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HRWRP_FP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","HRWRP_MP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","HRWRP_MP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
