"asset","dataset","variable","occurrence_count","product_count","table_count","type","official_descriptions","official_valid_responses","example_product","example_table","example_logical_output","existing_generator_exact_match","existing_generator_match_count","existing_generator_tables","existing_generator_types","existing_generator_crosswalk_statuses","existing_generator_candidate_variables","existing_generator_candidate_products","existing_generator_basis","existing_generator_notes","evidence_exact_match","evidence_file","evidence_status","evidence_source_url","evidence_source_summary","evidence_generated_assessment","evidence_required_next_action","source_coverage","initial_action","value_semantics","target_value_rule"
"PLIDA","AEDC","COMGEN",6,6,6,"character","Communication and general knowledge | Communication skills and general knowledge domain score",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",TRUE,1,"AEDC","numeric","direct_plida_dataset_variable","COMGEN","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | madipge-aedc-d-core-2018 | madipge-aedc-d-core-2021 | madipge-aedc-d-core-2024","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"education-variable-code-evidence.csv","official_aedc_dictionary_variable_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The AEDC 2025 Data Dictionary is the official variable reference and covers variable descriptions, data collection, domain-score calculation and vulnerability measures. Generated scores/frequencies are local unless mapped to cycle-specific scoring tables.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence.","exact_partial_or_local_variable_evidence","resolve_evidence_limit_then_route_existing_generator_field","score_or_index","Use the official scale and missing-value rules. Derive the value from correlated source items when required."
"PLIDA","AEDC","COMGEN_1",6,6,6,"character","Communication skills and general knowledge | Score on the communication skills and general knowledge sub-domain",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","score_or_index","Use the official scale and missing-value rules. Derive the value from correlated source items when required."
"PLIDA","AEDC","COMGENCATEGORY",6,6,6,"character","Vulnerable - communication | Percentile distribution of scores in the communication skills and general knowledge domain",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",TRUE,1,"AEDC","character","direct_plida_dataset_variable","COMGENCATEGORY","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | madipge-aedc-d-core-2018 | madipge-aedc-d-core-2021 | madipge-aedc-d-core-2024","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"education-variable-code-evidence.csv","official_aedc_vulnerability_concept_generated_cutoffs_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The AEDC dictionary covers domain-score calculation and vulnerability measures, but this register did not verify the generator's 4.5/6.0 cutoffs against official cycle-specific scoring rules.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds.","exact_partial_or_local_variable_evidence","resolve_evidence_limit_then_route_existing_generator_field","score_or_index","Use the official scale and missing-value rules. Derive the value from correlated source items when required."
"PLIDA","AEDC","COMGENVALID",6,6,6,"character","Valid - communication and general knowledge | Variable indicating the validity of the childs results on the communication skills and general knowledge domain",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","COMMUNITY",6,6,6,"character","Community | The aedc community in which the child resides",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","COMMUNITYID",6,6,6,"character","Community identifier | Code corresponding with aedc community",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULT",6,6,6,"character","Assisted by ATSICC | Is your completion of the aedc instrument being assisted by discussion with an aboriginal and torres strait islander cultural consultant",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","CONSULTROLE",5,5,5,"character","ATSICC role | Aboriginal and torres strait islander cultural consultant's (icc) role in completing the aedc for this child",,"madipge-aedc-d-indigenous-2012","aedc_2012_ind","madipge-aedc-d-indigenous-2012--aedc_2012_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","CONSULTTYPE1",3,3,3,"character","Aboriginal and Islander Educational Worker (AIEW)",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE10",3,3,3,"character","Indigenous Education Worker",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE11",3,3,3,"character","Literacy Support Officer (LSO)",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE12",3,3,3,"character","Other Indigenous staff member",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE13",3,3,3,"character","Indigenous tutor",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE2",3,3,3,"character","Aboriginal Early Years Liaison Officer",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE3",3,3,3,"character","Aboriginal Education Officer",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE4",3,3,3,"character","Aboriginal Education Worker",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE5",3,3,3,"character","Aboriginal and Islander Education Officer (AIEO)",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE6",3,3,3,"character","Aboriginal Teachers Aide (ATA)",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE7",3,3,3,"character","Assistant Teacher (AT)",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE8",3,3,3,"character","Home Liaison Officer (HLO)",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","CONSULTTYPE9",3,3,3,"character","Inclusion Support Officer (ISA)",,"madipge-aedc-d-indigenous-2009","aedc_2009_ind","madipge-aedc-d-indigenous-2009--aedc_2009_ind",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","COUNTRY",6,6,6,"character","Country of birth",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","AEDC","CPROFILE",6,6,6,"character","Community profile published | Indicates if aedc results for the community are eligible to be published in a community profile",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","AEDC","CPUBLIC",6,6,6,"character","Community profile availability | Variable describing why aedc results are not available publically for the community (c)",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","CYCLE",6,6,6,"character","AEDC cycle | Aedc collection cycle",,"madipge-aedc-d-core-2009","aedc_2009_core","madipge-aedc-d-core-2009--aedc_2009_core",TRUE,1,"AEDC","integer","direct_plida_dataset_variable","CYCLE","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | madipge-aedc-d-core-2018 | madipge-aedc-d-core-2021 | madipge-aedc-d-core-2024","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"education-variable-code-evidence.csv","official_aedc_dictionary_variable_generated_distribution_local","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.education.gov.au/higher-education-statistics/student-data | https://www.tcsisupport.gov.au/element/330 | https://www.tcsisupport.gov.au/element/329/7.00 | https://www.education.gov.au/early-childhood/about/data-and-reports/australian-early-development-census | https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The AEDC 2025 Data Dictionary is the official variable reference and covers variable descriptions, data collection, domain-score calculation and vulnerability measures. Generated scores/frequencies are local unless mapped to cycle-specific scoring tables.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Keep generated frequencies/distributions labelled synthetic unless calibrated against official aggregate or source-data evidence.","exact_partial_or_local_variable_evidence","resolve_evidence_limit_then_route_existing_generator_field","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D1",6,6,6,"character","Physical disability | Do any of the conditions/impairments below influence this students ability to do school work in a regular classroom - physical disability",,"madipge-aedc-d-specialneeds-2009","aedc_2009_spec","madipge-aedc-d-specialneeds-2009--aedc_2009_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","AEDC","D10",4,4,4,"character","Other specific condition | Does the child have any other specific condition?",,"madipge-aedc-d-specialneeds-2015","aedc_2015_spec","madipge-aedc-d-specialneeds-2015--aedc_2015_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10A",6,6,6,"character","Other enduring problems - Chronic Illness | Other enduring problems - chronic illness (e.g. otitis media)",,"madipge-aedc-d-specialneeds-2009","aedc_2009_spec","madipge-aedc-d-specialneeds-2009--aedc_2009_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10AAY",3,3,3,"character","Hydrodephalus",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10ABY",3,3,3,"character","Muscular dystrophy",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10ACY",3,3,3,"character","Neurofibromatosis",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10ADY",3,3,3,"character","Perthes disease",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10AY",3,3,3,"character","Original system: anaphylaxis",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10B",6,6,6,"character","Other enduring problems - Neurodevelopmental disorder | Other enduring problems - neurodevelopmental disorder (e.g. foetal alcohol syndrome)",,"madipge-aedc-d-specialneeds-2009","aedc_2009_spec","madipge-aedc-d-specialneeds-2009--aedc_2009_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10C",6,6,6,"character","Other enduring problems",,"madipge-aedc-d-specialneeds-2009","aedc_2009_spec","madipge-aedc-d-specialneeds-2009--aedc_2009_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10CY",3,3,3,"character","Original system: asthma",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10DY",3,3,3,"character","Original system: attention deficit hyperactive disorder (adhd)",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10FYA",3,3,3,"character","Does the child have any specific condition? autism spectrum disorder (asd) (formerly known as autism or aspergers)",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10GY",3,3,3,"character","Original system: cerebral palsy",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10HY",3,3,3,"character","Original system: diabetes",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10IY",3,3,3,"character","Original system: down syndrome",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10JY",3,3,3,"character","Original system: dyslexia",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10KY",3,3,3,"character","Original system: dyspraxia",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10LY",3,3,3,"character","Original system: eczema / dermatitis",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10MY",3,3,3,"character","Original system: epilepsy",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10NY",3,3,3,"character","Original system: foetal alcohol spectrum disorder (fasd)",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10OY",3,3,3,"character","Original system: leukaemia",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10PY",3,3,3,"character","Original system: otitis media",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10QY",3,3,3,"character","Original system: spina bifida",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10RY",3,3,3,"character","Original system: other (please specify)",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10SY",3,3,3,"character","Original system: anxiety",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10TY",3,3,3,"character","Original system: global developmental delay",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10UY",3,3,3,"character","Original system: oppositional defiance disorder / oppositional defiant disorder / odd",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10VY",3,3,3,"character","Original system: selective mutism",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10WY",3,3,3,"character","Original system: coeliac / celiac",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10XY",3,3,3,"character","Does the child have any specific condition? cleft palate",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10YY",3,3,3,"character","Does the child have any specific condition? cystic fibrosis",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D10ZY",3,3,3,"character","Fragile x",,"madipge-aedc-d-specialneeds-2018","aedc_2018_spec","madipge-aedc-d-specialneeds-2018--aedc_2018_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","AEDC","D11",6,6,6,"character","Needs further assessment | Do you feel the child needs further assessment",,"madipge-aedc-d-specialneeds-2009","aedc_2009_spec","madipge-aedc-d-specialneeds-2009--aedc_2009_spec",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
