"dataset","variable","status","value_domain","values","n_values","values_are_sample","full_list_size","value_source","value_source_url","variable_description","description_source","description_source_url","value_definition","limitation","description_provenance","value_provenance","confidence","rationale","evidence_quote","supersedes_rationale","research_file","enumerated"
"AEDC","OTHERILANGUAGEID1","guessed","aedc_language_codeframe_ascl_indigenous","[]",0,TRUE,220,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe, Australian Indigenous Languages branch (ASCL major group 8); sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The first other indigenous language spoken by the child is coded to the Australian Indigenous Languages branch of the AEDC Language Codeframe: 219 four-digit codes in ASCL major group 8, plus -1 when the non-Indigenous language field was used instead. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The published codeframe separates the Indigenous branch, which is exactly what these fields use.","findings-aedc.json",FALSE
"AEDC","OTHERILANGUAGEID2","guessed","aedc_language_codeframe_ascl_indigenous","[]",0,TRUE,220,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe, Australian Indigenous Languages branch (ASCL major group 8); sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The second other indigenous language spoken by the child is coded to the Australian Indigenous Languages branch of the AEDC Language Codeframe: 219 four-digit codes in ASCL major group 8, plus -1 when the non-Indigenous language field was used instead. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The published codeframe separates the Indigenous branch, which is exactly what these fields use.","findings-aedc.json",FALSE
"AEDC","OTHERILANGUAGEID3","guessed","aedc_language_codeframe_ascl_indigenous","[]",0,TRUE,220,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe, Australian Indigenous Languages branch (ASCL major group 8); sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The third other indigenous language spoken by the child is coded to the Australian Indigenous Languages branch of the AEDC Language Codeframe: 219 four-digit codes in ASCL major group 8, plus -1 when the non-Indigenous language field was used instead. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The published codeframe separates the Indigenous branch, which is exactly what these fields use.","findings-aedc.json",FALSE
"AEDC","OTHERILANGUAGEID4","guessed","aedc_language_codeframe_ascl_indigenous","[]",0,TRUE,220,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe, Australian Indigenous Languages branch (ASCL major group 8); sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The fourth other indigenous language spoken by the child is coded to the Australian Indigenous Languages branch of the AEDC Language Codeframe: 219 four-digit codes in ASCL major group 8, plus -1 when the non-Indigenous language field was used instead. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The published codeframe separates the Indigenous branch, which is exactly what these fields use.","findings-aedc.json",FALSE
"AEDC","OTHERLANGUAGEID1","guessed","aedc_language_codeframe_ascl_non_indigenous","[]",0,TRUE,224,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe (based on the ABS Australian Standard Classification of Languages), non-Indigenous branch; sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The first other non-english language spoken by the child is coded to the AEDC Language Codeframe, a 4-digit ASCL-based list of 442 languages published in the AEDC reference tables; the non-Indigenous branch holds 223 codes, and the dictionary adds -1 when the traditional-language field was used instead. The fplida bundle already carries an ASCL list at inst/extdata/codeframes/ascl_language.tsv. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The AEDC publishes the full language codeframe with the data dictionary.","findings-aedc.json",FALSE
"AEDC","OTHERLANGUAGEID2","guessed","aedc_language_codeframe_ascl_non_indigenous","[]",0,TRUE,224,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe (based on the ABS Australian Standard Classification of Languages), non-Indigenous branch; sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The second other non-english language spoken by the child is coded to the AEDC Language Codeframe, a 4-digit ASCL-based list of 442 languages published in the AEDC reference tables; the non-Indigenous branch holds 223 codes, and the dictionary adds -1 when the traditional-language field was used instead. The fplida bundle already carries an ASCL list at inst/extdata/codeframes/ascl_language.tsv. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The AEDC publishes the full language codeframe with the data dictionary.","findings-aedc.json",FALSE
"AEDC","OTHERLANGUAGEID3","guessed","aedc_language_codeframe_ascl_non_indigenous","[]",0,TRUE,224,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe (based on the ABS Australian Standard Classification of Languages), non-Indigenous branch; sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The third other non-english language spoken by the child is coded to the AEDC Language Codeframe, a 4-digit ASCL-based list of 442 languages published in the AEDC reference tables; the non-Indigenous branch holds 223 codes, and the dictionary adds -1 when the traditional-language field was used instead. The fplida bundle already carries an ASCL list at inst/extdata/codeframes/ascl_language.tsv. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The AEDC publishes the full language codeframe with the data dictionary.","findings-aedc.json",FALSE
"AEDC","OTHERLANGUAGEID4","guessed","aedc_language_codeframe_ascl_non_indigenous","[]",0,TRUE,224,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.1 AEDC Language Codeframe (based on the ABS Australian Standard Classification of Languages), non-Indigenous branch; sentinel from AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"low","The fourth other non-english language spoken by the child is coded to the AEDC Language Codeframe, a 4-digit ASCL-based list of 442 languages published in the AEDC reference tables; the non-Indigenous branch holds 223 codes, and the dictionary adds -1 when the traditional-language field was used instead. The fplida bundle already carries an ASCL list at inst/extdata/codeframes/ascl_language.tsv. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier review said no AEDC language reference table was linked. The AEDC publishes the full language codeframe with the data dictionary.","findings-aedc.json",FALSE
"AEDC","PARENT1COUNTRY","sourced","aedc_country_codeframe_sacc","[]",0,TRUE,278,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.2 AEDC Country Codeframe (based on the ABS Standard Australian Classification of Countries)","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"high","Country of birth of the first parent or carer is coded to the AEDC Country Codeframe, a 4-digit SACC-based list published in full in the AEDC reference tables; the fplida bundle already carries a compatible SACC list at inst/extdata/codeframes/sacc_country.tsv.","1101 Australia; 1201 New Zealand; 9225 South Africa","The earlier review said no AEDC country reference table was linked. The AEDC publishes exactly such a table alongside the data dictionary.","findings-aedc.json",FALSE
"AEDC","PHYS_1","guessed","aedc_edi_score_0_10 (numeric, 0 to 10 inclusive, 4 decimal places; higher = higher development)","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (sections 3.1, 15, 16) and AEDC Data Guidelines 2025, Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The Physical readiness for school day sub-domain score is stored in the same numeric 7.4 field as the five AEDC domain scores, and the AEDC publishes the domain-score scale as zero to ten; the sub-domain scale is inferred to be the same, but the AEDC never states it for sub-domains.","children receive a score between zero and ten","The earlier review needed the licensed McMaster scoring formula. The formula stays proprietary, but the scale the score sits on is documented and is enough to give the column a defensible domain.","findings-aedc.json",TRUE
"AEDC","PHYS_1_VULN","sourced","aedc_subdomain_vulnerable_flag","[""0: Not Developmentally Vulnerable"",""1: Developmentally Vulnerable""]",2,FALSE,2,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education, section 16 AEDC Sub-Domain Variables","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","The 2025 Data Dictionary gives every sub-domain _Vuln variable a 1-digit integer field with exactly two published values; this field is the physical readiness for school day sub-domain flag.","0 Not Developmentally Vulnerable; 1 Developmentally Vulnerable","The earlier review treated the _VULN fields as part of the licensed score formula. The formula is proprietary, but the resulting flag's value domain is published in full.","findings-aedc.json",TRUE
"AEDC","PHYS_2","guessed","aedc_edi_score_0_10 (numeric, 0 to 10 inclusive, 4 decimal places; higher = higher development)","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (sections 3.1, 15, 16) and AEDC Data Guidelines 2025, Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The Physical independence sub-domain score is stored in the same numeric 7.4 field as the five AEDC domain scores, and the AEDC publishes the domain-score scale as zero to ten; the sub-domain scale is inferred to be the same, but the AEDC never states it for sub-domains.","children receive a score between zero and ten","The earlier review needed the licensed McMaster scoring formula. The formula stays proprietary, but the scale the score sits on is documented and is enough to give the column a defensible domain.","findings-aedc.json",TRUE
"AEDC","PHYS_2_VULN","sourced","aedc_subdomain_vulnerable_flag","[""0: Not Developmentally Vulnerable"",""1: Developmentally Vulnerable""]",2,FALSE,2,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education, section 16 AEDC Sub-Domain Variables","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","The 2025 Data Dictionary gives every sub-domain _Vuln variable a 1-digit integer field with exactly two published values; this field is the physical independence sub-domain flag.","0 Not Developmentally Vulnerable; 1 Developmentally Vulnerable","The earlier review treated the _VULN fields as part of the licensed score formula. The formula is proprietary, but the resulting flag's value domain is published in full.","findings-aedc.json",TRUE
"AEDC","PHYS_3","guessed","aedc_edi_score_0_10 (numeric, 0 to 10 inclusive, 4 decimal places; higher = higher development)","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (sections 3.1, 15, 16) and AEDC Data Guidelines 2025, Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The Gross and fine motor skills sub-domain score is stored in the same numeric 7.4 field as the five AEDC domain scores, and the AEDC publishes the domain-score scale as zero to ten; the sub-domain scale is inferred to be the same, but the AEDC never states it for sub-domains.","children receive a score between zero and ten","The earlier review needed the licensed McMaster scoring formula. The formula stays proprietary, but the scale the score sits on is documented and is enough to give the column a defensible domain.","findings-aedc.json",TRUE
"AEDC","PHYS_3_VULN","sourced","aedc_subdomain_vulnerable_flag","[""0: Not Developmentally Vulnerable"",""1: Developmentally Vulnerable""]",2,FALSE,2,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education, section 16 AEDC Sub-Domain Variables","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","The 2025 Data Dictionary gives every sub-domain _Vuln variable a 1-digit integer field with exactly two published values; this field is the gross and fine motor skills sub-domain flag.","0 Not Developmentally Vulnerable; 1 Developmentally Vulnerable","The earlier review treated the _VULN fields as part of the licensed score formula. The formula is proprietary, but the resulting flag's value domain is published in full.","findings-aedc.json",TRUE
"AEDC","PLACEOFBIRTH","sourced","aedc_place_of_birth","[""1: Australia (includes Australian external territories)"",""2: Other main English-speaking country"",""3: Other country"",""4: Unknown""]",4,FALSE,4,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (PlaceOfBirth) and AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 1.2","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","PlaceOfBirth is derived from Country of birth and grouped using the ABS main English-speaking countries definition; the dictionary lists all four codes and the reference-table country codeframe maps every SACC country to one of them.","1 Australia (includes Australian external territories)","The earlier review looked for a country reference table. PlaceOfBirth is not a country field; it is a 4-code derived grouping published in the dictionary. Note the reference workbook shows 88 'Not known' where the dictionary shows 4 'Unknown'.","findings-aedc.json",TRUE
"AEDC","RDACODE","sourced","rda_region_code","[]",0,TRUE,56,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 5.2 Regional Development Australia area","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"high","Regional Development Australia committee area code; the AEDC reference tables list all 56 values (0 'No RDA' plus 55 RDA committees), and the dictionary points the field at these tables.","0 No RDA; 14 Sydney; 49 Perth","The earlier review found no linked RDA table. The dictionary's field-value entry says 'See AEDC Data Dictionary Reference Tables', and that workbook holds the list.","findings-aedc.json",FALSE
"AEDC","RDANAME","sourced","rda_region_name","[]",0,TRUE,56,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 5.2 Regional Development Australia area","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"high","Regional Development Australia committee area name; the AEDC reference tables list all 56 values (0 'No RDA' plus 55 RDA committees), and the dictionary points the field at these tables.","0 No RDA; 14 Sydney; 49 Perth","The earlier review found no linked RDA table. The dictionary's field-value entry says 'See AEDC Data Dictionary Reference Tables', and that workbook holds the list.","findings-aedc.json",FALSE
"AEDC","REFUGEESTATUS","sourced","aedc_refugee_status","[""1: Yes"",""(blank): Unknown""]",2,FALSE,2,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (Refugeestatus)","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","The dictionary publishes the complete value domain for the pre-populated refugee status field: 1 for Yes and blank for Unknown, with no explicit 'No' code.","1 Yes; Blank Unknown","The earlier determination already knew the codes but rejected them for lack of an input source. The value domain is published, so the column can carry it.","findings-aedc.json",TRUE
"AEDC","REGION","sourced","aedc_region_name","[]",0,TRUE,69,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 2.1 AEDC Geography","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"high","AEDC Region name; the AEDC publishes its bespoke geography in full - 69 regions - as an ID-and-name table, and the dictionary's field-value entry for this variable says to use it. Values shown as 'ID: name'.","10001001 Albury/Albury South; 10001 Albury; 155 Murray","The earlier review said the source omits the variable and no AEDC geography table is linked. The AEDC publishes the whole local community / community / region hierarchy with the data dictionary.","findings-aedc.json",FALSE
"AEDC","SA2NAME","sourced","asgs2021_sa2_name","[]",0,TRUE,2472,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 3.1 ASGS - Main Structure (codes shown with names)","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"high","SA2 name is the ASGS 2021 Statistical Area Level 2 name; the AEDC reference tables publish the full SA1-to-SA2 concordance with names (2472 distinct names, including the non-geographic 'No usual address' and 'Migratory - Offshore - Shipping' entries).","101021007 Braidwood; 10102 Queanbeyan; 101 Capital Region","The earlier review found no linked geography table. The AEDC publishes one, and fplida already bundles the ABS lists for SA2 (sa2_2021.tsv) and SA3 (census-geography-values.tsv); SA4 2021 names are not bundled but are in the AEDC table.","findings-aedc.json",FALSE
"AEDC","SA3NAME","sourced","asgs2021_sa3_name","[]",0,TRUE,358,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 3.1 ASGS - Main Structure (codes shown with names)","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"high","SA3 name is the ASGS 2021 Statistical Area Level 3 name; the AEDC reference tables publish the full SA1-to-SA3 concordance with names (358 distinct names, including the non-geographic 'No usual address' and 'Migratory - Offshore - Shipping' entries).","101021007 Braidwood; 10102 Queanbeyan; 101 Capital Region","The earlier review found no linked geography table. The AEDC publishes one, and fplida already bundles the ABS lists for SA2 (sa2_2021.tsv) and SA3 (census-geography-values.tsv); SA4 2021 names are not bundled but are in the AEDC table.","findings-aedc.json",FALSE
"AEDC","SA4NAME","sourced","asgs2021_sa4_name","[]",0,TRUE,107,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 3.1 ASGS - Main Structure (codes shown with names)","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"high","SA4 name is the ASGS 2021 Statistical Area Level 4 name; the AEDC reference tables publish the full SA1-to-SA4 concordance with names (107 distinct names, including the non-geographic 'No usual address' and 'Migratory - Offshore - Shipping' entries).","101021007 Braidwood; 10102 Queanbeyan; 101 Capital Region","The earlier review found no linked geography table. The AEDC publishes one, and fplida already bundles the ABS lists for SA2 (sa2_2021.tsv) and SA3 (census-geography-values.tsv); SA4 2021 names are not bundled but are in the AEDC table.","findings-aedc.json",FALSE
"AEDC","SCHOOLCLUSTER","unsupported",,"[]",0,FALSE,,,,,,,,,,,"high","Neither the 2019 nor the 2025 AEDC Data Dictionary publishes any value list for SCHOOLCLUSTER - only a 30-character text field, suppressed for schools outside a data recipient's jurisdiction. The regions and clusters are each state or territory education department's own administrative units, and no consolidated national list is published, so no code list or plausible enumerated shape can be defended.",,,"findings-aedc.json",FALSE
"AEDC","SCHOOLREGION","unsupported",,"[]",0,FALSE,,,,,,,,,,,"high","Neither the 2019 nor the 2025 AEDC Data Dictionary publishes any value list for SCHOOLREGION - only a 28-character text field, suppressed for schools outside a data recipient's jurisdiction. The regions and clusters are each state or territory education department's own administrative units, and no consolidated national list is published, so no code list or plausible enumerated shape can be defended.",,,"findings-aedc.json",FALSE
"AEDC","SCHOOLSUBURB","guessed","asgs2021_sal_name","[]",0,TRUE,15353,"AEDC Data Dictionary Reference Tables (accompanying workbook), Australian Government Department of Education, Table 4.3 State Suburb Code (ABS Suburbs and Localities 2021)","https://www.aedc.gov.au/docs/default-source/default-document-library/aedc-data-dictionary-reference-tables.xlsx?sfvrsn=75ae30bf_1",,,,,,,,"medium","The dictionary defines SchoolSuburb only as a 33-character text field holding the suburb or town of the school, with no codeframe; the AEDC's own suburb list (ASGS 2021 Suburbs and Localities, 15353 entries) is the defensible domain, and fplida bundles the same layer as SAL 2021 in census-geography-values.tsv.",,"The earlier review found no cycle-specific codeframe, which is correct; an Australian suburb/locality name is still a defensible shape.","findings-aedc.json",FALSE
"AEDC","SEIFARANK","guessed","seifa_irsd_rank (integer rank, 1 to about 57,000 (rank of the child's SA1 on the SEIFA IRSD within Australia; 1 = lowest score = most disadvantaged))","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (SEIFARank, SEIFAScore) and ABS SEIFA 2021","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The dictionary defines SEIFARank as a 5-digit integer holding the SEIFA IRSD rank within Australia, and the companion SEIFAScore field states the index is taken at the SA1 the child lives in, so the upper bound is the number of ranked SA1s (about 57,000 in SEIFA 2021).",,"A rank has no code list, but it has a well-defined integer domain, which the earlier all-or-nothing rule could not record.","findings-aedc.json",TRUE
"AEDC","SOC_1","guessed","aedc_edi_score_0_10 (numeric, 0 to 10 inclusive, 4 decimal places; higher = higher development)","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (sections 3.1, 15, 16) and AEDC Data Guidelines 2025, Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The Overall social competence sub-domain score is stored in the same numeric 7.4 field as the five AEDC domain scores, and the AEDC publishes the domain-score scale as zero to ten; the sub-domain scale is inferred to be the same, but the AEDC never states it for sub-domains.","children receive a score between zero and ten","The earlier review needed the licensed McMaster scoring formula. The formula stays proprietary, but the scale the score sits on is documented and is enough to give the column a defensible domain.","findings-aedc.json",TRUE
"AEDC","SOC_1_VULN","sourced","aedc_subdomain_vulnerable_flag","[""0: Not Developmentally Vulnerable"",""1: Developmentally Vulnerable""]",2,FALSE,2,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education, section 16 AEDC Sub-Domain Variables","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","The 2025 Data Dictionary gives every sub-domain _Vuln variable a 1-digit integer field with exactly two published values; this field is the overall social competence sub-domain flag.","0 Not Developmentally Vulnerable; 1 Developmentally Vulnerable","The earlier review treated the _VULN fields as part of the licensed score formula. The formula is proprietary, but the resulting flag's value domain is published in full.","findings-aedc.json",TRUE
"AEDC","SOC_2","guessed","aedc_edi_score_0_10 (numeric, 0 to 10 inclusive, 4 decimal places; higher = higher development)","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (sections 3.1, 15, 16) and AEDC Data Guidelines 2025, Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The Responsibility and respect sub-domain score is stored in the same numeric 7.4 field as the five AEDC domain scores, and the AEDC publishes the domain-score scale as zero to ten; the sub-domain scale is inferred to be the same, but the AEDC never states it for sub-domains.","children receive a score between zero and ten","The earlier review needed the licensed McMaster scoring formula. The formula stays proprietary, but the scale the score sits on is documented and is enough to give the column a defensible domain.","findings-aedc.json",TRUE
"AEDC","SOC_2_VULN","sourced","aedc_subdomain_vulnerable_flag","[""0: Not Developmentally Vulnerable"",""1: Developmentally Vulnerable""]",2,FALSE,2,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education, section 16 AEDC Sub-Domain Variables","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","The 2025 Data Dictionary gives every sub-domain _Vuln variable a 1-digit integer field with exactly two published values; this field is the responsibility and respect sub-domain flag.","0 Not Developmentally Vulnerable; 1 Developmentally Vulnerable","The earlier review treated the _VULN fields as part of the licensed score formula. The formula is proprietary, but the resulting flag's value domain is published in full.","findings-aedc.json",TRUE
"AEDC","SOC_3","guessed","aedc_edi_score_0_10 (numeric, 0 to 10 inclusive, 4 decimal places; higher = higher development)","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (sections 3.1, 15, 16) and AEDC Data Guidelines 2025, Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The Approaches to learning sub-domain score is stored in the same numeric 7.4 field as the five AEDC domain scores, and the AEDC publishes the domain-score scale as zero to ten; the sub-domain scale is inferred to be the same, but the AEDC never states it for sub-domains.","children receive a score between zero and ten","The earlier review needed the licensed McMaster scoring formula. The formula stays proprietary, but the scale the score sits on is documented and is enough to give the column a defensible domain.","findings-aedc.json",TRUE
"AEDC","SOC_3_VULN","sourced","aedc_subdomain_vulnerable_flag","[""0: Not Developmentally Vulnerable"",""1: Developmentally Vulnerable""]",2,FALSE,2,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education, section 16 AEDC Sub-Domain Variables","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"high","The 2025 Data Dictionary gives every sub-domain _Vuln variable a 1-digit integer field with exactly two published values; this field is the approaches to learning sub-domain flag.","0 Not Developmentally Vulnerable; 1 Developmentally Vulnerable","The earlier review treated the _VULN fields as part of the licensed score formula. The formula is proprietary, but the resulting flag's value domain is published in full.","findings-aedc.json",TRUE
"AEDC","SOC_4","guessed","aedc_edi_score_0_10 (numeric, 0 to 10 inclusive, 4 decimal places; higher = higher development)","[]",0,FALSE,,"AEDC Data Dictionary (Version 7.0, February 2025), Australian Government Department of Education (sections 3.1, 15, 16) and AEDC Data Guidelines 2025, Australian Government Department of Education","https://www.aedc.gov.au/docs/default-source/default-document-library/2025-aedc-data-dictionary8b9c155b-5dcb-4621-b7da-8b7830bdec10.pdf?sfvrsn=92bcf59b_1",,,,,,,,"medium","The Readiness to explore new things sub-domain score is stored in the same numeric 7.4 field as the five AEDC domain scores, and the AEDC publishes the domain-score scale as zero to ten; the sub-domain scale is inferred to be the same, but the AEDC never states it for sub-domains.","children receive a score between zero and ten","The earlier review needed the licensed McMaster scoring formula. The formula stays proprietary, but the scale the score sits on is documented and is enough to give the column a defensible domain.","findings-aedc.json",TRUE
