"Table.Number","Sheet","Table.Name","Product.Name","Item","Variable.Name","Variable.Level","Valid.Response","Available.Periods"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","empsaldir","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","employeeso","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","emptotal","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","nummanagers","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Number of Key Performance Indicators monitored by this business","kpimon1or2","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpimon3to5","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpimon6to9","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpimon10ormore","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpimondontknow","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","nokpimonitored","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Topics of focus for the Key Performance Indicators monitored by this business","fockpifinmeasure","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpiopmeasure","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpiqualmeas","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpiinnovmeas","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpihrmeasure","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpienvmeasure","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpisocmeasure","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpihthsafmeas","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","fockpinone","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Period of time covered by Key Performance indicators set by management of the business","timekpishort","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","timekpilong","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","timekpicomb","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","timekpinone","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Frequency Key Performance Indicators monitored by managers and non-managers of the business","freqkpiann_m","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpibiann_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiquart_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpimonth_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiweek_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiaday_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpihour_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiother_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpinever_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiann_nm","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpibiann_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiquart_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpimonth_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiweek_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiaday_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpihour_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpiother_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqkpinever_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Performance bonuses for managers and non-managers based on:","bonusnosys_m","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusownkpi_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusteamkpi_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusbuskpi_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusother_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusnosys_nm","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusownkpi_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusteamkpi_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusbuskpi_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","bonusother_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","When KPIs were met, what percentage of non-managers and managers at this business received performance bonuses?","kpibonusno_m","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonuslt34_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonuslt67_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonuslt99_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonus100_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonusno_nm","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonuslt34_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonuslt67_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonuslt99_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","kpibonus100_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Primary ways managers and non-managers are promoted","promperform_m","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","promperfplus_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","promother_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","promperform_nm","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","promperfplus_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","promother_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Under-performance identified - managers or non-managers demoted or dismissed","underpdemlt6_m","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","underpdemgt6_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","underpnotdem_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","underpnotid_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","underpdemlt6_nm","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","underpdemgt6_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","underpnotdem_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","underpnotid_nm","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Who or what determined the type of data to collect in decision making at this business","datacolmanbus","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datacolmanothbus","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datacolemp","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datacolcust","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datacolgovtreg","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datacoloth","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datacolnone","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Frequency data used in decision making at this business?","datadecfeednm_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeednm_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeednm_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeednm_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeednm_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeednm_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeednm_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeedm_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeedm_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeedm_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeedm_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeedm_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeedm_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecfeedm_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecextern_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecextern_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecextern_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecextern_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecextern_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecextern_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecextern_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecprdtec_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecprdtec_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecprdtec_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecprdtec_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecprdtec_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecprdtec_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","datadecprdtec_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Frequency activities influenced by data analysis at this business","freqdemand_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqdemand_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqdemand_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqdemand_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqdemand_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqdemand_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqdemand_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqnewgoods_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqnewgoods_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqnewgoods_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqnewgoods_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqnewgoods_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqnewgoods_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqnewgoods_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqenvman_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqenvman_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqenvman_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqenvman_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqenvman_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqenvman_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqenvman_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqsupchain_na","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqsupchain_d","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqsupchain_w","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqsupchain_m","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqsupchain_q","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqsupchain_a","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","freqsupchain_ah","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","How frequently does this business rely on predictive analysis","predanalday","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","predanalweek","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","predanalmonth","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","predanalqurt","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","predanalannual","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","predanaladhoc","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","predanalnever","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","Managers learn about management practices from any of the following sources","manpracbus","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracclient","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracsupp","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpraccomp","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpraccons","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracnewemp","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracuni","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracgovt","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracpnpres","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpraccomlab","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracwebpub","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracprofconf","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracindass","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracmba","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","manpracnone","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","New or improved goods or services","newgoods","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","newservices","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","gsnewn","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","New or improved operational processes","newopsmfg","","0 = No 1 = Yes","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","newopsdeliver","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","newopsprocess","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","newopsother","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","opnewn","","","2015-16"
9,"9","Business Characteristics Survey: Management Capabilities Module (MCM)","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","New or improved organisational/managerial processes","neworgknowl","","0 = No 1 = Yes","2015-16"
