"Domain","Variable.Name","Value","Source.Sheet"
"ip_event_type","","published_ipr_amend_name","A18"
"ip_event_type","","published_ipr_amend_register","A18"
"ip_event_type","","published_ipr_amendment","A18"
"ip_event_type","","published_ipr_appl_vartn_cert","A18"
"ip_event_type","","published_ipr_cancel_lapsing","A18"
"ip_event_type","","published_ipr_cancelled","A18"
"ip_event_type","","published_ipr_cancelled_non_use","A18"
"ip_event_type","","published_ipr_ceased","A18"
"ip_event_type","","published_ipr_cert_rules","A18"
"ip_event_type","","published_ipr_certified","A18"
"ip_event_type","","published_ipr_correct_description","A18"
"ip_event_type","","published_ipr_correct_name","A18"
"ip_event_type","","published_ipr_disassoc","A18"
"ip_event_type","","published_ipr_eot_acc_date","A18"
"ip_event_type","","published_ipr_eot_costs","A18"
"ip_event_type","","published_ipr_eot_deferment","A18"
"ip_event_type","","published_ipr_eot_generic","A18"
"ip_event_type","","published_ipr_eot_reg_date","A18"
"ip_event_type","","published_ipr_excluded","A18"
"ip_event_type","","published_ipr_filed","A18"
"ip_event_type","","published_ipr_intent_renew","A18"
"ip_event_type","","published_ipr_lapsed","A18"
"ip_event_type","","published_ipr_lodged","A18"
"ip_event_type","","published_ipr_merged","A18"
"ip_event_type","","published_ipr_misc_notice","A18"
"ip_event_type","","published_ipr_ownership_assign_full_app","A18"
"ip_event_type","","published_ipr_ownership_assign_full_own","A18"
"ip_event_type","","published_ipr_ownership_assign_part_app","A18"
"ip_event_type","","published_ipr_ownership_assign_part_own","A18"
"ip_event_type","","published_ipr_published","A18"
"ip_event_type","","published_ipr_refused","A18"
"ip_event_type","","published_ipr_refused_exparte","A18"
"ip_event_type","","published_ipr_refused_intparte","A18"
"ip_event_type","","published_ipr_reg_user","A18"
"ip_event_type","","published_ipr_reg_user_appl_cancel","A18"
"ip_event_type","","published_ipr_reg_user_cancel","A18"
"ip_event_type","","published_ipr_reg_user_cancel_assign","A18"
"ip_event_type","","published_ipr_reg_user_cancel_expiry","A18"
"ip_event_type","","published_ipr_reg_user_name_alter","A18"
"ip_event_type","","published_ipr_reg_user_name_correct","A18"
"ip_event_type","","published_ipr_reg_user_variation","A18"
"ip_event_type","","published_ipr_registered","A18"
"ip_event_type","","published_ipr_rejected","A18"
"ip_event_type","","published_ipr_removed","A18"
"ip_event_type","","published_ipr_removed_non_use","A18"
"ip_event_type","","published_ipr_removed_sec23_sec70","A18"
"ip_event_type","","published_ipr_renewal_due","A18"
"ip_event_type","","published_ipr_renewed","A18"
"ip_event_type","","published_ipr_restored","A18"
"ip_event_type","","published_ipr_revoke_acceptance","A18"
"ip_event_type","","published_ipr_revoked","A18"
"ip_event_type","","published_ipr_transform_full","A18"
"ip_event_type","","published_ipr_transform_part","A18"
"ip_event_type","","published_ipr_withdraw_acceptance","A18"
"ip_event_type","","published_ipr_withdrawn","A18"
"ip_event_type","","published_letters_patent_sealed_innovation_patents","A18"
"ip_event_type","","published_letters_patent_sealed_standard_patents","A18"
"ip_event_type","","published_licences_registered_section_187_reg_19_","A18"
"ip_event_type","","published_mortgages_registered_section_187_reg_19_","A18"
"ip_event_type","","published_name_change","A18"
"ip_event_type","","published_national_phase_entry","A18"
"ip_event_type","","published_non_use_dismissed","A18"
"ip_event_type","","published_non_use_lodged","A18"
"ip_event_type","","published_non_use_withdrawn","A18"
"ip_event_type","","published_notice_of_intention_to_amend_under_section_105","A18"
"ip_event_type","","published_offer_to_surrender_innovation_patent","A18"
"ip_event_type","","published_offer_to_surrender_patent","A18"
"ip_event_type","","published_opp_acceptance_refused","A18"
"ip_event_type","","published_opp_disc_regn_not_proceed","A18"
"ip_event_type","","published_opp_disc_regn_proceed","A18"
"ip_event_type","","published_opp_dismsd_regn_not_proceed","A18"
"ip_event_type","","published_opp_dismsd_regn_proceed","A18"
"ip_event_type","","published_opp_lodged","A18"
"ip_event_type","","published_opp_non_use_lodge","A18"
"ip_event_type","","published_opp_non_use_notice","A18"
"ip_event_type","","published_opp_non_use_withdrawn","A18"
"ip_event_type","","published_opp_proceedings","A18"
"ip_event_type","","published_opp_with_regn_not_proceed","A18"
"ip_event_type","","published_opp_with_regn_proceed","A18"
"ip_event_type","","published_opp_withdrawn","A18"
"ip_event_type","","published_opposition_dismissed","A18"
"ip_event_type","","published_opposition_dismissed_proceed_to_grant","A18"
"ip_event_type","","published_opposition_dismissed_proceed_to_sealing","A18"
"ip_event_type","","published_opposition_lodged","A18"
"ip_event_type","","published_opposition_proceedings_application_refused","A18"
"ip_event_type","","published_opposition_proceedings_application_withdrawn","A18"
"ip_event_type","","published_opposition_under_section_104_4_dismissed","A18"
"ip_event_type","","published_opposition_under_section_104_4_lodged","A18"
"ip_event_type","","published_opposition_under_section_104_4_withdrawn","A18"
"ip_event_type","","published_opposition_withdrawn","A18"
"ip_event_type","","published_opposition_withdrawn_proceed_to_grant","A18"
"ip_event_type","","published_opposition_withdrawn_proceed_to_sealing","A18"
"ip_event_type","","published_owner_assigned","A18"
"ip_event_type","","published_owner_name_change","A18"
"ip_event_type","","published_patent_ceased","A18"
"ip_event_type","","published_patent_expired","A18"
"ip_event_type","","published_patent_granted_innovation_patents","A18"
"ip_event_type","","published_patent_granted_standard_patents","A18"
"ip_event_type","","published_patent_lapsed","A18"
"ip_event_type","","published_pend_ipr_amend_conv","A18"
"ip_event_type","","published_pend_ipr_amend_div","A18"
"ip_event_type","","published_pend_ipr_amend_gs","A18"
"ip_event_type","","published_pend_ipr_amend_name","A18"
"ip_event_type","","published_pend_ipr_amend_sec65a","A18"
"ip_event_type","","published_pend_ipr_amend_tm_image","A18"
"ip_event_type","","published_pend_ipr_amend_tm_other","A18"
"ip_event_type","","published_pend_ipr_amend_tm_rep","A18"
"ip_event_type","","published_pend_ipr_amend_tm_type","A18"
"ip_event_type","","published_pend_ipr_amend_tm_words","A18"
"ip_event_type","","published_proceedings_under_section_215_death_of_applicant_patentee","A18"
"ip_event_type","","published_provisional_applications_filed","A18"
"ip_event_type","","published_record_claimed_int","A18"
"ip_event_type","","published_register_charge","A18"
"ip_event_type","","published_remove_claimed_int","A18"
"ip_event_type","","published_republish_specification","A18"
"ip_event_type","","published_republish_wipo_record_cd_only_","A18"
"ip_event_type","","published_revocation_of_patent_ordered_by_federal_court","A18"
"ip_event_type","","published_revocation_of_patent_ordered_by_hearing_decision","A18"
"ip_event_type","","published_section_223_1_allowances_office_error_","A18"
"ip_event_type","","published_surrender_and_revocation_of_innovation_patent","A18"
"ip_event_type","","published_surrender_and_revocation_of_patent","A18"
"ip_event_type","","received","A18"
"ip_event_type","","refused","A18"
"ip_event_type","","refused_due_to_hearing_decision_of_registrar","A18"
"ip_event_type","","registered","A18"
"ip_event_type","","registered_1st_period_2003_act_","A18"
"ip_event_type","","registered_2003_act_","A18"
"ip_event_type","","registered_2nd_extension_amended_1906_act_","A18"
"ip_event_type","","registered_3rd_extension_amended_1906_act_","A18"
"ip_event_type","","registered_protected","A18"
"ip_event_type","","registered_protected_renewal_due","A18"
"ip_event_type","","registered_revocation_pending","A18"
"ip_event_type","","registration_deficiency_notice_sent","A18"
"ip_event_type","","registration_expunged","A18"
"ip_event_type","","registration_requested","A18"
"ip_event_type","","rejected","A18"
"ip_event_type","","removed","A18"
"ip_event_type","","removed_non_use","A18"
"ip_event_type","","removed_not_renewed","A18"
"ip_event_type","","request_for_postponement_of_acceptance","A18"
"ip_event_type","","request_for_re_examination","A18"
"ip_event_type","","revoked","A18"
"ip_event_type","","revoked_2003_act_","A18"
"ip_event_type","","sent_to_exam_branch","A18"
"ip_event_type","","subject_to_a_hearing","A18"
"ip_event_type","","taken_for_examination","A18"
"ip_event_type","","under_examination","A18"
"ip_event_type","","under_examination_deferred","A18"
"ip_event_type","","under_examination_extension_fees_not_required","A18"
"ip_event_type","","under_examination_extension_fees_required","A18"
"ip_event_type","","under_examination_general_provisions_for_extension","A18"
"ip_event_type","","voided","A18"
"ip_event_type","","withdrawn","A18"
"ip_link_type","","additional_child","A19"
"ip_link_type","","additional_parent","A19"
"ip_link_type","","application_to_be_disregarded_for_the_acceptance_of_a_standard_patent_application","A19"
"ip_link_type","","associated_application","A19"
"ip_link_type","","associated_provisional","A19"
"ip_link_type","","association","A19"
"ip_link_type","","complete_associated_with_provisional","A19"
"ip_link_type","","complete_from_a_provisional","A19"
"ip_link_type","","complete_from_an_innovation","A19"
"ip_link_type","","complete_to_a_innovation","A19"
"ip_link_type","","complete_treated_as_provisional_sec_37","A19"
"ip_link_type","","convention","A19"
"ip_link_type","","convention_child","A19"
"ip_link_type","","convention_priority","A19"
"ip_link_type","","defensive","A19"
"ip_link_type","","defensive_unresolved","A19"
"ip_link_type","","divisional_child","A19"
"ip_link_type","","divisional_parent","A19"
"ip_link_type","","divisional_parent_unresolved","A19"
"ip_link_type","","exclusive_parent","A19"
"ip_link_type","","innovation_from_a_complete","A19"
"ip_link_type","","innovation_from_a_petty","A19"
"ip_link_type","","innovation_from_a_provisional","A19"
"ip_link_type","","innovation_to_a_complete","A19"
"ip_link_type","","innovation_to_a_provisional","A19"
"ip_link_type","","ir_full_transform","A19"
"ip_link_type","","linked","A19"
"ip_link_type","","madrid_export","A19"
"ip_link_type","","madrid_import","A19"
"ip_link_type","","partial_assignment","A19"
"ip_link_type","","partial_transformation","A19"
"ip_link_type","","pct_application_number","A19"
"ip_link_type","","petty_to_an_innovation","A19"
"ip_link_type","","petty_to_provisional","A19"
"ip_link_type","","provisional_from_a_complete_sec_37","A19"
"ip_link_type","","provisional_from_petty","A19"
"ip_link_type","","provisional_to_a_complete","A19"
"ip_link_type","","provisional_to_an_innovation","A19"
"ip_link_type","","section_33_36_claims","A19"
"ip_link_type","","tm_number_gs_copied_from","A19"
"ip_link_type","","tm_number_gs_copied_from_unresolved","A19"
"max_market","","Afghanistan","A21"
"max_market","","Albania","A21"
"max_market","","Algeria","A21"
"max_market","","American Samoa","A21"
"max_market","","Andorra","A21"
"max_market","","Angola","A21"
"max_market","","Antigua and Barbuda","A21"
"max_market","","Argentina","A21"
"max_market","","Armenia","A21"
"max_market","","Aruba","A21"
"max_market","","Australia","A21"
"max_market","","Austria","A21"
"max_market","","Azerbaijan","A21"
"max_market","","Bahamas","A21"
"max_market","","Bahrain","A21"
"max_market","","Bangladesh","A21"
"max_market","","Barbados","A21"
"max_market","","Belarus","A21"
"max_market","","Belgium","A21"
"max_market","","Belize","A21"
"max_market","","Benin","A21"
"max_market","","Berlin","A21"
"max_market","","Bermuda","A21"
"max_market","","Bhutan","A21"
"max_market","","Bolivia","A21"
"max_market","","Bosnia and Herzegovina","A21"
"max_market","","Botswana","A21"
"max_market","","Brazil","A21"
"max_market","","Brunei","A21"
"max_market","","Bulgaria","A21"
"max_market","","Burkina Faso","A21"
"max_market","","Burundi","A21"
"max_market","","Cabo Verde","A21"
"max_market","","Cambodia","A21"
"max_market","","Cameroon","A21"
"max_market","","Canada","A21"
"max_market","","Canary Islands","A21"
"max_market","","Cayman Islands","A21"
"max_market","","Central African Republic","A21"
"max_market","","Chad","A21"
"max_market","","Chile","A21"
"max_market","","China","A21"
"max_market","","Colombia","A21"
"max_market","","Commonwealth of Independent States","A21"
"max_market","","Congo, Democratic Republic of","A21"
"max_market","","Congo, Republic of","A21"
"max_market","","Cook Islands","A21"
"max_market","","Costa Rica","A21"
"max_market","","Croatia","A21"
"max_market","","Cuba","A21"
"max_market","","Cyprus","A21"
"max_market","","Czech Republic","A21"
"max_market","","Denmark","A21"
"max_market","","Djibouti","A21"
"max_market","","Dominica","A21"
"max_market","","Dominican Republic","A21"
"max_market","","East Europe","A21"
"max_market","","Ecuador","A21"
"max_market","","Egypt","A21"
"max_market","","El Salvador","A21"
"max_market","","Equatorial Guinea","A21"
"max_market","","Eritrea","A21"
"max_market","","Estonia","A21"
"max_market","","Eswatini","A21"
"max_market","","Ethiopia","A21"
"max_market","","Europe","A21"
"max_market","","European Union","A21"
"max_market","","Fiji","A21"
"max_market","","Finland","A21"
"max_market","","France","A21"
"max_market","","French Antilles","A21"
"max_market","","French Guiana","A21"
"max_market","","French Polynesia","A21"
"max_market","","Gabon","A21"
"max_market","","Gambia","A21"
"max_market","","Georgia","A21"
"max_market","","Germany","A21"
"max_market","","Ghana","A21"
"max_market","","Gibraltar","A21"
"max_market","","Greece","A21"
"max_market","","Grenada","A21"
"max_market","","Guam","A21"
"max_market","","Guatemala","A21"
"max_market","","Guinea","A21"
"max_market","","Guyana","A21"
"max_market","","Haiti","A21"
"max_market","","Holy See","A21"
"max_market","","Honduras","A21"
"max_market","","Hong Kong (SAR of China)","A21"
"max_market","","Hungary","A21"
"max_market","","Iceland","A21"
"max_market","","India","A21"
"max_market","","Indonesia","A21"
"max_market","","Iran","A21"
"max_market","","Iraq","A21"
"max_market","","Ireland","A21"
"max_market","","Isle Of Man","A21"
"max_market","","Israel","A21"
"max_market","","Italy","A21"
"max_market","","Ivory Coast","A21"
"max_market","","Jamaica","A21"
"max_market","","Japan","A21"
"max_market","","Jordan","A21"
"max_market","","Kazakhstan","A21"
"max_market","","Kenya","A21"
"max_market","","Kiribati","A21"
"max_market","","Korea, Democratic People's Republic of (North)","A21"
"max_market","","Korea, Republic of (South)","A21"
"max_market","","Kuwait","A21"
"max_market","","Kyrgyz Republic","A21"
"max_market","","Laos","A21"
"max_market","","Latvia","A21"
"max_market","","Lebanon","A21"
"max_market","","Liberia","A21"
"max_market","","Libya","A21"
"max_market","","Liechtenstein","A21"
"max_market","","Lithuania","A21"
"max_market","","Luxembourg","A21"
"max_market","","Macau (SAR of China)","A21"
"max_market","","Madagascar","A21"
"max_market","","Malawi","A21"
"max_market","","Malaysia","A21"
"max_market","","Maldives","A21"
"max_market","","Mali","A21"
"max_market","","Malta","A21"
"max_market","","Marshall Islands","A21"
"max_market","","Mauritania","A21"
"max_market","","Mauritius","A21"
"max_market","","Mexico","A21"
"max_market","","Micronesia, Federated States of","A21"
"max_market","","Middle East","A21"
"max_market","","Moldova","A21"
"max_market","","Monaco","A21"
"max_market","","Mongolia","A21"
"max_market","","Montenegro","A21"
"max_market","","Morocco","A21"
"max_market","","Mozambique","A21"
"max_market","","Myanmar","A21"
"max_market","","Namibia","A21"
"max_market","","Nauru","A21"
"max_market","","Nepal","A21"
"max_market","","Neth Antilles","A21"
"max_market","","Netherlands","A21"
"max_market","","New Caledonia","A21"
"max_market","","New Zealand","A21"
"max_market","","Nicaragua","A21"
"max_market","","Niger","A21"
"max_market","","Nigeria","A21"
"max_market","","Niue","A21"
"max_market","","Norfolk Island","A21"
"max_market","","North America","A21"
"max_market","","North Asia","A21"
"max_market","","North Macedonia","A21"
"max_market","","Norway","A21"
"max_market","","Oman","A21"
"max_market","","Pacific Oceania","A21"
"max_market","","Pakistan","A21"
"max_market","","Panama","A21"
"max_market","","Papua New Guinea","A21"
"max_market","","Paraguay","A21"
"max_market","","Peru","A21"
"max_market","","Philippines","A21"
"max_market","","Poland","A21"
"max_market","","Portugal","A21"
"max_market","","Puerto Rico","A21"
"max_market","","Qatar","A21"
"max_market","","Republic of Palau","A21"
"max_market","","Reunion","A21"
"max_market","","Romania","A21"
"max_market","","Russia","A21"
"max_market","","Rwanda","A21"
"max_market","","Samoa","A21"
"max_market","","San Francisco","A21"
"max_market","","San Marino","A21"
"max_market","","Sao Tome and Principe","A21"
"max_market","","Saudi Arabia","A21"
"max_market","","Senegal","A21"
"max_market","","Serbia","A21"
"max_market","","Seychelles","A21"
"max_market","","Shanghai","A21"
"max_market","","Sierra Leone","A21"
"max_market","","Singapore","A21"
"max_market","","Slovakia","A21"
"max_market","","Slovenia","A21"
"max_market","","Solomon Islands","A21"
"max_market","","Somalia","A21"
"max_market","","South Africa","A21"
"max_market","","South America","A21"
"max_market","","South Asia","A21"
"max_market","","South East Asia","A21"
"max_market","","South Sudan","A21"
"max_market","","Spain","A21"
"max_market","","Sri Lanka","A21"
"max_market","","St Kitts and Nevis","A21"
"max_market","","Sub-Saharan Africa","A21"
"max_market","","Sudan","A21"
"max_market","","Suriname","A21"
"max_market","","Sweden","A21"
"max_market","","Switzerland","A21"
"max_market","","Syria","A21"
"max_market","","Taiwan","A21"
"max_market","","Tajikistan","A21"
"max_market","","Tanzania","A21"
"max_market","","Tel Aviv","A21"
"max_market","","Thailand","A21"
"max_market","","Timor-Leste","A21"
"max_market","","Togo","A21"
"max_market","","Tokelau","A21"
"max_market","","Tonga","A21"
"max_market","","Trinidad and Tobago","A21"
"max_market","","Tunisia","A21"
"max_market","","Turkey","A21"
"max_market","","Turkmenistan","A21"
"max_market","","Turks and Caicos Islands","A21"
"max_market","","Tuvalu","A21"
"max_market","","Uganda","A21"
"max_market","","Ukraine","A21"
"max_market","","United Arab Emirates","A21"
"max_market","","United Kingdom","A21"
"max_market","","United States of America","A21"
"max_market","","Uruguay","A21"
"max_market","","Uzbekistan","A21"
"max_market","","Vanuatu","A21"
"max_market","","Venezuela","A21"
"max_market","","Vietnam","A21"
"max_market","","Virgin Islands, British","A21"
"max_market","","Wallis and Futuna","A21"
"max_market","","West Europe","A21"
"max_market","","Western Sahara","A21"
"max_market","","Windward Isles","A21"
"max_market","","World","A21"
"max_market","","Yemen","A21"
"max_market","","Zambia","A21"
"max_market","","Zimbabwe","A21"
"variable","c_fcrncy",".","A3"
"variable","c_fcrncy","0","A3"
"variable","c_fcrncy","1","A3"
"variable","c_fcrncy","10","A3"
"variable","c_fcrncy","100","A3"
"variable","c_fcrncy","101","A3"
"variable","c_fcrncy","102","A3"
"variable","c_fcrncy","103","A3"
"variable","c_fcrncy","104","A3"
"variable","c_fcrncy","105","A3"
"variable","c_fcrncy","106","A3"
"variable","c_fcrncy","107","A3"
"variable","c_fcrncy","108","A3"
"variable","c_fcrncy","109","A3"
"variable","c_fcrncy","11","A3"
"variable","c_fcrncy","110","A3"
"variable","c_fcrncy","111","A3"
"variable","c_fcrncy","112","A3"
"variable","c_fcrncy","113","A3"
"variable","c_fcrncy","114","A3"
"variable","c_fcrncy","115","A3"
"variable","c_fcrncy","116","A3"
"variable","c_fcrncy","117","A3"
"variable","c_fcrncy","118","A3"
"variable","c_fcrncy","119","A3"
"variable","c_fcrncy","12","A3"
"variable","c_fcrncy","120","A3"
"variable","c_fcrncy","121","A3"
"variable","c_fcrncy","122","A3"
"variable","c_fcrncy","123","A3"
"variable","c_fcrncy","124","A3"
"variable","c_fcrncy","125","A3"
"variable","c_fcrncy","126","A3"
"variable","c_fcrncy","127","A3"
"variable","c_fcrncy","128","A3"
"variable","c_fcrncy","129","A3"
"variable","c_fcrncy","13","A3"
"variable","c_fcrncy","130","A3"
"variable","c_fcrncy","131","A3"
"variable","c_fcrncy","132","A3"
"variable","c_fcrncy","133","A3"
"variable","c_fcrncy","134","A3"
"variable","c_fcrncy","135","A3"
"variable","c_fcrncy","136","A3"
"variable","c_fcrncy","137","A3"
"variable","c_fcrncy","138","A3"
"variable","c_fcrncy","139","A3"
"variable","c_fcrncy","14","A3"
"variable","c_fcrncy","140","A3"
"variable","c_fcrncy","141","A3"
"variable","c_fcrncy","142","A3"
"variable","c_fcrncy","144","A3"
"variable","c_fcrncy","145","A3"
"variable","c_fcrncy","146","A3"
"variable","c_fcrncy","147","A3"
"variable","c_fcrncy","148","A3"
"variable","c_fcrncy","149","A3"
"variable","c_fcrncy","15","A3"
"variable","c_fcrncy","150","A3"
"variable","c_fcrncy","151","A3"
"variable","c_fcrncy","152","A3"
"variable","c_fcrncy","153","A3"
"variable","c_fcrncy","154","A3"
"variable","c_fcrncy","155","A3"
"variable","c_fcrncy","156","A3"
"variable","c_fcrncy","157","A3"
"variable","c_fcrncy","158","A3"
"variable","c_fcrncy","159","A3"
"variable","c_fcrncy","16","A3"
"variable","c_fcrncy","160","A3"
"variable","c_fcrncy","161","A3"
"variable","c_fcrncy","162","A3"
"variable","c_fcrncy","163","A3"
"variable","c_fcrncy","164","A3"
"variable","c_fcrncy","165","A3"
"variable","c_fcrncy","166","A3"
"variable","c_fcrncy","167","A3"
"variable","c_fcrncy","168","A3"
"variable","c_fcrncy","169","A3"
"variable","c_fcrncy","17","A3"
"variable","c_fcrncy","170","A3"
"variable","c_fcrncy","171","A3"
"variable","c_fcrncy","172","A3"
"variable","c_fcrncy","173","A3"
"variable","c_fcrncy","174","A3"
"variable","c_fcrncy","175","A3"
"variable","c_fcrncy","176","A3"
"variable","c_fcrncy","177","A3"
"variable","c_fcrncy","178","A3"
"variable","c_fcrncy","179","A3"
"variable","c_fcrncy","18","A3"
"variable","c_fcrncy","180","A3"
"variable","c_fcrncy","181","A3"
"variable","c_fcrncy","182","A3"
"variable","c_fcrncy","183","A3"
"variable","c_fcrncy","185","A3"
"variable","c_fcrncy","19","A3"
"variable","c_fcrncy","190","A3"
"variable","c_fcrncy","193","A3"
"variable","c_fcrncy","195","A3"
"variable","c_fcrncy","2","A3"
"variable","c_fcrncy","20","A3"
"variable","c_fcrncy","21","A3"
"variable","c_fcrncy","210","A3"
"variable","c_fcrncy","215","A3"
"variable","c_fcrncy","22","A3"
"variable","c_fcrncy","220","A3"
"variable","c_fcrncy","225","A3"
"variable","c_fcrncy","23","A3"
"variable","c_fcrncy","230","A3"
"variable","c_fcrncy","235","A3"
"variable","c_fcrncy","24","A3"
"variable","c_fcrncy","240","A3"
"variable","c_fcrncy","245","A3"
"variable","c_fcrncy","25","A3"
"variable","c_fcrncy","250","A3"
"variable","c_fcrncy","255","A3"
"variable","c_fcrncy","256","A3"
"variable","c_fcrncy","257","A3"
"variable","c_fcrncy","258","A3"
"variable","c_fcrncy","259","A3"
"variable","c_fcrncy","26","A3"
"variable","c_fcrncy","260","A3"
"variable","c_fcrncy","261","A3"
"variable","c_fcrncy","262","A3"
"variable","c_fcrncy","27","A3"
"variable","c_fcrncy","28","A3"
"variable","c_fcrncy","29","A3"
"variable","c_fcrncy","3","A3"
"variable","c_fcrncy","30","A3"
"variable","c_fcrncy","31","A3"
"variable","c_fcrncy","32","A3"
"variable","c_fcrncy","33","A3"
"variable","c_fcrncy","34","A3"
"variable","c_fcrncy","35","A3"
"variable","c_fcrncy","36","A3"
"variable","c_fcrncy","37","A3"
"variable","c_fcrncy","38","A3"
"variable","c_fcrncy","39","A3"
"variable","c_fcrncy","4","A3"
"variable","c_fcrncy","40","A3"
"variable","c_fcrncy","41","A3"
"variable","c_fcrncy","42","A3"
"variable","c_fcrncy","43","A3"
"variable","c_fcrncy","44","A3"
"variable","c_fcrncy","45","A3"
"variable","c_fcrncy","46","A3"
"variable","c_fcrncy","47","A3"
"variable","c_fcrncy","48","A3"
"variable","c_fcrncy","49","A3"
"variable","c_fcrncy","5","A3"
"variable","c_fcrncy","50","A3"
"variable","c_fcrncy","51","A3"
"variable","c_fcrncy","52","A3"
"variable","c_fcrncy","53","A3"
"variable","c_fcrncy","54","A3"
"variable","c_fcrncy","55","A3"
"variable","c_fcrncy","56","A3"
"variable","c_fcrncy","57","A3"
"variable","c_fcrncy","58","A3"
"variable","c_fcrncy","59","A3"
"variable","c_fcrncy","6","A3"
"variable","c_fcrncy","60","A3"
"variable","c_fcrncy","61","A3"
"variable","c_fcrncy","62","A3"
"variable","c_fcrncy","63","A3"
"variable","c_fcrncy","64","A3"
"variable","c_fcrncy","65","A3"
"variable","c_fcrncy","66","A3"
"variable","c_fcrncy","67","A3"
"variable","c_fcrncy","68","A3"
"variable","c_fcrncy","69","A3"
"variable","c_fcrncy","7","A3"
"variable","c_fcrncy","70","A3"
"variable","c_fcrncy","71","A3"
"variable","c_fcrncy","72","A3"
"variable","c_fcrncy","73","A3"
"variable","c_fcrncy","74","A3"
"variable","c_fcrncy","75","A3"
"variable","c_fcrncy","76","A3"
"variable","c_fcrncy","77","A3"
"variable","c_fcrncy","78","A3"
"variable","c_fcrncy","79","A3"
"variable","c_fcrncy","80","A3"
"variable","c_fcrncy","81","A3"
"variable","c_fcrncy","82","A3"
"variable","c_fcrncy","83","A3"
"variable","c_fcrncy","84","A3"
"variable","c_fcrncy","85","A3"
"variable","c_fcrncy","86","A3"
"variable","c_fcrncy","87","A3"
"variable","c_fcrncy","88","A3"
"variable","c_fcrncy","89","A3"
"variable","c_fcrncy","9","A3"
"variable","c_fcrncy","90","A3"
"variable","c_fcrncy","91","A3"
"variable","c_fcrncy","92","A3"
"variable","c_fcrncy","93","A3"
"variable","c_fcrncy","94","A3"
"variable","c_fcrncy","95","A3"
"variable","c_fcrncy","96","A3"
"variable","c_fcrncy","97","A3"
"variable","c_fcrncy","98","A3"
"variable","c_fcrncy","99","A3"
"variable","c_fcrncy","999","A3"
"variable","c_uhccntcd",".","A3"
"variable","c_uhccntcd","0","A3"
"variable","c_uhccntcd","1","A3"
"variable","c_uhccntcd","10","A3"
"variable","c_uhccntcd","100","A3"
"variable","c_uhccntcd","101","A3"
"variable","c_uhccntcd","102","A3"
"variable","c_uhccntcd","103","A3"
"variable","c_uhccntcd","104","A3"
"variable","c_uhccntcd","105","A3"
"variable","c_uhccntcd","106","A3"
"variable","c_uhccntcd","107","A3"
"variable","c_uhccntcd","108","A3"
"variable","c_uhccntcd","109","A3"
"variable","c_uhccntcd","11","A3"
"variable","c_uhccntcd","110","A3"
"variable","c_uhccntcd","111","A3"
"variable","c_uhccntcd","112","A3"
"variable","c_uhccntcd","113","A3"
"variable","c_uhccntcd","114","A3"
"variable","c_uhccntcd","115","A3"
"variable","c_uhccntcd","116","A3"
"variable","c_uhccntcd","117","A3"
"variable","c_uhccntcd","118","A3"
"variable","c_uhccntcd","119","A3"
"variable","c_uhccntcd","12","A3"
"variable","c_uhccntcd","120","A3"
"variable","c_uhccntcd","121","A3"
"variable","c_uhccntcd","122","A3"
"variable","c_uhccntcd","123","A3"
"variable","c_uhccntcd","124","A3"
"variable","c_uhccntcd","125","A3"
"variable","c_uhccntcd","126","A3"
"variable","c_uhccntcd","127","A3"
"variable","c_uhccntcd","128","A3"
"variable","c_uhccntcd","129","A3"
"variable","c_uhccntcd","13","A3"
"variable","c_uhccntcd","130","A3"
"variable","c_uhccntcd","131","A3"
"variable","c_uhccntcd","132","A3"
"variable","c_uhccntcd","133","A3"
"variable","c_uhccntcd","134","A3"
"variable","c_uhccntcd","135","A3"
"variable","c_uhccntcd","136","A3"
"variable","c_uhccntcd","137","A3"
"variable","c_uhccntcd","138","A3"
"variable","c_uhccntcd","139","A3"
"variable","c_uhccntcd","14","A3"
"variable","c_uhccntcd","140","A3"
"variable","c_uhccntcd","141","A3"
"variable","c_uhccntcd","142","A3"
"variable","c_uhccntcd","143","A3"
"variable","c_uhccntcd","144","A3"
"variable","c_uhccntcd","145","A3"
"variable","c_uhccntcd","146","A3"
"variable","c_uhccntcd","147","A3"
"variable","c_uhccntcd","148","A3"
"variable","c_uhccntcd","149","A3"
"variable","c_uhccntcd","15","A3"
"variable","c_uhccntcd","150","A3"
"variable","c_uhccntcd","151","A3"
"variable","c_uhccntcd","152","A3"
"variable","c_uhccntcd","153","A3"
"variable","c_uhccntcd","154","A3"
"variable","c_uhccntcd","155","A3"
"variable","c_uhccntcd","156","A3"
"variable","c_uhccntcd","157","A3"
"variable","c_uhccntcd","158","A3"
"variable","c_uhccntcd","159","A3"
"variable","c_uhccntcd","16","A3"
"variable","c_uhccntcd","160","A3"
"variable","c_uhccntcd","161","A3"
"variable","c_uhccntcd","162","A3"
"variable","c_uhccntcd","163","A3"
"variable","c_uhccntcd","164","A3"
"variable","c_uhccntcd","165","A3"
"variable","c_uhccntcd","166","A3"
"variable","c_uhccntcd","167","A3"
"variable","c_uhccntcd","168","A3"
"variable","c_uhccntcd","169","A3"
"variable","c_uhccntcd","17","A3"
"variable","c_uhccntcd","170","A3"
"variable","c_uhccntcd","171","A3"
"variable","c_uhccntcd","172","A3"
"variable","c_uhccntcd","173","A3"
