"pbs_code","atc_code","atc_level1","benefit_type","claimed_price","pack_size","number_of_repeats","manner_of_admin","weight"
"13583X","C09AA03","C","R",7.01,30,5,"ORAL",0.000451030927835059
"13584Y","C09AA03","C","R",8,30,5,"ORAL",0.000451030927835059
"13585B","C09AA04","C","R",11.95,30,5,"ORAL",0.000451030927835059
"13586C","C10AA07","C","R",8.09,30,5,"ORAL",0.000451030927835059
"13587D","C10AB05","C","R",6.95,30,5,"ORAL",0.000451030927835059
"13588E","C10AA07","C","R",8.15,30,5,"ORAL",0.000451030927835059
"13589F","C10AA07","C","R",9.65,30,5,"ORAL",0.000451030927835059
"13590G","C03DA04","C","S",37.79,30,5,"ORAL",0.000451030927835059
"13591H","C09BB10","C","R",15.34,28,5,"ORAL",0.000451030927835059
"13592J","C09CA06","C","R",15.03,30,5,"ORAL",0.000451030927835059
"13593K","C09CA07","C","R",13.3,28,5,"ORAL",0.000451030927835059
"13594L","C09BB10","C","R",9.69,28,5,"ORAL",0.000451030927835059
"13595M","C10BA02","C","R",10.35,30,5,"ORAL",0.000451030927835059
"13596N","C10BX03","C","R",2.75,30,5,"ORAL",0.000451030927835059
"13597P","C10BX03","C","R",9.7,30,5,"ORAL",0.000451030927835059
"13598Q","C07AB02","C","R",14.75,100,5,"ORAL",0.000451030927835059
"13600T","C07AB03","C","R",34.53,1,5,"ORAL",0.000451030927835059
"13601W","C09DA08","C","R",9.67,30,5,"ORAL",0.000451030927835059
"13602X","C09DA08","C","R",10.39,30,5,"ORAL",0.000451030927835059
"13603Y","C09DX01","C","R",19.57,28,5,"ORAL",0.000451030927835059
"13604B","C09DB01","C","R",19.16,28,5,"ORAL",0.000451030927835059
"13606D","C09DA03","C","R",7.67,28,5,"ORAL",0.000451030927835059
"13607E","C09DA07","C","R",13.61,28,5,"ORAL",0.000451030927835059
"13611J","C01DA14","C","R",9.94,30,5,"ORAL",0.000451030927835059
"13618R","C10AB04","C","R",9.21,60,5,"ORAL",0.000451030927835059
"13622Y","C10BA05","C","R",10.54,30,5,"ORAL",0.000451030927835059
"13629H","C10BA06","C","R",13.42,1,5,"ORAL",0.000451030927835059
"1368B","C09AA02","C","U",13.05,30,5,"ORAL",0.000451030927835059
"1369C","C09AA02","C","U",13.32,30,5,"ORAL",0.000451030927835059
"1370D","C09AA02","C","U",2.5,30,5,"ORAL",0.000451030927835059
"13861M","C09CA02","C","A",13.28,28,5,"ORAL",0.000451030927835059
"13887X","C07AG01","C","R",16.43,100,5,"ORAL",0.000451030927835059
"13912F","C09CA02","C","R",13.28,28,5,"ORAL",0.000451030927835059
"13943W","C09DB02","C","R",9.28,30,5,"ORAL",0.000451030927835059
"13963X","C10BX03","C","R",10.34,30,5,"ORAL",0.000451030927835059
"13964Y","C09DB02","C","R",8.9,30,5,"ORAL",0.000451030927835059
"14002Y","C09DX03","C","R",13.74,30,5,"ORAL",0.000451030927835059
"14041B","C02DC01","C","R",28.76,100,5,"ORAL",0.000451030927835059
"14042C","C03DA01","C","R",13.77,100,5,"ORAL",0.000451030927835059
"14087K","C10AX16","C","S",1699.2,1,0,"INJECTION",0.000451030927835059
"14101E","C10AX16","C","S",1699.2,1,1,"INJECTION",0.000451030927835059
"14113T","C01EB24","C","A",2160.7,28,5,"ORAL",0.000451030927835059
"14117B","C01EB24","C","A",2160.7,28,2,"ORAL",0.000451030927835059
"14123H","C01EB24","C","A",2160.7,28,5,"ORAL",0.000451030927835059
"14124J","C01EB24","C","A",2160.7,28,5,"ORAL",0.000451030927835059
"14135Y","C01EB24","C","A",2160.7,28,2,"ORAL",0.000451030927835059
"14137C","C01EB24","C","A",2160.7,28,2,"ORAL",0.000451030927835059
"14138D","C01EB24","C","A",2160.7,28,5,"ORAL",0.000451030927835059
"14139E","C01EB24","C","A",2160.7,28,2,"ORAL",0.000451030927835059
"14337N","C09DA02","C","R",11.9,28,5,"ORAL",0.000451030927835059
"14371J","C01DA02","C","R",15.09,30,5,"TRANSDERMAL",0.000451030927835059
"14477Y","C10AC01","C","R",32.28,1,5,"ORAL",0.000451030927835059
"14479C","C08DB01","C","R",9.17,90,5,"ORAL",0.000451030927835059
"14508N","C08DB01","C","R",8.82,30,5,"ORAL",0.000451030927835059
"1453L","C10AB04","C","U",9.21,60,5,"ORAL",0.000451030927835059
"14564M","C08DB01","C","R",6.92,30,5,"ORAL",0.000451030927835059
"14565N","C08DB01","C","R",12.84,30,5,"ORAL",0.000451030927835059
"14617H","C10AX06","C","S",129,120,5,"ORAL",0.000451030927835059
"1478T","C02CA01","C","U",9.82,100,5,"ORAL",0.000451030927835059
"14793N","C02CA01","C","U",39.66,100,5,"ORAL",0.000451030927835059
"1479W","C02CA01","C","U",3.84,100,5,"ORAL",0.000451030927835059
"1480X","C02CA01","C","U",5.47,100,5,"ORAL",0.000451030927835059
"14834R","C02CA01","C","R",39.66,100,5,"ORAL",0.000451030927835059
"1484D","C03AA03","C","U",7.58,100,1,"ORAL",0.000451030927835059
"1486F","C03EA01","C","U",4.72,50,1,"ORAL",0.000451030927835059
"15024R","C02CA01","C","R",61.91,100,5,"ORAL",0.000451030927835059
"15044T","C02CA01","C","U",61.91,100,5,"ORAL",0.000451030927835059
"1515R","C01DA02","C","U",15.09,30,5,"TRANSDERMAL",0.000451030927835059
"1516T","C01DA02","C","U",19.78,30,5,"TRANSDERMAL",0.000451030927835059
"1558B","C01DA14","C","U",6.64,30,5,"ORAL",0.000451030927835059
"1566K","C07AG01","C","R",16.43,100,5,"ORAL",0.000451030927835059
"1585K","C03BA04","C","U",3.66,50,1,"ORAL",0.000451030927835059
"1629R","C02AB01","C","A",11.51,100,5,"ORAL",0.000451030927835059
"1810G","C03CA01","C","U",2.5,50,1,"ORAL",0.000451030927835059
"1822X","C01DX","C","S",38.59,100,5,"ORAL",0.000451030927835059
"1862B","C04AX02","C","R",659.29,100,5,"ORAL",0.000451030927835059
"1906H","C08CA05","C","U",6.41,30,5,"ORAL",0.000451030927835059
"1907J","C08CA05","C","U",8.05,30,5,"ORAL",0.000451030927835059
"1944H","C09AA05","C","U",2.5,30,5,"ORAL",0.000451030927835059
"1945J","C09AA05","C","U",2.5,30,5,"ORAL",0.000451030927835059
"1946K","C09AA05","C","U",2.5,30,5,"ORAL",0.000451030927835059
"1968N","C09AA06","C","U",3.41,30,5,"ORAL",0.000451030927835059
"1969P","C09AA06","C","U",3.71,30,5,"ORAL",0.000451030927835059
"1970Q","C09AA06","C","U",4.58,30,5,"ORAL",0.000451030927835059
"2011W","C10AA01","C","U",2.5,30,5,"ORAL",0.000451030927835059
"2012X","C10AA01","C","U",11.15,30,5,"ORAL",0.000451030927835059
"2013Y","C10AA01","C","U",2.5,30,5,"ORAL",0.000451030927835059
"2043M","C01BD","C","R",11.07,60,5,"ORAL",0.000451030927835059
"2136K","C09DA04","C","R",7.67,30,5,"ORAL",0.000451030927835059
"2147B","C09CA08","C","U",7.55,30,5,"ORAL",0.000451030927835059
"2148C","C09CA08","C","U",9.86,30,5,"ORAL",0.000451030927835059
"2161R","C09DA08","C","R",6.79,30,5,"ORAL",0.000451030927835059
"2166B","C09DA08","C","R",9.67,30,5,"ORAL",0.000451030927835059
"2170F","C09DA08","C","R",10.39,30,5,"ORAL",0.000451030927835059
"2190G","C09BA04","C","U",9.83,30,5,"ORAL",0.000451030927835059
"2208F","C08DA01","C","U",8.26,30,5,"ORAL",0.000451030927835059
"2243C","C07AB03","C","R",34.53,1,5,"ORAL",0.000451030927835059
"2313R","C02DC01","C","R",28.76,100,5,"ORAL",0.000451030927835059
"2339D","C03DA01","C","U",10.61,100,5,"ORAL",0.000451030927835059
"2340E","C03DA01","C","U",13.77,100,5,"ORAL",0.000451030927835059
"2343H","C01BD01","C","R",4.73,30,5,"ORAL",0.000451030927835059
"2344J","C01BD01","C","R",4,30,5,"ORAL",0.000451030927835059
"2361G","C08CA02","C","U",6.8,30,5,"ORAL",0.000451030927835059
"2366M","C08CA02","C","U",7.36,30,5,"ORAL",0.000451030927835059
"2367N","C08CA02","C","U",10.28,30,5,"ORAL",0.000451030927835059
"2411X","C03CA01","C","U",25.8,1,3,"ORAL",0.000451030927835059
"2412Y","C03CA01","C","U",2.5,100,1,"ORAL",0.000451030927835059
"2413B","C03CA01","C","U",2.71,5,0,"INJECTION",0.000451030927835059
"2414C","C03CA01","C","U",5,100,1,"ORAL",0.000451030927835059
"2415D","C03CA01","C","U",9.12,50,3,"ORAL",0.000451030927835059
"2436F","C03BA11","C","U",4.14,90,1,"ORAL",0.000451030927835059
"2456G","C09AA03","C","U",7.01,30,5,"ORAL",0.000451030927835059
"2457H","C09AA03","C","U",8,30,5,"ORAL",0.000451030927835059
"2458J","C09AA03","C","U",8.29,30,5,"ORAL",0.000451030927835059
"2565B","C07AA05","C","U",10.95,100,5,"ORAL",0.000451030927835059
"2566C","C07AA05","C","U",11.2,100,5,"ORAL",0.000451030927835059
"2574L","C10AA07","C","U",8.15,30,5,"ORAL",0.000451030927835059
"2588F","C01DA08","C","U",3.5,100,2,"ORAL",0.000451030927835059
"2594M","C10AA07","C","U",9.65,30,5,"ORAL",0.000451030927835059
"2605D","C01AA05","C","R",5.88,200,1,"ORAL",0.000451030927835059
"2606E","C10AA07","C","U",7.11,30,5,"ORAL",0.000451030927835059
"2628H","C10AA07","C","U",8.09,30,5,"ORAL",0.000451030927835059
"2629J","C09BB05","C","R",5.49,30,5,"ORAL",0.000451030927835059
"2751T","C08CA01","C","U",12.91,30,5,"ORAL",0.000451030927835059
"2752W","C08CA01","C","U",12.92,30,5,"ORAL",0.000451030927835059
"2791X","C09AA10","C","U",5.76,28,5,"ORAL",0.000451030927835059
"2792Y","C09AA10","C","U",6.95,28,5,"ORAL",0.000451030927835059
"2793B","C09AA10","C","U",7.7,28,5,"ORAL",0.000451030927835059
"2833D","C10AA03","C","U",7.12,30,5,"ORAL",0.000451030927835059
"2834E","C10AA03","C","U",7.4,30,5,"ORAL",0.000451030927835059
"2836G","C09DX03","C","R",12.56,30,5,"ORAL",0.000451030927835059
"2845R","C09BA04","C","R",10.14,30,5,"ORAL",0.000451030927835059
"2857J","C09BB10","C","R",15.34,28,5,"ORAL",0.000451030927835059
"2863Q","C10AA04","C","U",21.98,28,5,"ORAL",0.000451030927835059
"2864R","C09DX03","C","R",13.38,30,5,"ORAL",0.000451030927835059
"2876J","C01BB01","C","R",20.55,10,0,"INJECTION",0.000451030927835059
"2880N","C09DX03","C","R",11.93,30,5,"ORAL",0.000451030927835059
"2923W","C01BA03","C","R",11.6,100,5,"ORAL",0.000451030927835059
"2953K","C09DX03","C","R",13.74,30,5,"ORAL",0.000451030927835059
"2960T","C01EB17","C","S",31.03,56,5,"ORAL",0.000451030927835059
"2967E","C10AC01","C","U",32.28,1,5,"ORAL",0.000451030927835059
"3050M","C09AA04","C","U",2.5,30,5,"ORAL",0.000451030927835059
"3051N","C09AA04","C","U",3.16,30,5,"ORAL",0.000451030927835059
"3141H","C02AC01","C","U",17.21,100,5,"ORAL",0.000451030927835059
"3145M","C02AC01","C","U",11.47,100,5,"ORAL",0.000451030927835059
"3164M","C01AA05","C","R",14.04,1,3,"ORAL",0.000451030927835059
"5004J","C01CA24","C","U",7.11,5,0,"INJECTION",0.000451030927835059
"5285E","C09DX01","C","R",21.88,28,5,"ORAL",0.000451030927835059
"5286F","C09DX01","C","R",19.57,28,5,"ORAL",0.000451030927835059
"5287G","C09DX01","C","R",18.65,28,5,"ORAL",0.000451030927835059
"5288H","C09DX01","C","R",23.78,28,5,"ORAL",0.000451030927835059
"5289J","C09DX01","C","R",22.17,28,5,"ORAL",0.000451030927835059
"5292M","C09DB02","C","R",7.34,30,5,"ORAL",0.000451030927835059
"5293N","C09DB02","C","R",8.9,30,5,"ORAL",0.000451030927835059
"5294P","C09DB02","C","R",9.28,30,5,"ORAL",0.000451030927835059
"5459H","C09DB01","C","R",19.16,28,5,"ORAL",0.000451030927835059
"5460J","C09DB01","C","R",19.35,28,5,"ORAL",0.000451030927835059
"5491B","C09CA02","C","A",13.28,28,5,"ORAL",0.000451030927835059
"8027L","C01DA02","C","U",15.09,30,5,"TRANSDERMAL",0.000451030927835059
"8171C","C01DA02","C","U",11.75,1,5,"SUBLINGUAL",0.000451030927835059
"8173E","C10AA01","C","U",11.27,30,5,"ORAL",0.000451030927835059
"8197K","C10AA03","C","U",8.17,30,5,"ORAL",0.000451030927835059
"8213G","C10AA05","C","U",2.5,30,5,"ORAL",0.000451030927835059
"8214H","C10AA05","C","U",2.6,30,5,"ORAL",0.000451030927835059
"8215J","C10AA05","C","U",3.45,30,5,"ORAL",0.000451030927835059
"8228C","C01DX16","C","U",8.07,1,5,"ORAL",0.000451030927835059
"8229D","C01DX16","C","U",11.24,1,5,"ORAL",0.000451030927835059
"8246B","C09CA04","C","U",2.5,30,5,"ORAL",0.000451030927835059
"8247C","C09CA04","C","U",6.28,30,5,"ORAL",0.000451030927835059
"8248D","C09CA04","C","U",7.25,30,5,"ORAL",0.000451030927835059
"8255L","C07AG02","C","R",3.33,30,0,"ORAL",0.000451030927835059
"8256M","C07AG02","C","R",4,60,5,"ORAL",0.000451030927835059
"8257N","C07AG02","C","R",4,60,5,"ORAL",0.000451030927835059
"8258P","C07AG02","C","R",4.79,60,5,"ORAL",0.000451030927835059
"8273K","C01DA14","C","U",9.94,30,5,"ORAL",0.000451030927835059
"8295N","C09CA06","C","U",15.03,30,5,"ORAL",0.000451030927835059
"8296P","C09CA06","C","U",15.03,30,5,"ORAL",0.000451030927835059
"8297Q","C09CA06","C","U",16.37,30,5,"ORAL",0.000451030927835059
"8313M","C10AA01","C","U",3.5,30,5,"ORAL",0.000451030927835059
"8355R","C09CA07","C","U",11.82,28,5,"ORAL",0.000451030927835059
"8356T","C09CA07","C","U",13.3,28,5,"ORAL",0.000451030927835059
"8398B","C01BD","C","R",7.89,60,5,"ORAL",0.000451030927835059
"8404H","C09DA04","C","R",6.28,30,5,"ORAL",0.000451030927835059
"8405J","C09DA04","C","R",7.35,30,5,"ORAL",0.000451030927835059
"8447N","C09CA02","C","U",13.28,28,5,"ORAL",0.000451030927835059
"8449Q","C09BA04","C","R",3.5,30,5,"ORAL",0.000451030927835059
"8470T","C09AA05","C","U",3.5,30,5,"ORAL",0.000451030927835059
"8477E","C09BA02","C","R",10.69,30,5,"ORAL",0.000451030927835059
"8480H","C08DB01","C","U",12.84,30,5,"ORAL",0.000451030927835059
"8504N","C09DA06","C","R",16.17,30,5,"ORAL",0.000451030927835059
"8521L","C10AA05","C","U",4,30,5,"ORAL",0.000451030927835059
"8532C","C03BA11","C","U",10.9,90,1,"ORAL",0.000451030927835059
"8534E","C08CA13","C","U",5.76,28,5,"ORAL",0.000451030927835059
"8604W","C07AB07","C","R",9.12,28,5,"ORAL",0.000451030927835059
"8605X","C07AB07","C","R",8.07,28,5,"ORAL",0.000451030927835059
"8606Y","C07AB07","C","R",7.99,28,5,"ORAL",0.000451030927835059
"8622T","C09DA07","C","R",11.93,28,5,"ORAL",0.000451030927835059
"8623W","C09DA07","C","R",13.3,28,5,"ORAL",0.000451030927835059
"8624X","C09DA02","C","R",11.9,28,5,"ORAL",0.000451030927835059
"8679T","C08CA13","C","U",6.75,28,5,"ORAL",0.000451030927835059
"8697R","C01CA24","C","A",67.19,1,0,"INJECTION",0.000451030927835059
"8698T","C01CA24","C","A",67.19,1,0,"INJECTION",0.000451030927835059
"8704D","C09AA04","C","U",4,30,5,"ORAL",0.000451030927835059
"8732N","C07AB02","C","R",4,15,0,"ORAL",0.000451030927835059
"8733P","C07AB02","C","R",16.94,30,5,"ORAL",0.000451030927835059
"8734Q","C07AB02","C","R",21.17,30,5,"ORAL",0.000451030927835059
"8735R","C07AB02","C","R",26.47,30,5,"ORAL",0.000451030927835059
"8757X","C10AX09","C","U",6.01,30,5,"ORAL",0.000451030927835059
"8758Y","C09AA10","C","U",11.61,28,5,"ORAL",0.000451030927835059
"8760C","C09AA01","C","R",89.12,1,5,"ORAL",0.000451030927835059
"8829Q","C10AA03","C","U",10.22,30,5,"ORAL",0.000451030927835059
"8879H","C03DA04","C","S",37.79,30,5,"ORAL",0.000451030927835059
"8880J","C03DA04","C","S",37.79,30,5,"ORAL",0.000451030927835059
"8881K","C10BA02","C","U",9.74,30,5,"ORAL",0.000451030927835059
"8882L","C10BA02","C","U",10.35,30,5,"ORAL",0.000451030927835059
"8889W","C09CA06","C","U",14.8,30,5,"ORAL",0.000451030927835059
"8978M","C09DB04","C","R",2.92,28,5,"ORAL",0.000451030927835059
"8979N","C09DB04","C","R",3.5,28,5,"ORAL",0.000451030927835059
"8980P","C09DB04","C","R",5.55,28,5,"ORAL",0.000451030927835059
"8981Q","C09DB04","C","R",6.15,28,5,"ORAL",0.000451030927835059
"9006B","C09AA04","C","U",11.58,30,5,"ORAL",0.000451030927835059
"9007C","C09AA04","C","U",11.95,30,5,"ORAL",0.000451030927835059
"9008D","C09AA04","C","U",13.07,30,5,"ORAL",0.000451030927835059
"9019Q","C02AC05","C","R",4.22,30,5,"ORAL",0.000451030927835059
"9020R","C02AC05","C","R",7.19,30,5,"ORAL",0.000451030927835059
"9022W","C10AB05","C","U",4.64,60,5,"ORAL",0.000451030927835059
"9023X","C10AB05","C","U",6.95,30,5,"ORAL",0.000451030927835059
"9049G","C10BX03","C","U",2.75,30,5,"ORAL",0.000451030927835059
"9050H","C10BX03","C","U",3.43,30,5,"ORAL",0.000451030927835059
"9051J","C10BX03","C","U",3.78,30,5,"ORAL",0.000451030927835059
"9052K","C10BX03","C","U",9.7,30,5,"ORAL",0.000451030927835059
"9053L","C10BX03","C","U",8.04,30,5,"ORAL",0.000451030927835059
"9054M","C10BX03","C","U",8.22,30,5,"ORAL",0.000451030927835059
"9055N","C10BX03","C","U",9.07,30,5,"ORAL",0.000451030927835059
"9056P","C10BX03","C","U",10.34,30,5,"ORAL",0.000451030927835059
"9120B","C09AA05","C","U",2.5,30,5,"ORAL",0.000451030927835059
"9121C","C09AA05","C","U",2.5,30,5,"ORAL",0.000451030927835059
"9122D","C09AA05","C","U",2.5,30,5,"ORAL",0.000451030927835059
"9144G","C09BB02","C","R",4.63,28,5,"ORAL",0.000451030927835059
"9145H","C09BB02","C","R",5.36,28,5,"ORAL",0.000451030927835059
"9311C","C07AB12","C","R",21.44,28,5,"ORAL",0.000451030927835059
"9312D","C07AB12","C","R",24.24,28,5,"ORAL",0.000451030927835059
"9314F","C09DA06","C","R",14.4,30,5,"ORAL",0.000451030927835059
"9315G","C09DA06","C","R",14.59,30,5,"ORAL",0.000451030927835059
"9316H","C07AB12","C","R",8.59,28,5,"ORAL",0.000451030927835059
"9346X","C09BB04","C","R",13.8,30,5,"ORAL",0.000451030927835059
"9347Y","C09BB04","C","R",14.72,30,5,"ORAL",0.000451030927835059
"9348B","C09BB04","C","R",15.63,30,5,"ORAL",0.000451030927835059
"9349C","C09BB04","C","R",16.56,30,5,"ORAL",0.000451030927835059
"9368C","C09CA03","C","U",4.56,28,0,"ORAL",0.000451030927835059
"9369D","C09CA03","C","U",4.98,28,5,"ORAL",0.000451030927835059
"9370E","C09CA03","C","U",6.39,28,5,"ORAL",0.000451030927835059
"9371F","C09CA03","C","U",8.19,28,5,"ORAL",0.000451030927835059
"9372G","C09DA03","C","R",6.2,28,5,"ORAL",0.000451030927835059
"9373H","C09DA03","C","R",7.67,28,5,"ORAL",0.000451030927835059
"9374J","C09DA03","C","R",8.7,28,5,"ORAL",0.000451030927835059
"9375K","C09DB01","C","R",14.86,28,5,"ORAL",0.000451030927835059
"9376L","C09DB01","C","R",16.75,28,5,"ORAL",0.000451030927835059
"9377M","C09DB01","C","R",17.24,28,5,"ORAL",0.000451030927835059
"9381R","C09DA07","C","R",13.61,28,5,"ORAL",0.000451030927835059
"9387C","C09BB10","C","R",9.69,28,5,"ORAL",0.000451030927835059
"9481B","C09DA03","C","R",9.55,28,5,"ORAL",0.000451030927835059
"9482C","C09DA03","C","R",10.57,28,5,"ORAL",0.000451030927835059
"9483D","C10BA02","C","U",6.2,30,5,"ORAL",0.000451030927835059
"9484E","C10BA02","C","U",6.51,30,5,"ORAL",0.000451030927835059
"10080M","D07AD01","D","S",31.66,1,1,"APPLICATION",0.000202142712755209
"10791Y","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10792B","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10793C","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10794D","D07AC01","D","S",4.88,1,5,"APPLICATION",0.000202142712755209
"10795E","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10799J","D07AC01","D","S",4.88,1,5,"APPLICATION",0.000202142712755209
"10800K","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10801L","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10802M","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10804P","D07AC13","D","S",9.05,1,5,"APPLICATION",0.000202142712755209
"10805Q","D07AC13","D","S",9.05,1,5,"APPLICATION",0.000202142712755209
"10807T","D07AC01","D","S",4.88,1,5,"APPLICATION",0.000202142712755209
"10808W","D07AC01","D","S",4.88,1,5,"APPLICATION",0.000202142712755209
"10809X","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10810Y","D07AC01","D","S",4.88,1,5,"APPLICATION",0.000202142712755209
"10812C","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10813D","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10814E","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10815F","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10816G","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10818J","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10819K","D07AC13","D","S",9.05,1,5,"APPLICATION",0.000202142712755209
"10820L","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10821M","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10823P","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10824Q","D07AC01","D","S",5.92,1,5,"APPLICATION",0.000202142712755209
"10826T","D07AC13","D","S",9.05,1,5,"APPLICATION",0.000202142712755209
"10827W","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10828X","D07AC13","D","S",6.78,1,5,"APPLICATION",0.000202142712755209
"10830B","D07AC14","D","S",5.55,1,5,"APPLICATION",0.000202142712755209
"10833E","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10834F","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10835G","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10836H","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10838K","D07AC14","D","S",5.55,1,5,"APPLICATION",0.000202142712755209
"10839L","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10840M","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10842P","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10843Q","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10844R","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10845T","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10846W","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10848Y","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10851D","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10852E","D07AC14","D","S",5.55,1,5,"APPLICATION",0.000202142712755209
"10853F","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10855H","D07AC14","D","S",8.61,1,5,"APPLICATION",0.000202142712755209
"10856J","D07AC14","D","S",5.55,1,5,"APPLICATION",0.000202142712755209
"11091R","D05AX52","D","R",76.44,1,1,"APPLICATION",0.000202142712755209
"1115Q","D07AC01","D","R",5.92,1,1,"APPLICATION",0.000202142712755209
"1119X","D07AC01","D","R",5.92,1,1,"APPLICATION",0.000202142712755209
"11621P","D10BA01","D","S",12.39,30,3,"ORAL",0.000202142712755209
"11716P","D10BA01","D","S",11.01,60,3,"ORAL",0.000202142712755209
"11921K","D10BA01","D","S",46.47,60,3,"ORAL",0.000202142712755209
"12291X","D11AH05","D","A",1609.86,2,5,"INJECTION",0.000202142712755209
"12292Y","D11AH05","D","A",1609.86,2,5,"INJECTION",0.000202142712755209
"1272Y","D11AX","D","U",347.82,100,1,"ORAL",0.000202142712755209
"13363H","D10AD53","D","R",21.1,1,3,"APPLICATION",0.000202142712755209
"13520N","D05AX52","D","R",76.44,1,1,"APPLICATION",0.000202142712755209
"13577N","D05AX52","D","R",23.83,1,1,"APPLICATION",0.000202142712755209
"1460W","D01BA01","D","U",9.93,100,2,"ORAL",0.000202142712755209
"14808J","D07AD01","D","R",7.3,1,0,"APPLICATION",0.000202142712755209
"14832P","D07AD01","D","R",7.3,1,0,"APPLICATION",0.000202142712755209
"14979J","D11AH05","D","A",1609.86,2,5,"INJECTION",0.000202142712755209
"15035H","D11AH05","D","A",1609.86,2,5,"INJECTION",0.000202142712755209
"15168H","D11AX","D","U",283.44,100,1,"ORAL",0.000202142712755209
"1913Q","D07AC13","D","R",6.78,1,0,"APPLICATION",0.000202142712755209
"1915T","D07AC13","D","R",6.78,1,0,"APPLICATION",0.000202142712755209
"2019G","D05BB02","D","S",89.52,100,2,"ORAL",0.000202142712755209
"2020H","D05BB02","D","S",182.05,100,2,"ORAL",0.000202142712755209
"2117K","D07AB09","D","R",5.02,1,0,"APPLICATION",0.000202142712755209
"2118L","D07AB09","D","R",5.02,1,0,"APPLICATION",0.000202142712755209
"2285G","D01BA02","D","A",11.88,42,0,"ORAL",0.000202142712755209
"2546B","D11AX","D","A",73.32,1,1,"APPLICATION",0.000202142712755209
"2549E","D10BA01","D","S",30.98,30,3,"ORAL",0.000202142712755209
"2591J","D10BA01","D","S",15.89,60,3,"ORAL",0.000202142712755209
"2592K","D10BA01","D","S",24.78,60,3,"ORAL",0.000202142712755209
"2637T","D11AX","D","A",78.01,1,1,"APPLICATION",0.000202142712755209
"2804N","D01BA02","D","A",11.88,42,1,"ORAL",0.000202142712755209
"2812B","D07AC01","D","R",6.84,1,0,"APPLICATION",0.000202142712755209
"2813C","D07AC01","D","R",4.88,1,1,"APPLICATION",0.000202142712755209
"2881P","D07AA02","D","R",2.5,1,1,"APPLICATION",0.000202142712755209
"2882Q","D07AA02","D","R",2.5,1,1,"APPLICATION",0.000202142712755209
"2982Y","D01BA01","D","U",10.52,28,2,"ORAL",0.000202142712755209
"5113D","D07AA02","D","R",2.5,1,0,"APPLICATION",0.000202142712755209
"5114E","D07AA02","D","R",2.5,1,0,"APPLICATION",0.000202142712755209
"8043H","D07AC13","D","R",9.05,1,0,"APPLICATION",0.000202142712755209
"8054X","D07AC14","D","R",8.61,1,0,"APPLICATION",0.000202142712755209
"8055Y","D07AC14","D","R",8.61,1,0,"APPLICATION",0.000202142712755209
"8128T","D07AC14","D","R",8.61,1,0,"APPLICATION",0.000202142712755209
"8618N","D07AC14","D","R",5.55,1,0,"APPLICATION",0.000202142712755209
"8801F","D11AX","D","U",283.44,100,1,"ORAL",0.000202142712755209
"8802G","D11AH02","D","S",19.13,1,1,"APPLICATION",0.000202142712755209
"8954G","D10AD53","D","R",21.1,1,1,"APPLICATION",0.000202142712755209
"8955H","D10AD53","D","R",21.1,1,3,"APPLICATION",0.000202142712755209
