"year","variable","code","label","value_kind","source_sheet","source_url"
2016,"ANC1P","3101","Basque","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3102","Catalan","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3103","Italian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3104","Maltese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3105","Portuguese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3106","Spanish","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3107","Gibraltarian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3199","Southern European, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3200","South Eastern European, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3201","Albanian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3202","Bosnian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3203","Bulgarian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3204","Croatian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3205","Greek","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3206","Macedonian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3207","Moldovan","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3208","Montenegrin","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3211","Romanian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3212","Roma Gypsy","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3213","Serbian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3214","Slovene","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3215","Cypriot","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3216","Vlach","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3299","South Eastern European, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3300","Eastern European, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3301","Belarusan","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3302","Czech","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3303","Estonian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3304","Hungarian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3305","Latvian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3306","Lithuanian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3307","Polish","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3308","Russian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3311","Slovak","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3312","Ukrainian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3313","Sorb/Wend","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","3399","Eastern European, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4000","North African and Middle Eastern, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4100","Arab, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4101","Algerian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4102","Egyptian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4103","Iraqi","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4104","Jordanian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4105","Kuwaiti","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4106","Lebanese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4107","Libyan","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4108","Moroccan","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4111","Palestinian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4112","Saudi Arabian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4113","Syrian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4114","Tunisian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4115","Yemeni","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4116","Bahraini","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4117","Emirati","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4118","Omani","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4121","Qatari","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4199","Arab, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4201","Jewish","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4300","Peoples of the Sudan, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4301","Bari","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4303","Dinka","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4304","Nuer","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4305","South Sudanese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4306","Sudanese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4399","Peoples of the Sudan, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4900","Other North African and Middle Eastern, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4902","Berber","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4903","Coptic","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4904","Iranian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4905","Kurdish","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4907","Turkish","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4908","Assyrian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4911","Chaldean","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4912","Mandaean","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4913","Nubian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4914","Yezidi","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","4999","Other North African and Middle Eastern, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5000","South-East Asian, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5100","Mainland South-East Asian, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5101","Anglo-Burmese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5102","Burmese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5103","Hmong","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5104","Khmer (Cambodian)","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5105","Lao","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5106","Thai","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5107","Vietnamese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5108","Karen","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5111","Mon","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5112","Chin","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5113","Rohingya","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5199","Mainland South-East Asian, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5201","Filipino","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5202","Indonesian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5203","Javanese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5204","Madurese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5205","Malay","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5206","Sundanese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5207","Timorese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5208","Acehnese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5211","Balinese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5212","Bruneian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5213","Kadazan","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5214","Singaporean","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","5299","Maritime South-East Asian, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6101","Chinese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6102","Taiwanese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6199","Chinese Asian, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6901","Japanese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6902","Korean","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6903","Mongolian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6904","Tibetan","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","6999","Other North-East Asian, nec","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7000","Southern and Central Asian, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7100","Southern Asian, nfd","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7101","Anglo-Indian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7102","Bengali","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7103","Burgher","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7104","Gujarati","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7106","Indian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7107","Malayali","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7111","Nepalese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7112","Pakistani","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7113","Punjabi","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7114","Sikh","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7115","Sinhalese","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
2016,"ANC1P","7117","Maldivian","substantive","Persons classifications","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
