sa2_code	sa3_code	sa4_code	state	mb_count
213041573	21304	213	2	35
213041574	21304	213	2	70
213041575	21304	213	2	154
213041576	21304	213	2	121
213041577	21304	213	2	132
213041578	21304	213	2	176
213051361	21305	213	2	221
213051362	21305	213	2	212
213051363	21305	213	2	154
213051368	21305	213	2	233
213051464	21305	213	2	200
213051466	21305	213	2	159
213051467	21305	213	2	213
213051468	21305	213	2	268
213051579	21305	213	2	102
213051580	21305	213	2	132
213051581	21305	213	2	77
213051582	21305	213	2	146
213051583	21305	213	2	229
213051584	21305	213	2	107
213051585	21305	213	2	90
213051586	21305	213	2	75
213051587	21305	213	2	85
213051588	21305	213	2	150
213051589	21305	213	2	81
213051590	21305	213	2	128
214011370	21401	214	2	270
214011371	21401	214	2	394
214011372	21401	214	2	263
214011373	21401	214	2	222
214011374	21401	214	2	281
214011375	21401	214	2	345
214011376	21401	214	2	137
214021377	21402	214	2	291
214021378	21402	214	2	216
214021379	21402	214	2	383
214021381	21402	214	2	245
214021382	21402	214	2	304
214021383	21402	214	2	747
214021384	21402	214	2	445
214021385	21402	214	2	226
214021591	21402	214	2	178
214021592	21402	214	2	217
215011386	21501	215	2	151
215011387	21501	215	2	110
215011388	21501	215	2	239
215011389	21501	215	2	100
215011390	21501	215	2	179
215011391	21501	215	2	129
215011392	21501	215	2	180
215011393	21501	215	2	227
215011394	21501	215	2	202
215021395	21502	215	2	92
215021396	21502	215	2	71
215021398	21502	215	2	162
215021399	21502	215	2	93
215021469	21502	215	2	313
215021470	21502	215	2	171
215031400	21503	215	2	267
215031401	21503	215	2	187
215031402	21503	215	2	79
215031403	21503	215	2	66
215031404	21503	215	2	174
215031405	21503	215	2	200
216011406	21601	216	2	226
216011407	21601	216	2	138
216011408	21601	216	2	55
216011409	21601	216	2	64
216011410	21601	216	2	110
216021411	21602	216	2	109
216021412	21602	216	2	93
216021413	21602	216	2	219
216021414	21602	216	2	165
216031415	21603	216	2	115
216031416	21603	216	2	287
216031418	21603	216	2	69
216031419	21603	216	2	148
216031593	21603	216	2	101
216031594	21603	216	2	212
217011420	21701	217	2	309
217011421	21701	217	2	182
217011422	21701	217	2	207
217011423	21701	217	2	175
217031471	21703	217	2	72
217031472	21703	217	2	185
217031473	21703	217	2	145
217031474	21703	217	2	151
217031475	21703	217	2	220
217031476	21703	217	2	218
217041477	21704	217	2	127
217041478	21704	217	2	187
217041479	21704	217	2	286
217041480	21704	217	2	240
297979799	29797	297	2	7
299999499	29999	299	2	1
301011001	30101	301	3	188
301011002	30101	301	3	75
301011003	30101	301	3	147
301011004	30101	301	3	254
301011005	30101	301	3	44
301011006	30101	301	3	126
301021007	30102	301	3	241
301021008	30102	301	3	73
301021009	30102	301	3	184
301021011	30102	301	3	96
301021012	30102	301	3	172
301021013	30102	301	3	169
301021550	30102	301	3	111
301021551	30102	301	3	454
301031014	30103	301	3	19
301031015	30103	301	3	102
301031016	30103	301	3	132
301031017	30103	301	3	71
301031018	30103	301	3	129
301031019	30103	301	3	81
301031020	30103	301	3	199
301031021	30103	301	3	173
302011022	30201	302	3	96
302011023	30201	302	3	100
302011024	30201	302	3	94
302011025	30201	302	3	102
302011026	30201	302	3	84
302021027	30202	302	3	136
302021028	30202	302	3	136
302021029	30202	302	3	71
302021030	30202	302	3	61
302021031	30202	302	3	171
302021032	30202	302	3	97
302021033	30202	302	3	74
302021034	30202	302	3	109
302031035	30203	302	3	108
302031036	30203	302	3	15
302031037	30203	302	3	43
302031038	30203	302	3	117
302031039	30203	302	3	134
302031040	30203	302	3	172
302041041	30204	302	3	178
302041042	30204	302	3	116
302041043	30204	302	3	52
302041044	30204	302	3	106
302041045	30204	302	3	155
302041046	30204	302	3	105
303011047	30301	303	3	129
303011048	30301	303	3	76
303011049	30301	303	3	126
303011050	30301	303	3	76
303011051	30301	303	3	187
303021052	30302	303	3	142
303021053	30302	303	3	233
303021054	30302	303	3	70
303021055	30302	303	3	150
303021056	30302	303	3	100
303021057	30302	303	3	80
303021058	30302	303	3	103
303021059	30302	303	3	137
303031060	30303	303	3	158
303031061	30303	303	3	56
303031062	30303	303	3	92
303031063	30303	303	3	174
303031064	30303	303	3	128
303031065	30303	303	3	116
303031066	30303	303	3	115
303041067	30304	303	3	77
303041068	30304	303	3	137
303041069	30304	303	3	56
303041070	30304	303	3	91
303041071	30304	303	3	114
303051072	30305	303	3	88
303051073	30305	303	3	218
303051074	30305	303	3	115
303051075	30305	303	3	146
303051076	30305	303	3	193
303061077	30306	303	3	70
303061078	30306	303	3	154
303061079	30306	303	3	99
303061080	30306	303	3	166
304011081	30401	304	3	88
304011082	30401	304	3	72
304011083	30401	304	3	46
304011084	30401	304	3	142
304011085	30401	304	3	49
304021086	30402	304	3	100
304021087	30402	304	3	81
304021088	30402	304	3	115
304021089	30402	304	3	39
304021090	30402	304	3	105
304021091	30402	304	3	55
304031092	30403	304	3	98
304031093	30403	304	3	73
304031094	30403	304	3	197
304031095	30403	304	3	84
304031096	30403	304	3	125
304031097	30403	304	3	120
304041098	30404	304	3	135
304041099	30404	304	3	2
304041100	30404	304	3	92
304041101	30404	304	3	94
304041102	30404	304	3	5
304041103	30404	304	3	174
304041104	30404	304	3	128
305011105	30501	305	3	113
305011106	30501	305	3	100
305011107	30501	305	3	69
305011108	30501	305	3	116
305011109	30501	305	3	191
305011110	30501	305	3	114
305011111	30501	305	3	105
305011112	30501	305	3	126
305021113	30502	305	3	89
305021114	30502	305	3	85
305021115	30502	305	3	85
305021116	30502	305	3	62
305021117	30502	305	3	175
305021118	30502	305	3	84
305031119	30503	305	3	62
305031120	30503	305	3	75
305031121	30503	305	3	80
305031122	30503	305	3	156
305031123	30503	305	3	58
305031124	30503	305	3	86
305031125	30503	305	3	68
305031126	30503	305	3	110
305031127	30503	305	3	72
305031128	30503	305	3	152
305031129	30503	305	3	53
305031130	30503	305	3	123
305031131	30503	305	3	148
305041132	30504	305	3	170
305041133	30504	305	3	78
305041134	30504	305	3	123
305041135	30504	305	3	187
305041136	30504	305	3	78
305041137	30504	305	3	170
306011138	30601	306	3	95
306011139	30601	306	3	175
306011140	30601	306	3	70
306011141	30601	306	3	171
306011142	30601	306	3	206
306011143	30601	306	3	135
306021144	30602	306	3	85
306021145	30602	306	3	217
306021146	30602	306	3	104
306021147	30602	306	3	114
306021148	30602	306	3	144
306021149	30602	306	3	113
306021150	30602	306	3	17
306021151	30602	306	3	78
306021152	30602	306	3	92
306021153	30602	306	3	93
306021154	30602	306	3	134
306021155	30602	306	3	56
306021156	30602	306	3	140
306021157	30602	306	3	70
306031158	30603	306	3	118
306031159	30603	306	3	174
306031160	30603	306	3	188
306031161	30603	306	3	322
306031162	30603	306	3	14
306031163	30603	306	3	5
306041164	30604	306	3	170
306041165	30604	306	3	138
306051166	30605	306	3	185
306051167	30605	306	3	150
306051168	30605	306	3	69
306051169	30605	306	3	173
306051170	30605	306	3	179
307011171	30701	307	3	87
307011172	30701	307	3	154
307011173	30701	307	3	91
307011174	30701	307	3	115
307011175	30701	307	3	125
307011176	30701	307	3	134
307011177	30701	307	3	165
307011178	30701	307	3	105
307021179	30702	307	3	211
307021180	30702	307	3	125
307021181	30702	307	3	89
307021182	30702	307	3	93
307021183	30702	307	3	307
307031184	30703	307	3	85
307031185	30703	307	3	111
307031186	30703	307	3	93
307031187	30703	307	3	103
307031188	30703	307	3	92
307031189	30703	307	3	282
308011190	30801	308	3	159
308011191	30801	308	3	163
308011192	30801	308	3	233
308031205	30803	308	3	129
308031206	30803	308	3	38
308031207	30803	308	3	104
308031208	30803	308	3	114
308031209	30803	308	3	45
308031210	30803	308	3	153
308031211	30803	308	3	70
308031212	30803	308	3	75
308031213	30803	308	3	123
308031214	30803	308	3	88
308031215	30803	308	3	94
308031216	30803	308	3	92
308031217	30803	308	3	103
308031218	30803	308	3	66
308031219	30803	308	3	209
308031220	30803	308	3	64
308031221	30803	308	3	72
308031222	30803	308	3	126
308031223	30803	308	3	321
308041528	30804	308	3	264
308041529	30804	308	3	91
308051530	30805	308	3	228
308051531	30805	308	3	146
308051532	30805	308	3	13
308051533	30805	308	3	194
308051534	30805	308	3	164
308051535	30805	308	3	267
308051536	30805	308	3	42
308051537	30805	308	3	7
308051538	30805	308	3	81
308051539	30805	308	3	87
309011224	30901	309	3	185
309011225	30901	309	3	201
309011226	30901	309	3	200
309011227	30901	309	3	269
309011228	30901	309	3	209
309011229	30901	309	3	129
309021230	30902	309	3	137
309021231	30902	309	3	288
309021232	30902	309	3	137
309021233	30902	309	3	129
309021234	30902	309	3	247
309031235	30903	309	3	128
309031236	30903	309	3	133
309031237	30903	309	3	120
309031238	30903	309	3	287
309031239	30903	309	3	139
309031240	30903	309	3	128
309041241	30904	309	3	75
309041242	30904	309	3	272
309051243	30905	309	3	100
309051244	30905	309	3	209
309051245	30905	309	3	93
309061246	30906	309	3	159
309061247	30906	309	3	105
309061248	30906	309	3	282
309061249	30906	309	3	181
309061250	30906	309	3	99
309071251	30907	309	3	215
309071252	30907	309	3	255
309071253	30907	309	3	221
309071254	30907	309	3	74
309071256	30907	309	3	206
309071552	30907	309	3	122
309071553	30907	309	3	144
309071554	30907	309	3	78
309071555	30907	309	3	90
309071556	30907	309	3	122
309071557	30907	309	3	194
309071558	30907	309	3	69
309081259	30908	309	3	63
309081260	30908	309	3	70
309081262	30908	309	3	222
309081559	30908	309	3	204
309081560	30908	309	3	113
309091263	30909	309	3	175
309091264	30909	309	3	91
309091265	30909	309	3	88
309091540	30909	309	3	217
309091541	30909	309	3	218
309101267	30910	309	3	115
309101268	30910	309	3	98
309101269	30910	309	3	78
309101561	30910	309	3	179
309101562	30910	309	3	238
310011271	31001	310	3	80
310011272	31001	310	3	65
310011274	31001	310	3	185
310011275	31001	310	3	105
310011276	31001	310	3	63
310011563	31001	310	3	67
310011564	31001	310	3	243
310021277	31002	310	3	202
310021278	31002	310	3	148
310021279	31002	310	3	8
310021280	31002	310	3	254
310021281	31002	310	3	167
310021282	31002	310	3	190
310031283	31003	310	3	139
310031284	31003	310	3	131
310031285	31003	310	3	89
310031286	31003	310	3	133
310031287	31003	310	3	223
310031288	31003	310	3	52
310031289	31003	310	3	63
310031290	31003	310	3	74
310031291	31003	310	3	114
310031292	31003	310	3	99
310031293	31003	310	3	172
310031294	31003	310	3	134
310031295	31003	310	3	48
310041297	31004	310	3	110
310041298	31004	310	3	16
310041299	31004	310	3	135
310041300	31004	310	3	139
310041301	31004	310	3	4
310041302	31004	310	3	222
310041303	31004	310	3	70
310041304	31004	310	3	230
310041565	31004	310	3	102
310041566	31004	310	3	102
311011305	31101	311	3	250
311021306	31102	311	3	134
311021307	31102	311	3	158
311021308	31102	311	3	112
311021309	31102	311	3	80
311021310	31102	311	3	102
311031311	31103	311	3	181
311031312	31103	311	3	98
311031313	31103	311	3	85
311031314	31103	311	3	102
311031315	31103	311	3	2
311031316	31103	311	3	108
311031317	31103	311	3	143
311031318	31103	311	3	85
311031319	31103	311	3	148
311041322	31104	311	3	105
311041567	31104	311	3	73
311041568	31104	311	3	105
311041569	31104	311	3	104
311041570	31104	311	3	226
311041571	31104	311	3	102
311051323	31105	311	3	129
311051324	31105	311	3	108
311051325	31105	311	3	139
311051326	31105	311	3	114
311051327	31105	311	3	139
311051328	31105	311	3	101
311061329	31106	311	3	76
311061330	31106	311	3	115
311061331	31106	311	3	84
311061332	31106	311	3	163
311061333	31106	311	3	149
311061334	31106	311	3	129
311061335	31106	311	3	93
311061336	31106	311	3	161
312011337	31201	312	3	180
312011338	31201	312	3	316
312011339	31201	312	3	79
312011340	31201	312	3	117
312011341	31201	312	3	139
312021342	31202	312	3	202
312021343	31202	312	3	59
312021344	31202	312	3	169
312021345	31202	312	3	13
312021346	31202	312	3	111
312021347	31202	312	3	6
312021348	31202	312	3	158
312021349	31202	312	3	143
312021350	31202	312	3	87
312021351	31202	312	3	124
312021352	31202	312	3	208
312021353	31202	312	3	258
312021354	31202	312	3	91
312021355	31202	312	3	80
312021356	31202	312	3	113
312021357	31202	312	3	116
312021358	31202	312	3	115
312031359	31203	312	3	261
312031360	31203	312	3	3
312031361	31203	312	3	161
313011362	31301	313	3	244
313011363	31301	313	3	393
313021364	31302	313	3	63
313021366	31302	313	3	251
313021367	31302	313	3	46
313021368	31302	313	3	112
313021369	31302	313	3	42
313021572	31302	313	3	210
313021573	31302	313	3	154
313031370	31303	313	3	107
313031371	31303	313	3	112
313041372	31304	313	3	201
313041373	31304	313	3	238
313041374	31304	313	3	64
313041375	31304	313	3	214
313041376	31304	313	3	42
313051377	31305	313	3	114
313051378	31305	313	3	164
313051379	31305	313	3	162
313051380	31305	313	3	224
313051574	31305	313	3	11
313051575	31305	313	3	171
314011382	31401	314	3	205
314011383	31401	314	3	195
314011384	31401	314	3	120
314011385	31401	314	3	102
314011386	31401	314	3	251
314011387	31401	314	3	130
314021389	31402	314	3	226
314021576	31402	314	3	43
314021577	31402	314	3	225
314021578	31402	314	3	139
314021579	31402	314	3	237
314031391	31403	314	3	111
314031392	31403	314	3	84
314031393	31403	314	3	121
314031394	31403	314	3	172
315011395	31501	315	3	6
315011396	31501	315	3	368
315011397	31501	315	3	98
315011398	31501	315	3	9
315011399	31501	315	3	21
315011400	31501	315	3	118
315011401	31501	315	3	210
315011402	31501	315	3	19
315011403	31501	315	3	42
315021404	31502	315	3	113
315021405	31502	315	3	307
315021406	31502	315	3	84
315021407	31502	315	3	113
315031408	31503	315	3	157
315031409	31503	315	3	94
315031410	31503	315	3	86
315031411	31503	315	3	92
315031412	31503	315	3	88
316011413	31601	316	3	215
316011414	31601	316	3	170
316011415	31601	316	3	138
316011416	31601	316	3	98
316021417	31602	316	3	133
316021418	31602	316	3	107
316021419	31602	316	3	129
316021421	31602	316	3	201
316021422	31602	316	3	133
316021423	31602	316	3	132
316021424	31602	316	3	132
316021580	31602	316	3	165
316021581	31602	316	3	160
316031425	31603	316	3	246
316031426	31603	316	3	181
316031427	31603	316	3	366
316031428	31603	316	3	236
316051434	31605	316	3	146
316051435	31605	316	3	206
316051437	31605	316	3	143
316051438	31605	316	3	154
316051543	31605	316	3	94
316051544	31605	316	3	102
316061439	31606	316	3	131
316061440	31606	316	3	139
316061441	31606	316	3	96
316061442	31606	316	3	206
316061443	31606	316	3	107
316061444	31606	316	3	117
316071545	31607	316	3	103
316071546	31607	316	3	51
316071547	31607	316	3	163
316071548	31607	316	3	293
316081549	31608	316	3	339
317011445	31701	317	3	74
317011446	31701	317	3	172
317011447	31701	317	3	163
317011448	31701	317	3	106
317011449	31701	317	3	83
317011450	31701	317	3	145
317011451	31701	317	3	141
317011452	31701	317	3	89
317011453	31701	317	3	186
317011454	31701	317	3	107
317011455	31701	317	3	114
317011456	31701	317	3	268
317011457	31701	317	3	156
317011458	31701	317	3	165
317011459	31701	317	3	177
318011460	31801	318	3	149
318011461	31801	318	3	176
318011462	31801	318	3	188
318011463	31801	318	3	84
318011464	31801	318	3	91
318011465	31801	318	3	148
318011466	31801	318	3	10
318021467	31802	318	3	85
318021468	31802	318	3	143
318021469	31802	318	3	58
318021470	31802	318	3	97
318021471	31802	318	3	124
318021472	31802	318	3	72
318021474	31802	318	3	84
318021475	31802	318	3	152
318021476	31802	318	3	103
318021477	31802	318	3	48
318021478	31802	318	3	98
318021479	31802	318	3	87
318021480	31802	318	3	114
318021481	31802	318	3	89
318021482	31802	318	3	186
318021483	31802	318	3	100
318021484	31802	318	3	115
318021485	31802	318	3	49
318021486	31802	318	3	124
318021487	31802	318	3	107
318021488	31802	318	3	102
318021489	31802	318	3	85
318021490	31802	318	3	179
318021491	31802	318	3	84
318021582	31802	318	3	202
318021583	31802	318	3	83
319011492	31901	319	3	67
319011493	31901	319	3	296
319011494	31901	319	3	62
319011495	31901	319	3	155
319011496	31901	319	3	85
319011497	31901	319	3	105
319011498	31901	319	3	162
319011499	31901	319	3	259
319011500	31901	319	3	92
319011501	31901	319	3	90
319011502	31901	319	3	134
319021503	31902	319	3	213
319021504	31902	319	3	105
319021505	31902	319	3	165
319021506	31902	319	3	191
319021507	31902	319	3	60
319021508	31902	319	3	154
319021509	31902	319	3	196
319021510	31902	319	3	5
319031511	31903	319	3	229
319031512	31903	319	3	228
319031513	31903	319	3	87
319031514	31903	319	3	308
319031515	31903	319	3	106
319041516	31904	319	3	118
319041517	31904	319	3	70
319041518	31904	319	3	222
319041519	31904	319	3	97
319041520	31904	319	3	217
319041521	31904	319	3	193
319051522	31905	319	3	290
319051523	31905	319	3	57
319051524	31905	319	3	282
319051525	31905	319	3	350
319051526	31905	319	3	66
397979799	39797	397	3	24
399999499	39999	399	3	1
401011001	40101	401	4	410
401011002	40101	401	4	176
401021003	40102	401	4	96
401021004	40102	401	4	263
401021005	40102	401	4	58
401021006	40102	401	4	125
401021007	40102	401	4	271
401021008	40102	401	4	72
401021009	40102	401	4	61
401021010	40102	401	4	90
401031011	40103	401	4	245
401031012	40103	401	4	124
401031013	40103	401	4	233
401041014	40104	401	4	121
401041015	40104	401	4	277
401041016	40104	401	4	262
401051017	40105	401	4	211
401051018	40105	401	4	177
401051019	40105	401	4	203
401061020	40106	401	4	81
401061021	40106	401	4	177
401061022	40106	401	4	114
401071023	40107	401	4	248
401071024	40107	401	4	305
402011025	40201	402	4	126
402011026	40201	402	4	259
402011027	40201	402	4	50
402021028	40202	402	4	225
402021029	40202	402	4	239
402021030	40202	402	4	155
402021031	40202	402	4	177
402021032	40202	402	4	158
402021033	40202	402	4	27
402021034	40202	402	4	205
402021035	40202	402	4	77
402031036	40203	402	4	286
402031038	40203	402	4	259
402031175	40203	402	4	199
402031176	40203	402	4	155
402041039	40204	402	4	27
402041040	40204	402	4	244
402041041	40204	402	4	279
402041042	40204	402	4	1
402041043	40204	402	4	238
402041044	40204	402	4	165
402041046	40204	402	4	318
402041047	40204	402	4	308
402041048	40204	402	4	212
402041171	40204	402	4	165
402041172	40204	402	4	140
402051049	40205	402	4	169
402051050	40205	402	4	155
402051051	40205	402	4	188
402051052	40205	402	4	283
402051053	40205	402	4	397
402051054	40205	402	4	234
402051055	40205	402	4	209
403011056	40301	403	4	224
403011057	40301	403	4	361
403021058	40302	403	4	227
403021059	40302	403	4	178
403021060	40302	403	4	136
403021061	40302	403	4	203
403021062	40302	403	4	217
403021063	40302	403	4	110
403021064	40302	403	4	194
403031065	40303	403	4	68
403031066	40303	403	4	102
403031067	40303	403	4	169
403031068	40303	403	4	199
403031069	40303	403	4	206
403031070	40303	403	4	115
403041071	40304	403	4	182
403041072	40304	403	4	257
403041073	40304	403	4	162
403041074	40304	403	4	199
403041075	40304	403	4	29
403041076	40304	403	4	71
403041077	40304	403	4	186
403041078	40304	403	4	83
403041079	40304	403	4	123
403041080	40304	403	4	157
403041081	40304	403	4	5
403041082	40304	403	4	25
403041083	40304	403	4	83
403041084	40304	403	4	191
403041085	40304	403	4	133
403041086	40304	403	4	136
403041088	40304	403	4	46
403041089	40304	403	4	118
403041177	40304	403	4	189
403041178	40304	403	4	152
404011090	40401	404	4	118
404011091	40401	404	4	196
404011092	40401	404	4	203
404011093	40401	404	4	274
404011094	40401	404	4	82
404011095	40401	404	4	195
404011096	40401	404	4	226
404011097	40401	404	4	229
404021098	40402	404	4	5
404021099	40402	404	4	212
404021100	40402	404	4	206
404021101	40402	404	4	237
404021102	40402	404	4	254
404021103	40402	404	4	5
404031104	40403	404	4	1
404031105	40403	404	4	43
404031106	40403	404	4	186
404031107	40403	404	4	356
404031108	40403	404	4	290
404031109	40403	404	4	79
405011110	40501	405	4	105
405011111	40501	405	4	172
405011112	40501	405	4	88
405011113	40501	405	4	65
405011114	40501	405	4	90
405011115	40501	405	4	75
405021116	40502	405	4	75
405021117	40502	405	4	93
405021118	40502	405	4	131
405021119	40502	405	4	263
405031120	40503	405	4	148
405031121	40503	405	4	206
405031122	40503	405	4	255
405031123	40503	405	4	97
405041124	40504	405	4	94
405041125	40504	405	4	144
405041126	40504	405	4	132
405041127	40504	405	4	308
405041128	40504	405	4	227
406011129	40601	406	4	74
406011130	40601	406	4	283
406011131	40601	406	4	139
406011132	40601	406	4	115
406011133	40601	406	4	340
406011134	40601	406	4	179
406011135	40601	406	4	8
406011136	40601	406	4	440
406011137	40601	406	4	11
406021138	40602	406	4	21
406021139	40602	406	4	49
406021140	40602	406	4	97
406021141	40602	406	4	149
406021142	40602	406	4	278
406021143	40602	406	4	58
407011144	40701	407	4	310
407011145	40701	407	4	204
407011146	40701	407	4	101
407011147	40701	407	4	127
407011148	40701	407	4	335
407011149	40701	407	4	181
407021150	40702	407	4	109
407021151	40702	407	4	212
407021152	40702	407	4	104
407021154	40702	407	4	111
407021155	40702	407	4	58
407021156	40702	407	4	78
407021157	40702	407	4	145
407021158	40702	407	4	120
407021173	40702	407	4	208
407021174	40702	407	4	205
407031159	40703	407	4	121
407031160	40703	407	4	69
407031161	40703	407	4	91
407031162	40703	407	4	78
407031163	40703	407	4	54
407031164	40703	407	4	167
407031165	40703	407	4	248
407031166	40703	407	4	65
407031167	40703	407	4	102
407031168	40703	407	4	79
407031169	40703	407	4	206
407031170	40703	407	4	157
497979799	49797	497	4	14
499999499	49999	499	4	1
501011001	50101	501	5	289
501011003	50101	501	5	240
501011004	50101	501	5	205
501011293	50101	501	5	197
501011294	50101	501	5	284
501021005	50102	501	5	324
501021007	50102	501	5	127
501021008	50102	501	5	102
501021009	50102	501	5	267
501021010	50102	501	5	56
501021011	50102	501	5	30
501021012	50102	501	5	168
501021014	50102	501	5	215
501021015	50102	501	5	175
501021016	50102	501	5	108
501021251	50102	501	5	107
501021252	50102	501	5	45
501021253	50102	501	5	274
501021254	50102	501	5	83
501031017	50103	501	5	274
501031018	50103	501	5	216
501031019	50103	501	5	128
501031020	50103	501	5	345
502011021	50201	502	5	166
502011022	50201	502	5	204
502011023	50201	502	5	146
502011024	50201	502	5	290
502011025	50201	502	5	228
502011026	50201	502	5	135
502011027	50201	502	5	266
502011028	50201	502	5	168
502011029	50201	502	5	172
503011030	50301	503	5	131
503011031	50301	503	5	127
503011032	50301	503	5	107
503011033	50301	503	5	91
503011034	50301	503	5	152
503011035	50301	503	5	241
503011036	50301	503	5	123
503021037	50302	503	5	2
503021038	50302	503	5	157
503021039	50302	503	5	225
503021040	50302	503	5	131
503021042	50302	503	5	268
503021043	50302	503	5	227
503021295	50302	503	5	155
503021296	50302	503	5	182
503021297	50302	503	5	237
504011044	50401	504	5	220
504011045	50401	504	5	301
504011046	50401	504	5	195
504011047	50401	504	5	270
504011048	50401	504	5	95
504021049	50402	504	5	80
504021050	50402	504	5	129
504021051	50402	504	5	71
504021052	50402	504	5	8
504021053	50402	504	5	219
504021054	50402	504	5	216
504031055	50403	504	5	2
504031056	50403	504	5	208
504031057	50403	504	5	229
504031058	50403	504	5	72
504031060	50403	504	5	41
504031061	50403	504	5	83
504031062	50403	504	5	152
504031063	50403	504	5	79
504031064	50403	504	5	7
504031065	50403	504	5	79
504031066	50403	504	5	226
504031067	50403	504	5	77
504031068	50403	504	5	160
504031069	50403	504	5	4
504031298	50403	504	5	154
504031299	50403	504	5	111
504031300	50403	504	5	204
505011070	50501	505	5	144
505011071	50501	505	5	139
505011072	50501	505	5	180
505011073	50501	505	5	172
505011074	50501	505	5	125
505011075	50501	505	5	116
505011076	50501	505	5	98
505011077	50501	505	5	206
505011078	50501	505	5	166
505011079	50501	505	5	122
505011080	50501	505	5	89
505011081	50501	505	5	111
505011082	50501	505	5	100
505011083	50501	505	5	108
505021084	50502	505	5	219
505021085	50502	505	5	199
505021087	50502	505	5	6
505021088	50502	505	5	229
505021089	50502	505	5	234
505021090	50502	505	5	225
505021091	50502	505	5	38
505021092	50502	505	5	238
505021093	50502	505	5	180
505021094	50502	505	5	106
505021095	50502	505	5	171
505021096	50502	505	5	152
505021097	50502	505	5	201
505021301	50502	505	5	147
505021302	50502	505	5	174
505031098	50503	505	5	122
505031099	50503	505	5	266
505031100	50503	505	5	186
505031101	50503	505	5	190
505031102	50503	505	5	110
505031104	50503	505	5	109
505031105	50503	505	5	232
505031106	50503	505	5	2
505031107	50503	505	5	177
505031255	50503	505	5	169
505031256	50503	505	5	37
505031257	50503	505	5	67
505031258	50503	505	5	138
505031303	50503	505	5	170
505031304	50503	505	5	132
505031305	50503	505	5	186
505031306	50503	505	5	193
506011110	50601	506	5	287
506011111	50601	506	5	5
506011112	50601	506	5	78
506011114	50601	506	5	152
506011115	50601	506	5	100
506011116	50601	506	5	97
506011117	50601	506	5	103
506011307	50601	506	5	116
506011308	50601	506	5	171
506021118	50602	506	5	237
506021119	50602	506	5	225
506021120	50602	506	5	23
506021121	50602	506	5	8
506021123	50602	506	5	257
506021309	50602	506	5	101
506021310	50602	506	5	96
506021311	50602	506	5	130
506031124	50603	506	5	267
506031125	50603	506	5	100
506031126	50603	506	5	36
506031127	50603	506	5	229
506031128	50603	506	5	170
506031129	50603	506	5	150
506031130	50603	506	5	72
506031131	50603	506	5	216
506041132	50604	506	5	239
506041133	50604	506	5	198
506041134	50604	506	5	232
506041135	50604	506	5	209
506041136	50604	506	5	198
506041137	50604	506	5	272
506051138	50605	506	5	226
506051139	50605	506	5	123
506051140	50605	506	5	211
506051141	50605	506	5	183
506061142	50606	506	5	216
506061143	50606	506	5	90
506061144	50606	506	5	68
506071145	50607	506	5	222
506071146	50607	506	5	145
506071147	50607	506	5	263
507011148	50701	507	5	242
507011150	50701	507	5	33
507011151	50701	507	5	6
507011152	50701	507	5	120
507011153	50701	507	5	107
507011154	50701	507	5	149
507011155	50701	507	5	12
507011158	50701	507	5	53
507011159	50701	507	5	165
507011160	50701	507	5	147
507011161	50701	507	5	164
507011163	50701	507	5	96
507011259	50701	507	5	126
507011260	50701	507	5	57
507021164	50702	507	5	113
507021165	50702	507	5	286
507021166	50702	507	5	186
507021167	50702	507	5	20
507031169	50703	507	5	203
507031170	50703	507	5	108
507031172	50703	507	5	10
507031173	50703	507	5	27
507031174	50703	507	5	151
507031261	50703	507	5	93
507041175	50704	507	5	155
507041176	50704	507	5	42
507041177	50704	507	5	184
507041178	50704	507	5	186
507041179	50704	507	5	80
507041180	50704	507	5	119
507041181	50704	507	5	199
507041182	50704	507	5	140
507041183	50704	507	5	62
507041184	50704	507	5	63
507051186	50705	507	5	121
507051187	50705	507	5	154
507051188	50705	507	5	321
507051189	50705	507	5	7
507051190	50705	507	5	201
507051191	50705	507	5	261
507051192	50705	507	5	147
507051193	50705	507	5	132
507051312	50705	507	5	147
507051313	50705	507	5	263
507051314	50705	507	5	29
509011225	50901	509	5	300
509011226	50901	509	5	120
509011227	50901	509	5	65
509011228	50901	509	5	167
509011229	50901	509	5	143
509011230	50901	509	5	187
509011231	50901	509	5	264
509011232	50901	509	5	84
509011233	50901	509	5	133
509011234	50901	509	5	111
509011235	50901	509	5	10
509021236	50902	509	5	83
509021237	50902	509	5	167
509021238	50902	509	5	238
509021239	50902	509	5	412
509021240	50902	509	5	228
509021241	50902	509	5	222
509021242	50902	509	5	383
509021243	50902	509	5	230
509021244	50902	509	5	102
509021245	50902	509	5	183
509031246	50903	509	5	206
509031247	50903	509	5	339
509031248	50903	509	5	107
509031249	50903	509	5	119
509031250	50903	509	5	270
510011262	51001	510	5	270
510011263	51001	510	5	636
510011264	51001	510	5	53
510011265	51001	510	5	1189
510011266	51001	510	5	118
510021267	51002	510	5	105
510021268	51002	510	5	98
510021269	51002	510	5	108
510021270	51002	510	5	124
510031271	51003	510	5	310
510031272	51003	510	5	266
510031273	51003	510	5	276
511011274	51101	511	5	257
511011275	51101	511	5	559
511021276	51102	511	5	130
511021277	51102	511	5	261
511031278	51103	511	5	129
511031279	51103	511	5	252
511031280	51103	511	5	125
511031281	51103	511	5	4
511031282	51103	511	5	201
