year	layer	code	name	state
2011	SA1	2109753	2109753	2
2011	SA1	2109754	2109754	2
2011	SA1	2109755	2109755	2
2011	SA1	2109756	2109756	2
2011	SA1	2109757	2109757	2
2011	SA1	2109758	2109758	2
2011	SA1	2109759	2109759	2
2011	SA1	2109760	2109760	2
2011	SA1	2109761	2109761	2
2011	SA1	2109762	2109762	2
2011	SA1	2109763	2109763	2
2011	SA1	2109764	2109764	2
2011	SA1	2109801	2109801	2
2011	SA1	2109802	2109802	2
2011	SA1	2109803	2109803	2
2011	SA1	2109804	2109804	2
2011	SA1	2109805	2109805	2
2011	SA1	2109806	2109806	2
2011	SA1	2109807	2109807	2
2011	SA1	2109808	2109808	2
2011	SA1	2109809	2109809	2
2011	SA1	2109810	2109810	2
2011	SA1	2109811	2109811	2
2011	SA1	2109812	2109812	2
2011	SA1	2109813	2109813	2
2011	SA1	2109814	2109814	2
2011	SA1	2109901	2109901	2
2011	SA1	2110001	2110001	2
2011	SA1	2110002	2110002	2
2011	SA1	2110003	2110003	2
2011	SA1	2110004	2110004	2
2011	SA1	2110005	2110005	2
2011	SA1	2110006	2110006	2
2011	SA1	2110007	2110007	2
2011	SA1	2110008	2110008	2
2011	SA1	2110009	2110009	2
2011	SA1	2110010	2110010	2
2011	SA1	2110011	2110011	2
2011	SA1	2110012	2110012	2
2011	SA1	2110013	2110013	2
2011	SA1	2110101	2110101	2
2011	SA1	2110102	2110102	2
2011	SA1	2110103	2110103	2
2011	SA1	2110104	2110104	2
2011	SA1	2110105	2110105	2
2011	SA1	2110106	2110106	2
2011	SA1	2110107	2110107	2
2011	SA1	2110108	2110108	2
2011	SA1	2110109	2110109	2
2011	SA1	2110110	2110110	2
2011	SA1	2110111	2110111	2
2011	SA1	2110112	2110112	2
2011	SA1	2110113	2110113	2
2011	SA1	2110114	2110114	2
2011	SA1	2110115	2110115	2
2011	SA1	2110116	2110116	2
2011	SA1	2110117	2110117	2
2011	SA1	2110118	2110118	2
2011	SA1	2110119	2110119	2
2011	SA1	2110120	2110120	2
2011	SA1	2110121	2110121	2
2011	SA1	2110122	2110122	2
2011	SA1	2110123	2110123	2
2011	SA1	2110124	2110124	2
2011	SA1	2110125	2110125	2
2011	SA1	2110126	2110126	2
2011	SA1	2110127	2110127	2
2011	SA1	2110128	2110128	2
2011	SA1	2110129	2110129	2
2011	SA1	2110130	2110130	2
2011	SA1	2110131	2110131	2
2011	SA1	2110132	2110132	2
2011	SA1	2110133	2110133	2
2011	SA1	2110134	2110134	2
2011	SA1	2110135	2110135	2
2011	SA1	2110201	2110201	2
2011	SA1	2110202	2110202	2
2011	SA1	2110203	2110203	2
2011	SA1	2110204	2110204	2
2011	SA1	2110205	2110205	2
2011	SA1	2110206	2110206	2
2011	SA1	2110207	2110207	2
2011	SA1	2110208	2110208	2
2011	SA1	2110209	2110209	2
2011	SA1	2110210	2110210	2
2011	SA1	2110211	2110211	2
2011	SA1	2110212	2110212	2
2011	SA1	2110301	2110301	2
2011	SA1	2110302	2110302	2
2011	SA1	2110303	2110303	2
2011	SA1	2110304	2110304	2
2011	SA1	2110305	2110305	2
2011	SA1	2110306	2110306	2
2011	SA1	2110307	2110307	2
2011	SA1	2110308	2110308	2
2011	SA1	2110309	2110309	2
2011	SA1	2110310	2110310	2
2011	SA1	2110311	2110311	2
2011	SA1	2110312	2110312	2
2011	SA1	2110313	2110313	2
2011	SA1	2110314	2110314	2
2011	SA1	2110315	2110315	2
2011	SA1	2110316	2110316	2
2011	SA1	2110317	2110317	2
2011	SA1	2110318	2110318	2
2011	SA1	2110319	2110319	2
2011	SA1	2110320	2110320	2
2011	SA1	2110321	2110321	2
2011	SA1	2110322	2110322	2
2011	SA1	2110323	2110323	2
2011	SA1	2110324	2110324	2
2011	SA1	2110325	2110325	2
2011	SA1	2110326	2110326	2
2011	SA1	2110327	2110327	2
2011	SA1	2110328	2110328	2
2011	SA1	2110329	2110329	2
2011	SA1	2110330	2110330	2
2011	SA1	2110331	2110331	2
2011	SA1	2110332	2110332	2
2011	SA1	2110333	2110333	2
2011	SA1	2110334	2110334	2
2011	SA1	2110401	2110401	2
2011	SA1	2110402	2110402	2
2011	SA1	2110403	2110403	2
2011	SA1	2110404	2110404	2
2011	SA1	2110405	2110405	2
2011	SA1	2110406	2110406	2
2011	SA1	2110407	2110407	2
2011	SA1	2110408	2110408	2
2011	SA1	2110409	2110409	2
2011	SA1	2110410	2110410	2
2011	SA1	2110411	2110411	2
2011	SA1	2110412	2110412	2
2011	SA1	2110413	2110413	2
2011	SA1	2110414	2110414	2
2011	SA1	2110415	2110415	2
2011	SA1	2110416	2110416	2
2011	SA1	2110501	2110501	2
2011	SA1	2110502	2110502	2
2011	SA1	2110503	2110503	2
2011	SA1	2110504	2110504	2
2011	SA1	2110505	2110505	2
2011	SA1	2110506	2110506	2
2011	SA1	2110507	2110507	2
2011	SA1	2110508	2110508	2
2011	SA1	2110509	2110509	2
2011	SA1	2110510	2110510	2
2011	SA1	2110511	2110511	2
2011	SA1	2110512	2110512	2
2011	SA1	2110513	2110513	2
2011	SA1	2110514	2110514	2
2011	SA1	2110515	2110515	2
2011	SA1	2110516	2110516	2
2011	SA1	2110517	2110517	2
2011	SA1	2110518	2110518	2
2011	SA1	2110519	2110519	2
2011	SA1	2110520	2110520	2
2011	SA1	2110521	2110521	2
2011	SA1	2110522	2110522	2
2011	SA1	2110523	2110523	2
2011	SA1	2110524	2110524	2
2011	SA1	2110525	2110525	2
2011	SA1	2110526	2110526	2
2011	SA1	2110527	2110527	2
2011	SA1	2110528	2110528	2
2011	SA1	2110529	2110529	2
2011	SA1	2110530	2110530	2
2011	SA1	2110531	2110531	2
2011	SA1	2110532	2110532	2
2011	SA1	2110533	2110533	2
2011	SA1	2110534	2110534	2
2011	SA1	2110535	2110535	2
2011	SA1	2110536	2110536	2
2011	SA1	2110537	2110537	2
2011	SA1	2110538	2110538	2
2011	SA1	2110539	2110539	2
2011	SA1	2110540	2110540	2
2011	SA1	2110541	2110541	2
2011	SA1	2110542	2110542	2
2011	SA1	2110543	2110543	2
2011	SA1	2110544	2110544	2
2011	SA1	2110545	2110545	2
2011	SA1	2110546	2110546	2
2011	SA1	2110547	2110547	2
2011	SA1	2110548	2110548	2
2011	SA1	2110549	2110549	2
2011	SA1	2110550	2110550	2
2011	SA1	2110601	2110601	2
2011	SA1	2110602	2110602	2
2011	SA1	2110603	2110603	2
2011	SA1	2110604	2110604	2
2011	SA1	2110605	2110605	2
2011	SA1	2110606	2110606	2
2011	SA1	2110607	2110607	2
2011	SA1	2110608	2110608	2
2011	SA1	2110609	2110609	2
2011	SA1	2110610	2110610	2
2011	SA1	2110611	2110611	2
2011	SA1	2110612	2110612	2
2011	SA1	2110613	2110613	2
2011	SA1	2110614	2110614	2
2011	SA1	2110615	2110615	2
2011	SA1	2110616	2110616	2
2011	SA1	2110617	2110617	2
2011	SA1	2110618	2110618	2
2011	SA1	2110619	2110619	2
2011	SA1	2110701	2110701	2
2011	SA1	2110702	2110702	2
2011	SA1	2110703	2110703	2
2011	SA1	2110704	2110704	2
2011	SA1	2110705	2110705	2
2011	SA1	2110706	2110706	2
2011	SA1	2110707	2110707	2
2011	SA1	2110708	2110708	2
2011	SA1	2110709	2110709	2
2011	SA1	2110710	2110710	2
2011	SA1	2110711	2110711	2
2011	SA1	2110712	2110712	2
2011	SA1	2110713	2110713	2
2011	SA1	2110714	2110714	2
2011	SA1	2110715	2110715	2
2011	SA1	2110716	2110716	2
2011	SA1	2110717	2110717	2
2011	SA1	2110718	2110718	2
2011	SA1	2110719	2110719	2
2011	SA1	2110720	2110720	2
2011	SA1	2110721	2110721	2
2011	SA1	2110722	2110722	2
2011	SA1	2110723	2110723	2
2011	SA1	2110724	2110724	2
2011	SA1	2110725	2110725	2
2011	SA1	2110726	2110726	2
2011	SA1	2110727	2110727	2
2011	SA1	2110728	2110728	2
2011	SA1	2110729	2110729	2
2011	SA1	2110730	2110730	2
2011	SA1	2110731	2110731	2
2011	SA1	2110801	2110801	2
2011	SA1	2110802	2110802	2
2011	SA1	2110803	2110803	2
2011	SA1	2110804	2110804	2
2011	SA1	2110805	2110805	2
2011	SA1	2110806	2110806	2
2011	SA1	2110807	2110807	2
2011	SA1	2110808	2110808	2
2011	SA1	2110809	2110809	2
2011	SA1	2110810	2110810	2
2011	SA1	2110811	2110811	2
2011	SA1	2110812	2110812	2
2011	SA1	2110813	2110813	2
2011	SA1	2110814	2110814	2
2011	SA1	2110815	2110815	2
2011	SA1	2110816	2110816	2
2011	SA1	2110817	2110817	2
2011	SA1	2110818	2110818	2
2011	SA1	2110819	2110819	2
2011	SA1	2110820	2110820	2
2011	SA1	2110821	2110821	2
2011	SA1	2110822	2110822	2
2011	SA1	2110823	2110823	2
2011	SA1	2110824	2110824	2
2011	SA1	2110825	2110825	2
2011	SA1	2110826	2110826	2
2011	SA1	2110827	2110827	2
2011	SA1	2110828	2110828	2
2011	SA1	2110829	2110829	2
2011	SA1	2110830	2110830	2
2011	SA1	2110831	2110831	2
2011	SA1	2110832	2110832	2
2011	SA1	2110833	2110833	2
2011	SA1	2110834	2110834	2
2011	SA1	2110835	2110835	2
2011	SA1	2110836	2110836	2
2011	SA1	2110837	2110837	2
2011	SA1	2110838	2110838	2
2011	SA1	2110839	2110839	2
2011	SA1	2110840	2110840	2
2011	SA1	2110841	2110841	2
2011	SA1	2110842	2110842	2
2011	SA1	2110843	2110843	2
2011	SA1	2110844	2110844	2
2011	SA1	2110845	2110845	2
2011	SA1	2110846	2110846	2
2011	SA1	2110847	2110847	2
2011	SA1	2110848	2110848	2
2011	SA1	2110849	2110849	2
2011	SA1	2110850	2110850	2
2011	SA1	2110851	2110851	2
2011	SA1	2110852	2110852	2
2011	SA1	2110853	2110853	2
2011	SA1	2110854	2110854	2
2011	SA1	2110855	2110855	2
2011	SA1	2110856	2110856	2
2011	SA1	2110857	2110857	2
2011	SA1	2110858	2110858	2
2011	SA1	2110859	2110859	2
2011	SA1	2110860	2110860	2
2011	SA1	2110901	2110901	2
2011	SA1	2110902	2110902	2
2011	SA1	2110903	2110903	2
2011	SA1	2110904	2110904	2
2011	SA1	2110905	2110905	2
2011	SA1	2110906	2110906	2
2011	SA1	2110907	2110907	2
2011	SA1	2110908	2110908	2
2011	SA1	2110909	2110909	2
2011	SA1	2110910	2110910	2
2011	SA1	2110911	2110911	2
2011	SA1	2110912	2110912	2
2011	SA1	2110913	2110913	2
2011	SA1	2110914	2110914	2
2011	SA1	2110915	2110915	2
2011	SA1	2110916	2110916	2
2011	SA1	2110917	2110917	2
2011	SA1	2110918	2110918	2
2011	SA1	2110919	2110919	2
2011	SA1	2110920	2110920	2
2011	SA1	2110921	2110921	2
2011	SA1	2110922	2110922	2
2011	SA1	2110923	2110923	2
2011	SA1	2110924	2110924	2
2011	SA1	2111001	2111001	2
2011	SA1	2111002	2111002	2
2011	SA1	2111003	2111003	2
2011	SA1	2111004	2111004	2
2011	SA1	2111005	2111005	2
2011	SA1	2111006	2111006	2
2011	SA1	2111007	2111007	2
2011	SA1	2111008	2111008	2
2011	SA1	2111009	2111009	2
2011	SA1	2111010	2111010	2
2011	SA1	2111011	2111011	2
2011	SA1	2111012	2111012	2
2011	SA1	2111013	2111013	2
2011	SA1	2111014	2111014	2
2011	SA1	2111015	2111015	2
2011	SA1	2111016	2111016	2
2011	SA1	2111017	2111017	2
2011	SA1	2111018	2111018	2
2011	SA1	2111019	2111019	2
2011	SA1	2111020	2111020	2
2011	SA1	2111021	2111021	2
2011	SA1	2111022	2111022	2
2011	SA1	2111101	2111101	2
2011	SA1	2111102	2111102	2
2011	SA1	2111103	2111103	2
2011	SA1	2111104	2111104	2
2011	SA1	2111105	2111105	2
2011	SA1	2111106	2111106	2
2011	SA1	2111107	2111107	2
2011	SA1	2111108	2111108	2
2011	SA1	2111109	2111109	2
2011	SA1	2111110	2111110	2
2011	SA1	2111111	2111111	2
2011	SA1	2111112	2111112	2
2011	SA1	2111113	2111113	2
2011	SA1	2111114	2111114	2
2011	SA1	2111115	2111115	2
2011	SA1	2111116	2111116	2
2011	SA1	2111117	2111117	2
2011	SA1	2111118	2111118	2
2011	SA1	2111119	2111119	2
2011	SA1	2111120	2111120	2
2011	SA1	2111121	2111121	2
2011	SA1	2111122	2111122	2
2011	SA1	2111123	2111123	2
2011	SA1	2111124	2111124	2
2011	SA1	2111125	2111125	2
2011	SA1	2111126	2111126	2
2011	SA1	2111127	2111127	2
2011	SA1	2111128	2111128	2
2011	SA1	2111129	2111129	2
2011	SA1	2111130	2111130	2
2011	SA1	2111131	2111131	2
2011	SA1	2111132	2111132	2
2011	SA1	2111133	2111133	2
2011	SA1	2111134	2111134	2
2011	SA1	2111135	2111135	2
2011	SA1	2111136	2111136	2
2011	SA1	2111137	2111137	2
2011	SA1	2111138	2111138	2
2011	SA1	2111139	2111139	2
2011	SA1	2111140	2111140	2
2011	SA1	2111141	2111141	2
2011	SA1	2111142	2111142	2
2011	SA1	2111143	2111143	2
2011	SA1	2111144	2111144	2
2011	SA1	2111145	2111145	2
2011	SA1	2111146	2111146	2
2011	SA1	2111147	2111147	2
2011	SA1	2111148	2111148	2
2011	SA1	2111149	2111149	2
2011	SA1	2111150	2111150	2
2011	SA1	2111151	2111151	2
2011	SA1	2111152	2111152	2
2011	SA1	2111153	2111153	2
2011	SA1	2111201	2111201	2
2011	SA1	2111202	2111202	2
2011	SA1	2111203	2111203	2
2011	SA1	2111204	2111204	2
2011	SA1	2111205	2111205	2
2011	SA1	2111206	2111206	2
2011	SA1	2111207	2111207	2
2011	SA1	2111208	2111208	2
2011	SA1	2111209	2111209	2
2011	SA1	2111210	2111210	2
2011	SA1	2111211	2111211	2
2011	SA1	2111212	2111212	2
2011	SA1	2111213	2111213	2
2011	SA1	2111214	2111214	2
2011	SA1	2111215	2111215	2
2011	SA1	2111216	2111216	2
2011	SA1	2111217	2111217	2
2011	SA1	2111218	2111218	2
2011	SA1	2111219	2111219	2
2011	SA1	2111220	2111220	2
2011	SA1	2111221	2111221	2
2011	SA1	2111222	2111222	2
2011	SA1	2111223	2111223	2
2011	SA1	2111224	2111224	2
2011	SA1	2111225	2111225	2
2011	SA1	2111226	2111226	2
2011	SA1	2111227	2111227	2
2011	SA1	2111228	2111228	2
2011	SA1	2111229	2111229	2
2011	SA1	2111230	2111230	2
2011	SA1	2111231	2111231	2
2011	SA1	2111232	2111232	2
2011	SA1	2111233	2111233	2
2011	SA1	2111234	2111234	2
2011	SA1	2111235	2111235	2
2011	SA1	2111236	2111236	2
2011	SA1	2111237	2111237	2
2011	SA1	2111238	2111238	2
2011	SA1	2111239	2111239	2
2011	SA1	2111240	2111240	2
2011	SA1	2111241	2111241	2
2011	SA1	2111242	2111242	2
2011	SA1	2111301	2111301	2
2011	SA1	2111302	2111302	2
2011	SA1	2111303	2111303	2
2011	SA1	2111304	2111304	2
2011	SA1	2111305	2111305	2
2011	SA1	2111306	2111306	2
2011	SA1	2111307	2111307	2
2011	SA1	2111308	2111308	2
2011	SA1	2111309	2111309	2
2011	SA1	2111310	2111310	2
2011	SA1	2111311	2111311	2
2011	SA1	2111312	2111312	2
2011	SA1	2111313	2111313	2
2011	SA1	2111314	2111314	2
2011	SA1	2111315	2111315	2
2011	SA1	2111316	2111316	2
2011	SA1	2111317	2111317	2
2011	SA1	2111318	2111318	2
2011	SA1	2111319	2111319	2
2011	SA1	2111320	2111320	2
2011	SA1	2111321	2111321	2
2011	SA1	2111322	2111322	2
2011	SA1	2111323	2111323	2
2011	SA1	2111324	2111324	2
2011	SA1	2111325	2111325	2
2011	SA1	2111326	2111326	2
2011	SA1	2111327	2111327	2
2011	SA1	2111328	2111328	2
2011	SA1	2111329	2111329	2
2011	SA1	2111330	2111330	2
2011	SA1	2111331	2111331	2
2011	SA1	2111332	2111332	2
2011	SA1	2111401	2111401	2
2011	SA1	2111402	2111402	2
2011	SA1	2111403	2111403	2
2011	SA1	2111404	2111404	2
2011	SA1	2111405	2111405	2
2011	SA1	2111406	2111406	2
2011	SA1	2111407	2111407	2
2011	SA1	2111408	2111408	2
2011	SA1	2111409	2111409	2
2011	SA1	2111410	2111410	2
2011	SA1	2111411	2111411	2
2011	SA1	2111412	2111412	2
2011	SA1	2111413	2111413	2
2011	SA1	2111414	2111414	2
2011	SA1	2111415	2111415	2
2011	SA1	2111416	2111416	2
2011	SA1	2111417	2111417	2
2011	SA1	2111418	2111418	2
2011	SA1	2111419	2111419	2
2011	SA1	2111420	2111420	2
2011	SA1	2111421	2111421	2
2011	SA1	2111422	2111422	2
2011	SA1	2111423	2111423	2
2011	SA1	2111424	2111424	2
2011	SA1	2111425	2111425	2
2011	SA1	2111426	2111426	2
2011	SA1	2111427	2111427	2
2011	SA1	2111428	2111428	2
2011	SA1	2111429	2111429	2
2011	SA1	2111430	2111430	2
2011	SA1	2111431	2111431	2
2011	SA1	2111432	2111432	2
2011	SA1	2111433	2111433	2
2011	SA1	2111434	2111434	2
2011	SA1	2111435	2111435	2
2011	SA1	2111436	2111436	2
2011	SA1	2111437	2111437	2
2011	SA1	2111438	2111438	2
2011	SA1	2111439	2111439	2
2011	SA1	2111440	2111440	2
2011	SA1	2111441	2111441	2
2011	SA1	2111442	2111442	2
2011	SA1	2111443	2111443	2
2011	SA1	2111444	2111444	2
2011	SA1	2111445	2111445	2
2011	SA1	2111446	2111446	2
2011	SA1	2111447	2111447	2
2011	SA1	2111448	2111448	2
2011	SA1	2111449	2111449	2
2011	SA1	2111450	2111450	2
2011	SA1	2111451	2111451	2
2011	SA1	2111452	2111452	2
2011	SA1	2111453	2111453	2
2011	SA1	2111454	2111454	2
2011	SA1	2111455	2111455	2
2011	SA1	2111456	2111456	2
2011	SA1	2111457	2111457	2
2011	SA1	2111458	2111458	2
2011	SA1	2111459	2111459	2
2011	SA1	2111460	2111460	2
2011	SA1	2111461	2111461	2
2011	SA1	2111501	2111501	2
2011	SA1	2111502	2111502	2
2011	SA1	2111503	2111503	2
2011	SA1	2111504	2111504	2
2011	SA1	2111505	2111505	2
2011	SA1	2111506	2111506	2
2011	SA1	2111507	2111507	2
2011	SA1	2111508	2111508	2
2011	SA1	2111509	2111509	2
2011	SA1	2111510	2111510	2
2011	SA1	2111511	2111511	2
2011	SA1	2111512	2111512	2
2011	SA1	2111513	2111513	2
2011	SA1	2111514	2111514	2
2011	SA1	2111515	2111515	2
2011	SA1	2111516	2111516	2
2011	SA1	2111517	2111517	2
2011	SA1	2111518	2111518	2
2011	SA1	2111519	2111519	2
2011	SA1	2111520	2111520	2
2011	SA1	2111521	2111521	2
2011	SA1	2111601	2111601	2
2011	SA1	2111602	2111602	2
2011	SA1	2111603	2111603	2
2011	SA1	2111604	2111604	2
2011	SA1	2111605	2111605	2
2011	SA1	2111606	2111606	2
2011	SA1	2111607	2111607	2
2011	SA1	2111608	2111608	2
2011	SA1	2111609	2111609	2
2011	SA1	2111610	2111610	2
2011	SA1	2111611	2111611	2
2011	SA1	2111612	2111612	2
2011	SA1	2111613	2111613	2
2011	SA1	2111614	2111614	2
2011	SA1	2111615	2111615	2
2011	SA1	2111616	2111616	2
2011	SA1	2111617	2111617	2
2011	SA1	2111618	2111618	2
2011	SA1	2111619	2111619	2
2011	SA1	2111620	2111620	2
2011	SA1	2111621	2111621	2
2011	SA1	2111622	2111622	2
2011	SA1	2111623	2111623	2
2011	SA1	2111624	2111624	2
2011	SA1	2111625	2111625	2
2011	SA1	2111626	2111626	2
2011	SA1	2111627	2111627	2
2011	SA1	2111628	2111628	2
2011	SA1	2111629	2111629	2
2011	SA1	2111630	2111630	2
2011	SA1	2111631	2111631	2
2011	SA1	2111632	2111632	2
2011	SA1	2111701	2111701	2
2011	SA1	2111702	2111702	2
2011	SA1	2111703	2111703	2
2011	SA1	2111704	2111704	2
2011	SA1	2111705	2111705	2
2011	SA1	2111706	2111706	2
2011	SA1	2111707	2111707	2
2011	SA1	2111708	2111708	2
2011	SA1	2111709	2111709	2
2011	SA1	2111710	2111710	2
2011	SA1	2111711	2111711	2
2011	SA1	2111712	2111712	2
2011	SA1	2111713	2111713	2
2011	SA1	2111714	2111714	2
2011	SA1	2111715	2111715	2
2011	SA1	2111716	2111716	2
2011	SA1	2111717	2111717	2
2011	SA1	2111718	2111718	2
2011	SA1	2111719	2111719	2
2011	SA1	2111720	2111720	2
2011	SA1	2111721	2111721	2
2011	SA1	2111722	2111722	2
2011	SA1	2111723	2111723	2
2011	SA1	2111724	2111724	2
2011	SA1	2111725	2111725	2
2011	SA1	2111726	2111726	2
2011	SA1	2111727	2111727	2
2011	SA1	2111728	2111728	2
2011	SA1	2111729	2111729	2
2011	SA1	2111730	2111730	2
2011	SA1	2111731	2111731	2
2011	SA1	2111732	2111732	2
2011	SA1	2111801	2111801	2
2011	SA1	2111802	2111802	2
2011	SA1	2111803	2111803	2
2011	SA1	2111804	2111804	2
2011	SA1	2111805	2111805	2
2011	SA1	2111806	2111806	2
2011	SA1	2111807	2111807	2
2011	SA1	2111808	2111808	2
2011	SA1	2111809	2111809	2
2011	SA1	2111810	2111810	2
2011	SA1	2111811	2111811	2
2011	SA1	2111812	2111812	2
2011	SA1	2111813	2111813	2
2011	SA1	2111814	2111814	2
2011	SA1	2111901	2111901	2
2011	SA1	2111902	2111902	2
2011	SA1	2111903	2111903	2
2011	SA1	2111904	2111904	2
2011	SA1	2111905	2111905	2
2011	SA1	2111906	2111906	2
2011	SA1	2111907	2111907	2
2011	SA1	2111908	2111908	2
2011	SA1	2111909	2111909	2
2011	SA1	2111910	2111910	2
2011	SA1	2111911	2111911	2
2011	SA1	2111912	2111912	2
2011	SA1	2111913	2111913	2
2011	SA1	2111914	2111914	2
2011	SA1	2111915	2111915	2
2011	SA1	2112001	2112001	2
2011	SA1	2112101	2112101	2
2011	SA1	2112102	2112102	2
2011	SA1	2112103	2112103	2
2011	SA1	2112104	2112104	2
2011	SA1	2112105	2112105	2
2011	SA1	2112106	2112106	2
2011	SA1	2112107	2112107	2
2011	SA1	2112108	2112108	2
2011	SA1	2112109	2112109	2
2011	SA1	2112110	2112110	2
2011	SA1	2112111	2112111	2
2011	SA1	2112112	2112112	2
2011	SA1	2112113	2112113	2
2011	SA1	2112114	2112114	2
2011	SA1	2112115	2112115	2
2011	SA1	2112116	2112116	2
2011	SA1	2112117	2112117	2
2011	SA1	2112118	2112118	2
2011	SA1	2112119	2112119	2
2011	SA1	2112120	2112120	2
2011	SA1	2112121	2112121	2
2011	SA1	2112122	2112122	2
2011	SA1	2112123	2112123	2
2011	SA1	2112201	2112201	2
2011	SA1	2112202	2112202	2
2011	SA1	2112203	2112203	2
2011	SA1	2112204	2112204	2
2011	SA1	2112205	2112205	2
2011	SA1	2112206	2112206	2
2011	SA1	2112207	2112207	2
2011	SA1	2112208	2112208	2
2011	SA1	2112209	2112209	2
2011	SA1	2112210	2112210	2
2011	SA1	2112211	2112211	2
2011	SA1	2112212	2112212	2
2011	SA1	2112213	2112213	2
2011	SA1	2112214	2112214	2
2011	SA1	2112215	2112215	2
2011	SA1	2112216	2112216	2
2011	SA1	2112217	2112217	2
2011	SA1	2112218	2112218	2
2011	SA1	2112219	2112219	2
2011	SA1	2112220	2112220	2
2011	SA1	2112221	2112221	2
2011	SA1	2112222	2112222	2
2011	SA1	2112223	2112223	2
2011	SA1	2112224	2112224	2
2011	SA1	2112225	2112225	2
2011	SA1	2112226	2112226	2
2011	SA1	2112227	2112227	2
2011	SA1	2112228	2112228	2
2011	SA1	2112229	2112229	2
2011	SA1	2112230	2112230	2
2011	SA1	2112231	2112231	2
2011	SA1	2112232	2112232	2
2011	SA1	2112233	2112233	2
2011	SA1	2112234	2112234	2
2011	SA1	2112235	2112235	2
2011	SA1	2112301	2112301	2
2011	SA1	2112302	2112302	2
2011	SA1	2112303	2112303	2
2011	SA1	2112304	2112304	2
2011	SA1	2112305	2112305	2
2011	SA1	2112306	2112306	2
2011	SA1	2112307	2112307	2
2011	SA1	2112308	2112308	2
2011	SA1	2112309	2112309	2
2011	SA1	2112310	2112310	2
2011	SA1	2112311	2112311	2
2011	SA1	2112312	2112312	2
2011	SA1	2112313	2112313	2
2011	SA1	2112314	2112314	2
2011	SA1	2112315	2112315	2
2011	SA1	2112316	2112316	2
2011	SA1	2112317	2112317	2
2011	SA1	2112318	2112318	2
2011	SA1	2112319	2112319	2
2011	SA1	2112320	2112320	2
2011	SA1	2112321	2112321	2
2011	SA1	2112322	2112322	2
2011	SA1	2112323	2112323	2
2011	SA1	2112324	2112324	2
2011	SA1	2112325	2112325	2
2011	SA1	2112326	2112326	2
2011	SA1	2112327	2112327	2
2011	SA1	2112328	2112328	2
2011	SA1	2112329	2112329	2
2011	SA1	2112330	2112330	2
2011	SA1	2112331	2112331	2
2011	SA1	2112332	2112332	2
2011	SA1	2112333	2112333	2
2011	SA1	2112334	2112334	2
2011	SA1	2112335	2112335	2
2011	SA1	2112336	2112336	2
2011	SA1	2112337	2112337	2
2011	SA1	2112338	2112338	2
2011	SA1	2112401	2112401	2
2011	SA1	2112402	2112402	2
2011	SA1	2112403	2112403	2
2011	SA1	2112404	2112404	2
2011	SA1	2112405	2112405	2
2011	SA1	2112406	2112406	2
2011	SA1	2112407	2112407	2
2011	SA1	2112408	2112408	2
2011	SA1	2112409	2112409	2
2011	SA1	2112410	2112410	2
2011	SA1	2112411	2112411	2
2011	SA1	2112412	2112412	2
2011	SA1	2112413	2112413	2
2011	SA1	2112501	2112501	2
2011	SA1	2112502	2112502	2
2011	SA1	2112503	2112503	2
2011	SA1	2112504	2112504	2
2011	SA1	2112505	2112505	2
2011	SA1	2112506	2112506	2
2011	SA1	2112507	2112507	2
2011	SA1	2112508	2112508	2
2011	SA1	2112509	2112509	2
2011	SA1	2112510	2112510	2
2011	SA1	2112511	2112511	2
2011	SA1	2112512	2112512	2
2011	SA1	2112513	2112513	2
2011	SA1	2112514	2112514	2
2011	SA1	2112601	2112601	2
2011	SA1	2112602	2112602	2
2011	SA1	2112603	2112603	2
2011	SA1	2112604	2112604	2
2011	SA1	2112605	2112605	2
2011	SA1	2112606	2112606	2
2011	SA1	2112607	2112607	2
2011	SA1	2112608	2112608	2
2011	SA1	2112609	2112609	2
2011	SA1	2112610	2112610	2
2011	SA1	2112611	2112611	2
2011	SA1	2112612	2112612	2
2011	SA1	2112613	2112613	2
2011	SA1	2112614	2112614	2
2011	SA1	2112615	2112615	2
2011	SA1	2112616	2112616	2
2011	SA1	2112617	2112617	2
2011	SA1	2112618	2112618	2
2011	SA1	2112619	2112619	2
2011	SA1	2112620	2112620	2
2011	SA1	2112621	2112621	2
2011	SA1	2112622	2112622	2
2011	SA1	2112623	2112623	2
2011	SA1	2112624	2112624	2
2011	SA1	2112625	2112625	2
2011	SA1	2112626	2112626	2
2011	SA1	2112627	2112627	2
2011	SA1	2112628	2112628	2
2011	SA1	2112701	2112701	2
2011	SA1	2112702	2112702	2
2011	SA1	2112801	2112801	2
2011	SA1	2112802	2112802	2
2011	SA1	2112803	2112803	2
2011	SA1	2112804	2112804	2
2011	SA1	2112805	2112805	2
2011	SA1	2112806	2112806	2
2011	SA1	2112807	2112807	2
2011	SA1	2112808	2112808	2
2011	SA1	2112809	2112809	2
2011	SA1	2112810	2112810	2
2011	SA1	2112811	2112811	2
2011	SA1	2112812	2112812	2
2011	SA1	2112813	2112813	2
2011	SA1	2112814	2112814	2
2011	SA1	2112815	2112815	2
2011	SA1	2112816	2112816	2
2011	SA1	2112817	2112817	2
2011	SA1	2112818	2112818	2
2011	SA1	2112819	2112819	2
2011	SA1	2112820	2112820	2
2011	SA1	2112821	2112821	2
2011	SA1	2112822	2112822	2
2011	SA1	2112823	2112823	2
