"frame_id","display_order","code","label","value_kind"
"ACLD057",7,"99","Unlinked record","unlinked"
"ACLD058",1,"1","Australian","substantive"
"ACLD058",2,"2","Not Australian","substantive"
"ACLD058",3,"97","Not stated","not_stated"
"ACLD058",4,"99","Unlinked record","unlinked"
"ACLD059",1,"1","Australian","substantive"
"ACLD059",2,"2","Not Australian","substantive"
"ACLD059",3,"97","Not stated","not_stated"
"ACLD059",4,"98","Not applicable","not_applicable"
"ACLD059",5,"99","Unlinked record","unlinked"
"ACLD060",1,"0","No employed persons","substantive"
"ACLD060",2,"1","One employed person","substantive"
"ACLD060",3,"2","Two employed persons","substantive"
"ACLD060",4,"3","Three employed persons","substantive"
"ACLD060",5,"4","Four or more employed persons","substantive"
"ACLD060",6,"98","Not applicable","not_applicable"
"ACLD060",7,"99","Unlinked record","unlinked"
"ACLD061",1,"0","No employed persons","substantive"
"ACLD061",2,"1","One employed person","substantive"
"ACLD061",3,"2","Two employed persons","substantive"
"ACLD061",4,"3","Three employed persons","substantive"
"ACLD061",5,"4","Four or more employed persons","substantive"
"ACLD061",6,"97","All persons did not state labour force status","substantive"
"ACLD061",7,"98","Not applicable","not_applicable"
"ACLD061",8,"99","Unlinked record","unlinked"
"ACLD062",1,"0","No persons not in the labour force","substantive"
"ACLD062",2,"1","One person not in the labour force","substantive"
"ACLD062",3,"2","Two persons not in the labour force","substantive"
"ACLD062",4,"3","Three or more persons not in the labour force","substantive"
"ACLD062",5,"98","Not applicable","not_applicable"
"ACLD062",6,"99","Unlinked record","unlinked"
"ACLD063",1,"0","No persons not in the labour force","substantive"
"ACLD063",2,"1","One person not in the labour force","substantive"
"ACLD063",3,"2","Two persons not in the labour force","substantive"
"ACLD063",4,"3","Three or more persons not in the labour force","substantive"
"ACLD063",5,"97","All persons did not state labour force status","substantive"
"ACLD063",6,"98","Not applicable","not_applicable"
"ACLD063",7,"99","Unlinked record","unlinked"
"ACLD064",1,"0","No unemployed persons","substantive"
"ACLD064",2,"1","One unemployed person","substantive"
"ACLD064",3,"2","Two unemployed persons","substantive"
"ACLD064",4,"3","Three or more unemployed persons","substantive"
"ACLD064",5,"98","Not applicable","not_applicable"
"ACLD064",6,"99","Unlinked record","unlinked"
"ACLD065",1,"0","No unemployed persons","substantive"
"ACLD065",2,"1","One unemployed person","substantive"
"ACLD065",3,"2","Two unemployed persons","substantive"
"ACLD065",4,"3","Three or more unemployed persons","substantive"
"ACLD065",5,"97","All persons did not state labour force status","substantive"
"ACLD065",6,"98","Not applicable","not_applicable"
"ACLD065",7,"99","Unlinked record","unlinked"
"ACLD066",1,"0","No non-dependent children","substantive"
"ACLD066",2,"1","One non-dependent child","substantive"
"ACLD066",3,"2","Two non-dependent children","substantive"
"ACLD066",4,"3","Three or more non-dependent children","substantive"
"ACLD066",5,"98","Not applicable","not_applicable"
"ACLD066",6,"99","Unlinked record","unlinked"
"ACLD067",1,"1","No extra bedrooms needed","substantive"
"ACLD067",2,"2","One or more extra bedrooms needed","substantive"
"ACLD067",3,"3","One bedroom spare","substantive"
"ACLD067",4,"4","Two or more bedrooms spare","substantive"
"ACLD067",5,"5","Unable to determine","substantive"
"ACLD067",6,"97","Not stated","not_stated"
"ACLD067",7,"98","Not applicable","not_applicable"
"ACLD067",8,"99","Unlinked record","unlinked"
"ACLD068",1,"0","No persons aged 65-74","substantive"
"ACLD068",2,"1","One person aged 65-74","substantive"
"ACLD068",3,"2","Two or more persons aged 65-74","substantive"
"ACLD068",4,"98","Not applicable","not_applicable"
"ACLD068",5,"99","Unlinked record","unlinked"
"ACLD069",1,"0","No persons aged 75-84","substantive"
"ACLD069",2,"1","One person aged 75-84","substantive"
"ACLD069",3,"2","Two or more persons aged 75-84","substantive"
"ACLD069",4,"98","Not applicable","not_applicable"
"ACLD069",5,"99","Unlinked record","unlinked"
"ACLD070",1,"0","No persons aged 85 and over","substantive"
"ACLD070",2,"1","One person aged 85 and over","substantive"
"ACLD070",3,"2","Two or more persons aged 85 and over","substantive"
"ACLD070",4,"98","Not applicable","not_applicable"
"ACLD070",5,"99","Unlinked record","unlinked"
"ACLD071",1,"2","Two persons in family","substantive"
"ACLD071",2,"3","Three persons in family","substantive"
"ACLD071",3,"4","Four persons in family","substantive"
"ACLD071",4,"5","Five persons in family","substantive"
"ACLD071",5,"6","Six or more persons in family","substantive"
"ACLD071",6,"98","Not applicable","not_applicable"
"ACLD071",7,"99","Unlinked record","unlinked"
"ACLD072",1,"1","Natural, or adopted child of both parents or lone parent","substantive"
"ACLD072",2,"2","Step-child of male parent","substantive"
"ACLD072",3,"3","Step-child of female parent","substantive"
"ACLD072",4,"4","Foster child, so stated","substantive"
"ACLD072",5,"5","Grandchild","substantive"
"ACLD072",6,"6","Otherwise related child (under 15)","substantive"
"ACLD072",7,"7","Unrelated child (under 15)","substantive"
"ACLD072",8,"98","Not applicable","not_applicable"
"ACLD072",9,"99","Unlinked Record","unlinked"
"ACLD073",1,"1","Natural, or adopted child of both parents or lone parent","substantive"
"ACLD073",2,"2","Step child of male parent","substantive"
"ACLD073",3,"3","Step child of female parent","substantive"
"ACLD073",4,"4","Foster child, so stated","substantive"
"ACLD073",5,"5","Grandchild","substantive"
"ACLD073",6,"6","Otherwise related child (under 15)","substantive"
"ACLD073",7,"7","Unrelated child (under 15)","substantive"
"ACLD073",8,"98","Not applicable","not_applicable"
"ACLD073",9,"99","Unlinked Record","unlinked"
"ACLD074",1,"1","Natural or adopted child of both parents or lone parent","substantive"
"ACLD074",2,"2","Step-child of male parent","substantive"
"ACLD074",3,"3","Step-child of female parent","substantive"
"ACLD074",4,"4","Foster child, so stated","substantive"
"ACLD074",5,"5","Otherwise related child (under 15)","substantive"
"ACLD074",6,"6","Unrelated child (under 15)","substantive"
"ACLD074",7,"98","Not applicable","not_applicable"
"ACLD074",8,"99","Unlinked record","unlinked"
"ACLD075",1,"1","Natural or adopted child of both parents or lone parent","substantive"
"ACLD075",2,"2","Step child of male parent","substantive"
"ACLD075",3,"3","Step child of female parent","substantive"
"ACLD075",4,"4","Foster child, so stated","substantive"
"ACLD075",5,"5","Otherwise related child (under 15)","substantive"
"ACLD075",6,"6","Unrelated child (under 15)","substantive"
"ACLD075",7,"98","Not applicable","not_applicable"
"ACLD075",8,"99","Unlinked record","unlinked"
"ACLD076",1,"0","No persons providing unpaid assistance in family","substantive"
"ACLD076",2,"1","One person providing unpaid assistance in family","substantive"
"ACLD076",3,"2","Two persons providing unpaid assistance in family","substantive"
"ACLD076",4,"3","Three or more persons providing unpaid assistance in family","substantive"
"ACLD076",5,"98","Not applicable","not_applicable"
"ACLD076",6,"99","Unlinked record","unlinked"
"ACLD077",1,"0","No persons","substantive"
"ACLD077",2,"1","One person","substantive"
"ACLD077",3,"2","Two persons","substantive"
"ACLD077",4,"3","Three or more persons","substantive"
"ACLD077",5,"97","All persons did not state unpaid assistance","substantive"
"ACLD077",6,"98","Not applicable","not_applicable"
"ACLD077",7,"99","Unlinked record","unlinked"
"ACLD078",1,"1","Caravan/residential park or camping ground","substantive"
"ACLD078",2,"2","Marina","substantive"
"ACLD078",3,"3","Manufactured home estate","substantive"
"ACLD078",4,"4","Retirement village (self-contained)","substantive"
"ACLD078",5,"5","Other","substantive"
"ACLD078",6,"98","Not Applicable","not_applicable"
"ACLD078",7,"99","Unlinked record","unlinked"
"ACLD079",1,"1","Nil hours","substantive"
"ACLD079",2,"2","Less than 5 hours","substantive"
"ACLD079",3,"3","5 to 14 hours","substantive"
"ACLD079",4,"4","15 to 29 hours","substantive"
"ACLD079",5,"5","30 hours or more","substantive"
"ACLD079",6,"97","Not stated","not_stated"
"ACLD079",7,"98","Not applicable","not_applicable"
"ACLD079",8,"99","Unlinked record","unlinked"
"ACLD080",1,"1","Occupied private dwellings","substantive"
"ACLD080",2,"2","Non-private dwellings","substantive"
"ACLD080",3,"3","Migratory, off-shore and shipping","substantive"
"ACLD080",4,"99","Unlinked record","unlinked"
"ACLD081",1,"1","Fully engaged","substantive"
"ACLD081",2,"2","Partially engaged","substantive"
"ACLD081",3,"3","At least partially engaged","substantive"
"ACLD081",4,"4","Not engaged","substantive"
"ACLD081",5,"97","Engagement status undetermined/Not stated","substantive"
"ACLD081",6,"98","Not applicable","not_applicable"
"ACLD081",7,"99","Unlinked record","unlinked"
"ACLD082",1,"1","Nil employees","substantive"
"ACLD082",2,"2","1-19 employees","substantive"
"ACLD082",3,"3","20 or more employees","substantive"
"ACLD082",4,"97","Not stated","not_stated"
"ACLD082",5,"98","Not applicable","not_applicable"
"ACLD082",6,"99","Unlinked record","unlinked"
"ACLD083",1,"1","Employee not owning business","substantive"
"ACLD083",2,"2","Owner managers of incorporated enterprises","substantive"
"ACLD083",3,"3","Owner managers of unincorporated enterprises","substantive"
"ACLD083",4,"4","Contributing family workers","substantive"
"ACLD083",5,"97","Not stated","not_stated"
"ACLD083",6,"98","Not applicable","not_applicable"
"ACLD083",7,"99","Unlinked record","unlinked"
"ACLD084",1,"1","Speaks English only","substantive"
"ACLD084",2,"2","Speaks other language and speaks English - Very Well","substantive"
"ACLD084",3,"3","Speaks other language and speaks English - Well","substantive"
"ACLD084",4,"4","Speaks other language and speaks English - Not Well","substantive"
"ACLD084",5,"5","Speaks other language and speaks English - Not at All","substantive"
"ACLD084",6,"6","Not Stated - both language (LANP) and proficiency (ENGP) not stated","not_stated"
"ACLD084",7,"97","Not Stated - language (LANP) stated and proficiency (ENGP) not stated","not_stated"
"ACLD084",8,"99","Unlinked record","unlinked"
"ACLD085",1,"1","Speaks English only","substantive"
"ACLD085",2,"2","Uses other language and speaks English - Very Well","substantive"
"ACLD085",3,"3","Uses other language and speaks English - Well","substantive"
"ACLD085",4,"4","Uses other language and speaks English - Not Well","substantive"
"ACLD085",5,"5","Uses other language and speaks English - Not at All","substantive"
"ACLD085",6,"6","Not Stated - both language (LANP) and proficiency in spoken English not stated","not_stated"
"ACLD085",7,"97","Not Stated - language (LANP) stated, proficiency in spoken English not stated","not_stated"
"ACLD085",8,"99","Unlinked record","unlinked"
"ACLD086",1,"1","Very well","substantive"
"ACLD086",2,"2","Well","substantive"
"ACLD086",3,"3","Not well","substantive"
"ACLD086",4,"4","Not at all","substantive"
"ACLD086",5,"97","Not stated","not_stated"
"ACLD086",6,"98","Not applicable","not_applicable"
"ACLD086",7,"99","Unlinked record","unlinked"
"ACLD087",1,"1","Intact family with no other children present","substantive"
"ACLD087",2,"2","Step family with no other children present","substantive"
"ACLD087",3,"3","Blended family with no other children present","substantive"
"ACLD087",4,"4","Intact family with other children present","substantive"
"ACLD087",5,"5","Step family with other children present","substantive"
"ACLD087",6,"6","Blended family with other children present","substantive"
"ACLD087",7,"7","Other couple family with other children only","substantive"
"ACLD087",8,"98","Not applicable","not_applicable"
"ACLD087",9,"99","Unlinked record","unlinked"
"ACLD088",1,"1","No members aged 15 years and over temporarily absent, all incomes stated, no negative incomes stated","substantive"
"ACLD088",2,"2","No members aged 15 years and over temporarily absent, all incomes stated, One or more negative incomes stated","substantive"
"ACLD088",3,"3","No members aged 15 years and over temporarily absent, One or more incomes not stated, no negative incomes stated","substantive"
"ACLD088",4,"4","No members aged 15 years and over temporarily absent, One or more incomes not stated, One or more negative incomes stated","substantive"
"ACLD088",5,"5","One or more members aged 15 years and over temporarily absent, incomes stated for all members present, no negative incomes stated","substantive"
"ACLD088",6,"6","One or more members aged 15 years and over temporarily absent, incomes stated for all members present, One or more negative incomes stated","substantive"
"ACLD088",7,"7","One or more members aged 15 years and over temporarily absent, One or more incomes of members present not stated, no negative incomes stated","substantive"
"ACLD088",8,"8","One or more members aged 15 years and over temporarily absent, One or more incomes of members present not stated, One or more negative incomes stated","substantive"
"ACLD088",9,"98","Not applicable","not_applicable"
"ACLD088",10,"99","Unlinked record","unlinked"
"ACLD089",1,"1","No members aged 15 years and over temporarily absent, All incomes stated, No negative incomes stated","substantive"
"ACLD089",2,"2","No members aged 15 years and over temporarily absent, All incomes stated, One or more negative incomes stated","substantive"
"ACLD089",3,"3","No members aged 15 years and over temporarily absent, One or more incomes not stated, No negative incomes stated","substantive"
"ACLD089",4,"4","No members aged 15 years and over temporarily absent, One or more incomes not stated, One or more negative incomes stated","substantive"
"ACLD089",5,"5","One or more members aged 15 years and over temporarily absent, incomes stated for all members present, no negative incomes stated","substantive"
"ACLD089",6,"6","One or more members aged 15 years and over temporarily absent, Incomes stated for all members present, One or more negative incomes stated","substantive"
"ACLD089",7,"7","One or more members aged 15 years and over temporarily absent, One or more incomes of members present not stated, No negative incomes stated","substantive"
"ACLD089",8,"8","One or more members aged 15 years and over temporarily absent, One or more incomes of members present not stated, One or more negative incomes stated","substantive"
"ACLD089",9,"98","Not applicable","not_applicable"
"ACLD089",10,"99","Unlinked record","unlinked"
"ACLD090",1,"1","Negative income","substantive"
"ACLD090",2,"2","Nil income","substantive"
"ACLD090",3,"3","$1-$199 ($1-$10,399)","substantive"
"ACLD090",4,"4","$200-$299 ($10,400-$15,599)","substantive"
"ACLD090",5,"5","$300-$399 ($15,600-$20,799)","substantive"
"ACLD090",6,"6","$400-$599 ($20,800-$31,199)","substantive"
"ACLD090",7,"7","$600-$799 ($31,200-$41,599)","substantive"
"ACLD090",8,"8","$800-$999 ($41,600-$51,999)","substantive"
"ACLD090",9,"9","$1,000-$1,249 ($52,000-$64,999)","substantive"
"ACLD090",10,"10","$1,250-$1,499 ($65,000-$77,999)","substantive"
"ACLD090",11,"11","$1,500-$1,999 ($78,000-$103,999)","substantive"
"ACLD090",12,"12","$2,000-$2,499 ($104,000-$129,999)","substantive"
"ACLD090",13,"13","$2,500-$2,999 ($130,000-$155,999)","substantive"
"ACLD090",14,"14","$3,000-$3,499 ($156,000-$181,999)","substantive"
"ACLD090",15,"15","$3,500-$3,999 ($182,000-$207,999)","substantive"
"ACLD090",16,"16","$4,000-$4,999 ($208,000-$259,999)","substantive"
"ACLD090",17,"17","$5,000 or more ($260,000 or more)","substantive"
"ACLD090",18,"997","All incomes not stated","substantive"
"ACLD090",19,"998","Not applicable","not_applicable"
"ACLD090",20,"999","Unlinked record","unlinked"
"ACLD091",1,"1","Negative income","substantive"
"ACLD091",2,"2","Nil income","substantive"
"ACLD091",3,"3","$1-$149 ($1-$7,799)","substantive"
"ACLD091",4,"4","$150-$299 ($7,800-$15,599)","substantive"
"ACLD091",5,"5","$300-$399 ($15,600-$20,799)","substantive"
"ACLD091",6,"6","$400-$499 ($20,800-$25,999)","substantive"
"ACLD091",7,"7","$500-$649 ($26,000-$33,799)","substantive"
"ACLD091",8,"8","$650-$799 ($33,800-$41,599)","substantive"
"ACLD091",9,"9","$800-$999 ($41,600-$51,999)","substantive"
"ACLD091",10,"10","$1,000-$1,249 ($52,000-$64,999)","substantive"
"ACLD091",11,"11","$1,250-$1,499 ($65,000-$77,999)","substantive"
"ACLD091",12,"12","$1,500-$1,749 ($78,000-$90,999)","substantive"
"ACLD091",13,"13","$1,750-$1,999 ($91,000-$103,999)","substantive"
"ACLD091",14,"14","$2,000-$2,499 ($104,000-$129,999)","substantive"
"ACLD091",15,"15","$2,500-$2,999 ($130,000-$155,999)","substantive"
"ACLD091",16,"16","$3,000-$3,499 ($156,000-$181,999)","substantive"
"ACLD091",17,"17","$3,500-$3,999 ($182,000-$207,999)","substantive"
"ACLD091",18,"18","$4,000-$4,499 ($208,000-$233,999)","substantive"
"ACLD091",19,"19","$4,500-$4,999 ($234,000-$259,999)","substantive"
"ACLD091",20,"20","$5,000-$5,999 ($260,000-$311,999)","substantive"
"ACLD091",21,"21","$6,000-$7,999 ($312,000-$415,999)","substantive"
"ACLD091",22,"22","$8,000 or more ($416,000 or more)","substantive"
"ACLD091",23,"997","All incomes not stated","substantive"
"ACLD091",24,"998","Not applicable","not_applicable"
"ACLD091",25,"999","Unlinked record","unlinked"
"ACLD092",1,"1","Negative income","substantive"
"ACLD092",2,"2","Nil income","substantive"
"ACLD092",3,"3","$1-$199 ($1-$10,399)","substantive"
"ACLD092",4,"4","$200-$299 ($10,400-$15,599)","substantive"
"ACLD092",5,"5","$300-$399 ($15,600-$20,799)","substantive"
"ACLD092",6,"6","$400-$599 ($20,800-$31,199)","substantive"
"ACLD092",7,"7","$600-$799 ($31,200-$41,599)","substantive"
"ACLD092",8,"8","$800-$999 ($41,600-$51,999)","substantive"
"ACLD092",9,"9","$1,000-$1,249 ($52,000-$64,999)","substantive"
"ACLD092",10,"10","$1,250-$1,499 ($65,000-$77,999)","substantive"
"ACLD092",11,"11","$1,500-$1,999 ($78,000-$103,999)","substantive"
"ACLD092",12,"12","$2,000-$2,499 ($104,000-$129,999)","substantive"
"ACLD092",13,"13","$2,500-$2,999 ($130,000-$155,999)","substantive"
"ACLD092",14,"14","$3,000-$3,499 ($156,000-$181,999)","substantive"
"ACLD092",15,"15","$3,500-$3,999 ($182,000-$207,999)","substantive"
"ACLD092",16,"16","$4,000-$4,999 ($208,000-$259,999)","substantive"
"ACLD092",17,"17","$5,000 or more ($260,000 or more)","substantive"
"ACLD092",18,"18","Partial income stated","substantive"
"ACLD092",19,"997","All incomes not stated","substantive"
"ACLD092",20,"998","Not applicable","not_applicable"
"ACLD092",21,"999","Unlinked record","unlinked"
"ACLD093",1,"1","Negative income","substantive"
"ACLD093",2,"2","Nil income","substantive"
"ACLD093",3,"3","$1-$149 ($1-$7,799)","substantive"
"ACLD093",4,"4","$150-$299 ($7,800-$15,599)","substantive"
"ACLD093",5,"5","$300-$399 ($15,600-$20,799)","substantive"
"ACLD093",6,"6","$400-$499 ($20,800-$25,999)","substantive"
"ACLD093",7,"7","$500-$649 ($26,000-$33,799)","substantive"
"ACLD093",8,"8","$650-$799 ($33,800-$41,599)","substantive"
"ACLD093",9,"9","$800-$999 ($41,600-$51,999)","substantive"
"ACLD093",10,"10","$1,000-$1,249 ($52,000-$64,999)","substantive"
"ACLD093",11,"11","$1,250-$1,499 ($65,000-$77,999)","substantive"
"ACLD093",12,"12","$1,500-$1,749 ($78,000-$90,999)","substantive"
"ACLD093",13,"13","$1,750-$1,999 ($91,000-$103,999)","substantive"
"ACLD093",14,"14","$2,000-$2,499 ($104,000-$129,999)","substantive"
"ACLD093",15,"15","$2,500-$2,999 ($130,000-$155,999)","substantive"
"ACLD093",16,"16","$3,000-$3,499 ($156,000-$181,999)","substantive"
"ACLD093",17,"17","$3,500-$3,999 ($182,000-$207,999)","substantive"
"ACLD093",18,"18","$4,000-$4,499 ($208,000-$233,999)","substantive"
"ACLD093",19,"19","$4,500-$4,999 ($234,000-$259,999)","substantive"
"ACLD093",20,"20","$5,000-$5,999 ($260,000-$311,999)","substantive"
"ACLD093",21,"21","$6,000-$7,999 ($312,000-$415,999)","substantive"
"ACLD093",22,"22","$8,000 or more ($416,000 or more)","substantive"
"ACLD093",23,"23","Partial income stated","substantive"
"ACLD093",24,"997","All incomes not stated","substantive"
"ACLD093",25,"998","Not applicable","not_applicable"
"ACLD093",26,"999","Unlinked record","unlinked"
"ACLD094",1,"1222","Couple family with no children","substantive"
"ACLD094",2,"2111","Couple family with children under 15, dependent students and non-dependent children","substantive"
"ACLD094",3,"2112","Couple family with children under 15, dependent students and no non-dependent children","substantive"
"ACLD094",4,"2121","Couple family with children under 15, no dependent students and with non-dependent children","substantive"
"ACLD094",5,"2122","Couple family with children under 15, no dependent students and no non-dependent children","substantive"
"ACLD094",6,"2211","Couple family with no children under 15, and with dependent students and non-dependent children","substantive"
"ACLD094",7,"2212","Couple family with no children under 15, and with dependent students and no non-dependent children","substantive"
"ACLD094",8,"2221","Couple family with no children under 15, no dependent students and with non-dependent children","substantive"
"ACLD094",9,"3111","One parent family with children under 15, dependent students and non-dependent children","substantive"
"ACLD094",10,"3112","One parent family with children under 15, dependent students and no non-dependent children","substantive"
"ACLD094",11,"3121","One parent family with children under 15, no dependent students and with non-dependent children","substantive"
"ACLD094",12,"3122","One parent family with children under 15, no dependent students and no non-dependent children","substantive"
"ACLD094",13,"3211","One parent family with no children under 15, with dependent students and non-dependent children","substantive"
"ACLD094",14,"3212","One parent family with no children under 15, with dependent students and no non-dependent children","substantive"
"ACLD094",15,"3221","One parent family with no children under 15, no dependent students and with non-dependent children","substantive"
"ACLD094",16,"9222","Other family","substantive"
"ACLD094",17,"99998","Not applicable","not_applicable"
"ACLD094",18,"99999","Unlinked record","unlinked"
"ACLD095",1,"11","Couple family with grandchildren under 15 (with or without other children)","substantive"
"ACLD095",2,"12","Couple family with no grandchildren under 15 and with dependent student grandchildren (with or without other children)","substantive"
"ACLD095",3,"13","Couple family with no grandchildren under 15, no dependent student grandchildren and with non-dependent grandchildren (with or without other children)","substantive"
"ACLD095",4,"21","Lone grandparent with grandchildren under 15 (with or without other children)","substantive"
"ACLD095",5,"22","Lone grandparent with no grandchildren under 15 and with dependent student grandchildren (with or without other children)","substantive"
"ACLD095",6,"23","Lone grandparent with no grandchildren under 15, no dependent student grandchildren and with non-dependent grandchildren (with or without other children)","substantive"
"ACLD095",7,"998","Not applicable","not_applicable"
"ACLD095",8,"999","Unlinked record","unlinked"
"ACLD096",1,"1","Online form","substantive"
"ACLD096",2,"2","Paper form","substantive"
"ACLD096",3,"3","Other","substantive"
"ACLD096",4,"99","Unlinked record","unlinked"
"ACLD097",1,"1","Personal or Household Eform","substantive"
"ACLD097",2,"2","Personal or Household Paper Form","substantive"
"ACLD097",3,"3","Other Form Types","substantive"
"ACLD097",4,"99","Unlinked record","unlinked"
"ACLD098",1,"1","National Government","substantive"
"ACLD098",2,"2","State/Territory Government","substantive"
"ACLD098",3,"3","Local Government","substantive"
"ACLD098",4,"4","Private sector","substantive"
"ACLD098",5,"97","Not stated","not_stated"
"ACLD098",6,"98","Not applicable","not_applicable"
"ACLD098",7,"99","Unlinked record","unlinked"
"ACLD099",1,"11","One family household: Couple family with no children","substantive"
"ACLD099",2,"12","One family household: Couple family with children","substantive"
"ACLD099",3,"13","One family household: One parent family","substantive"
"ACLD099",4,"14","One family household: Other family","substantive"
"ACLD099",5,"21","Two family household: Couple family with no children","substantive"
"ACLD099",6,"22","Two family household: Couple family with children","substantive"
"ACLD099",7,"23","Two family household: One parent family","substantive"
"ACLD099",8,"24","Two family household: Other family","substantive"
"ACLD099",9,"25","Three or more family household: Couple family with no children","substantive"
"ACLD099",10,"26","Three or more family household: Couple family with children","substantive"
"ACLD099",11,"27","Three or more family household: One parent family","substantive"
"ACLD099",12,"28","Three or more family household: Other family","substantive"
"ACLD099",13,"31","Lone one person household","substantive"
"ACLD099",14,"32","Group household","substantive"
"ACLD099",15,"33","Visitors only household","substantive"
"ACLD099",16,"34","Other non-classifiable household","substantive"
"ACLD099",17,"998","Not applicable","not_applicable"
"ACLD099",18,"999","Unlinked record","unlinked"
"ACLD100",1,"11","One family household: Couple family with no children","substantive"
"ACLD100",2,"12","One family household: Couple family with children","substantive"
"ACLD100",3,"13","One family household: One parent family","substantive"
"ACLD100",4,"14","One family household: Other family","substantive"
"ACLD100",5,"21","Two family household: Couple family with no children","substantive"
"ACLD100",6,"22","Two family household: Couple family with children","substantive"
"ACLD100",7,"23","Two family household: One parent family","substantive"
"ACLD100",8,"24","Two family household: Other family","substantive"
"ACLD100",9,"25","Three or more family household: Couple family with no children","substantive"
"ACLD100",10,"26","Three or more family household: Couple family with children","substantive"
"ACLD100",11,"27","Three or more family household: One parent family","substantive"
"ACLD100",12,"28","Three or more family household: Other family","substantive"
"ACLD100",13,"31","Lone person household","substantive"
"ACLD100",14,"32","Group household","substantive"
"ACLD100",15,"33","Visitors only household","substantive"
"ACLD100",16,"34","Other non-classifiable household","substantive"
"ACLD100",17,"998","Not applicable","not_applicable"
"ACLD100",18,"999","Unlinked record","unlinked"
"ACLD101",1,"1","Postgraduate Degree Level","substantive"
"ACLD101",2,"2","Graduate Diploma and Graduate Certificate Level","substantive"
"ACLD101",3,"3","Bachelor Degree Level","substantive"
"ACLD101",4,"4","Advanced Diploma and Diploma Level","substantive"
"ACLD101",5,"5","Certificate III & IV Level","substantive"
"ACLD101",6,"6","Year 12","substantive"
"ACLD101",7,"7","Year 11","substantive"
"ACLD101",8,"8","Year 10","substantive"
"ACLD101",9,"9","Certificate I & II Level","substantive"
"ACLD101",10,"10","Year 9 or below","substantive"
"ACLD101",11,"11","Certificate Level, nfd","substantive"
"ACLD101",12,"12","Inadequately described","substantive"
"ACLD101",13,"13","No educational attainment","substantive"
"ACLD101",14,"997","Not stated","not_stated"
"ACLD101",15,"998","Not applicable","not_applicable"
"ACLD101",16,"999","Unlinked record","unlinked"
"ACLD102",1,"100","Postgraduate Degree Level, nfd","substantive"
"ACLD102",2,"110","Doctoral Degree Level, nfd","substantive"
"ACLD102",3,"111","Higher Doctorate","substantive"
"ACLD102",4,"112","Doctorate by Research","substantive"
"ACLD102",5,"113","Doctorate by Coursework","substantive"
"ACLD102",6,"114","Professional Specialist Qualification at Doctoral Level","substantive"
"ACLD102",7,"120","Master Degree Level, nfd","substantive"
"ACLD102",8,"121","Master Degree by Research","substantive"
"ACLD102",9,"122","Master Degree by Coursework","substantive"
"ACLD102",10,"123","Professional Specialist Qualification at Master Degree Level","substantive"
"ACLD102",11,"200","Graduate Diploma and Graduate Certificate Level, nfd","substantive"
"ACLD102",12,"210","Graduate Diploma Level, nfd","substantive"
"ACLD102",13,"211","Graduate Diploma","substantive"
"ACLD102",14,"213","Professional Specialist Qualification at Graduate Diploma Level","substantive"
"ACLD102",15,"220","Graduate Certificate Level, nfd","substantive"
"ACLD102",16,"221","Graduate Certificate","substantive"
"ACLD102",17,"222","Professional Specialist Qualification at Graduate Certificate Level","substantive"
"ACLD102",18,"310","Bachelor Degree Level, nfd","substantive"
"ACLD102",19,"311","Bachelor (Honours) Degree","substantive"
"ACLD102",20,"312","Bachelor (Pass) Degree","substantive"
"ACLD102",21,"400","Advanced Diploma and Diploma Level, nfd","substantive"
"ACLD102",22,"410","Advanced Diploma and Associate Degree Level, nfd","substantive"
"ACLD102",23,"411","Advanced Diploma","substantive"
"ACLD102",24,"413","Associated Degree","substantive"
"ACLD102",25,"420","Diploma Level, nfd","substantive"
"ACLD102",26,"421","Diploma","substantive"
"ACLD102",27,"500","Certificate Level, nfd","substantive"
"ACLD102",28,"510","Certificate III & IV Level, nfd","substantive"
"ACLD102",29,"511","Certificate IV","substantive"
"ACLD102",30,"514","Certificate III","substantive"
"ACLD102",31,"520","Certificate I & II Level, nfd","substantive"
"ACLD102",32,"521","Certificate II","substantive"
"ACLD102",33,"524","Certificate I","substantive"
"ACLD102",34,"611","Year 12","substantive"
"ACLD102",35,"613","Year 11","substantive"
"ACLD102",36,"621","Year 10","substantive"
"ACLD102",37,"622","Year 9","substantive"
"ACLD102",38,"67","Year 8 or below","substantive"
"ACLD102",39,"1","Inadequately described","substantive"
"ACLD102",40,"998","No educational attainment","substantive"
"ACLD102",41,"9997","Not stated","not_stated"
"ACLD102",42,"9998","Not applicable","not_applicable"
"ACLD102",43,"9999","Unlinked record","unlinked"
"ACLD103",1,"1","One family household","substantive"
"ACLD103",2,"2","Multiple family household","substantive"
"ACLD103",3,"3","Lone person household","substantive"
"ACLD103",4,"4","Group household","substantive"
"ACLD103",5,"5","Visitors only","substantive"
"ACLD103",6,"6","Other non-classifiable","substantive"
"ACLD103",7,"98","Not applicable","not_applicable"
"ACLD103",8,"99","Unlinked record","unlinked"
"ACLD104",1,"1","No members aged 15 years and over temporarily absent, all incomes stated, no negative incomes stated","substantive"
"ACLD104",2,"2","No members aged 15 years and over temporarily absent, all incomes stated. 1 or more negative incomes stated","substantive"
"ACLD104",3,"3","No members aged 15 years and over temporarily absent, 1 or more incomes of members present not stated, no negative incomes stated","substantive"
"ACLD104",4,"4","No members aged 15 years and over temporary absent, 1 or more incomes of members present not stated, 1 or more negative incomes stated","substantive"
