Dataset,Module Name,Product Name,Product Description
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2006,"MADIP GE, d, MBS, Claims data, 2006"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2007,"MADIP GE, d, MBS, Claims data, 2007"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2008,"MADIP GE, d, MBS, Claims data, 2008"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2009,"MADIP GE, d, MBS, Claims data, 2009"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2010,"MADIP GE, d, MBS, Claims data, 2010"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2011,"MADIP GE, 180101d, MBS, Claims data, 2011"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2012,"MADIP GE, 180102d, MBS, Claims data, 2012"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2013,"MADIP GE, 180103d, MBS, Claims data, 2013"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2014,"MADIP GE, 180104d, MBS, Claims data, 2014"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2015,"MADIP GE, 180105d, MBS, Claims data, 2015"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2016,"MADIP GE, 180106d, MBS, Claims data, 2016"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2017,"MADIP GE, 180107d, MBS, Claims data, 2017"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2018,"MADIP GE, 180108d, MBS, Claims data, 2018"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2019,"MADIP GE, 180109d, MBS, Claims data, 2019"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2020,"MADIP GE, 180110d, MBS, Claims data, 2020"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2021,"MADIP GE, 180111d, MBS, Claims data, 2021"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2022,"MADIP GE, d, MBS, Claims data, 2022"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2023,"MADIP GE, d, MBS, Claims data, 2023"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2024,"MADIP GE, d, MBS, Claims data, 2024"
MBS,Medicare Benefits Schedule,madipge-mbs-d-claims-2025,"MADIP GE, d, MBS, Claims data, 2025"
MCD,Medicare Consumer Directory 2006 - latest,madipge-mcd-d-enrolments-06-current,"MADIP GE, d, MCD, Enrolments data, 2006-current"
MT_DEMOGS,Migrant and Traveller Demographics 1990 - latest,madipge-mig-d-demographics-1990-current,"MADIP GE, d, MIGRATION, Demographic details, 1990-current"
NACDC,Aged Care Data 2015-current,madipge-aged-care-d-agedrecipient-15-current,"MADIP GE, d, AGED-CARE, aged_recipient, 2015-current"
NACDC,Aged Care Data 2015-current,madipge-aged-care-d-agedservice-15-current,"MADIP GE, d, AGED-CARE, aged_service, 2015-current"
NACDC,Aged Care Data 2015-current,madipge-aged-care-d-chsp-16-current,"MADIP GE, d, AGED-CARE, commonwealth home support programme, 2016-current"
NACDC,Aged Care Data 2015-current,madipge-aged-care-d-hcp-15-current,"MADIP GE, d, AGED-CARE, home care packages, 2015-current"
NACDC,Aged Care Data 2015-current,madipge-aged-care-d-rac-15-current,"MADIP GE, d, AGED-CARE, residential aged care, 2015-current"
NACDC,Aged Care Data 2015-current,madipge-aged-care-d-tcp-15-current,"MADIP GE, d, AGED-CARE, transition care packages, 2015-current"
NDIS,National Disability Insurance Scheme Expanded Carers 2013-current,madipge-ndis-exp-d-carers-13-current,"MADIP GE, d, NDIS-EXP, carer information, 2013-current"
NDIS,National Disability Insurance Scheme Expanded Outcomes 2013-current,madipge-ndis-exp-d-outcomes-13-current,"MADIP GE, d, NDIS-EXP,  outcomes survey information, 2013-current"
NDIS,National Disability Insurance Scheme Expanded Participants 2013-current,madipge-ndis-exp-d-participants-13-current,"MADIP GE, d, NDIS-EXP, participant information, 2013-current"
NDIS,National Disability Insurance Scheme Expanded Payments 2013-current,madipge-ndis-exp-d-payments-13-current,"MADIP GE, d, NDIS-EXP, payments information, 2013-current"
NDIS,National Disability Insurance Scheme Expanded Providers 2013-current,madipge-ndis-exp-d-providers-13-current,"MADIP GE, d, NDIS-EXP, provider information, 2013-current"
NDIS,National Disability Insurance Scheme Expanded Supports 2013-current,madipge-ndis-exp-d-plansupports-13-current,"MADIP GE, d, NDIS-EXP, plan support information, 2013-current"
NHS,National Health Survey 2014-15,madip-ge-060101d-nhs1415-mdiact-2014-2015,"MADIP GE, 060101d, NHS1415, Action items, 2014-2015"
NHS,National Health Survey 2014-15,madip-ge-060102d-nhs1415-mdialc3-2014-2015,"MADIP GE, 060102d, NHS1415, Alcoholic consumption - day level, 2014-2015"
NHS,National Health Survey 2014-15,madip-ge-060103d-nhs1415-mdialc14-2014-2015,"MADIP GE, 060103d, NHS1415, Alcoholic consumption - type level, 2014-2015"
NHS,National Health Survey 2014-15,madip-ge-060104d-nhs1415-mdicon-2014-2015,"MADIP GE, 060104d, NHS1415, Condition level items, 2014-2015"
NHS,National Health Survey 2014-15,madip-ge-060105d-nhs1415-mdihhd-2014-2015,"MADIP GE, 060105d, NHS1415, Household level items, 2014-2015"
NHS,National Health Survey 2014-15,madip-ge-060106d-nhs1415-mdimed-2014-2015,"MADIP GE, 060106d, NHS1415, Medications level items, 2014-2015"
NHS,National Health Survey 2014-15,madip-ge-060107d-nhs1415-mdisps-2014-2015,"MADIP GE, 060107d, NHS1415, Person level items, 2014-2015"
NHS,National Health Survey 2017-18,madip-ge-070101d-nhs1718-mnhs17a14-2017-2018,"MADIP GE, 070101d, NHS1718, Alcoholic consumption - type level, 2017-2018"
NHS,National Health Survey 2017-18,madip-ge-070102d-nhs1718-mnhs17al3-2017-2018,"MADIP GE, 070102d, NHS1718, Alcoholic consumption - day level, 2017-2018"
NHS,National Health Survey 2017-18,madip-ge-070103d-nhs1718-mnhs17con-2017-2018,"MADIP GE, 070103d, NHS1718, Condition level items, 2017-2018"
NHS,National Health Survey 2017-18,madip-ge-070104d-nhs1718-mnhs17hhd-2017-2018,"MADIP GE, 070104d, NHS1718, Household level items, 2017-2018"
NHS,National Health Survey 2017-18,madip-ge-070105d-nhs1718-mnhs17hls-2017-2018,"MADIP GE, 070105d, NHS1718, Health items, 2017-2018"
NHS,National Health Survey 2017-18,madip-ge-070106d-nhs1718-mnhs17med-2017-2018,"MADIP GE, 070106d, NHS1718, Medications level items, 2017-2018"
NHS,National Health Survey 2017-18,madip-ge-070107d-nhs1718-mnhs17sps-2017-2018,"MADIP GE, 070107d, NHS1718, Person level items, 2017-2018"
NHS,National Health Survey 2020-21,madipge-nhs-d-survey-20-21,"MADIP GE, d, NHS2021, Survey data, 2020-2021"
NHS,National Health Survey 2022,madipge-nhs-d-survey-2022,"MADIP GE, d, NHS2022, Survey data, 2022-2023"
NSMHW,National Study of Mental Health and Wellbeing 2020-2022,madipge-nsmhw-d-survey-20-22,"MADIP GE, d, NSMHW22, Survey data, 2020-2022"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2006,"MADIP GE, d, PBS, Prescription data, 2006"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2007,"MADIP GE, d, PBS, Prescription data, 2007"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2008,"MADIP GE, d, PBS, Prescription data, 2008"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2009,"MADIP GE, d, PBS, Prescription data, 2009"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2010,"MADIP GE, 190101d, PBS, Prescription data, 2010"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2011,"MADIP GE, 190101d, PBS, Prescription data, 2011"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2012,"MADIP GE, 190102d, PBS, Prescription data, 2012"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2013,"MADIP GE, 190103d, PBS, Prescription data, 2013"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2014,"MADIP GE, 190104d, PBS, Prescription data, 2014"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2015,"MADIP GE, 190105d, PBS, Prescription data, 2015"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2016,"MADIP GE, 190106d, PBS, Prescription data, 2016"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2017,"MADIP GE, 190107d, PBS, Prescription data, 2017"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2018,"MADIP GE, 190108d, PBS, Prescription data, 2018"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2019,"MADIP GE, 190109d, PBS, Prescription data, 2019"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2020,"MADIP GE, 190110d, PBS, Prescription data, 2020"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2021,"MADIP GE, 190111d, PBS, Prescription data, 2021"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2022,"MADIP GE, 190112d, PBS, Prescription data, 2022"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2023,"MADIP GE, 190112d, PBS, Prescription data, 2023"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2024,"MADIP GE, d, PBS, Prescription data, 2024"
PBS,Pharmaceutical Benefits Scheme,madipge-pbs-d-prescriptions-2025,"MADIP GE, d, PBS, Prescription data, 2025"
PEX,Patient Experience Survey 2023,madipge-pex-d-survey-23-24,"MADIP GE, d, PEX23, Survey data, 2023-2024"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-10-11,"MADIP GE, 020100d, ATO, PIT Income Edited, 2010-11"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-11-12,"MADIP GE, 020100d, ATO, PIT Income Edited, 2011-12"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-12-13,"MADIP GE, 020100d, ATO, PIT Income Edited, 2012-13"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-13-14,"MADIP GE, 020100d, ATO, PIT Income Edited, 2013-14"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-14-15,"MADIP GE, 020100d, ATO, PIT Income Edited, 2014-15"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-15-16,"MADIP GE, 020100d, ATO, PIT Income Edited, 2015-16"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-16-17,"MADIP GE, 020100d, ATO, PIT Income Edited, 2016-17"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-17-18,"MADIP GE, 020100d, ATO, PIT Income Edited, 2017-18"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-18-19,"MADIP GE, 020100d, ATO, PIT Income Edited, 2018-19"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-19-20,"MADIP GE, 020100d, ATO, PIT Income Edited, 2019-20"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-20-21,"MADIP GE, 020100d, ATO, PIT Income Edited, 2020-21"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-fy2021-22,"MADIP GE, d, ATO, PIT Income Edited, fy2021-22"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-fy2223,"MADIP GE, d, ATO, PIT Income Edited, fy2022-23"
PIT_IE,ABS Derived Income,madipge-ato-d-pit-income-edited-fy2324,"MADIP GE, d, ATO, PIT Income Edited, fy2023-24"
PIT_ITR,Income Tax Return,madip-ge-020102d-ato-atoitrcontext1011-fy2010-11,"MADIP GE, 020102d, ATO, Income Tax Return - contextual variables, fy2010-11"
PIT_ITR,Income Tax Return,madip-ge-020103d-ato-atoitrdedexpoff1011-fy2010-11,"MADIP GE, 020103d, ATO, Income Tax Return - deductions expenses and offsets, fy2010-11"
PIT_ITR,Income Tax Return,madip-ge-020104d-ato-atoitrincloss1011-fy2010-11,"MADIP GE, 020104d, ATO, Income Tax Return - income and loss, fy2010-11"
PIT_ITR,Income Tax Return,madip-ge-020105d-ato-atoitrwhlddebt1011-fy2010-11,"MADIP GE, 020105d, ATO, Income Tax Return - tax withheld and debts, fy2010-11"
PIT_ITR,Income Tax Return,madip-ge-020107d-ato-atoitrcontext1112-fy2011-12,"MADIP GE, 020107d, ATO, Income Tax Return - contextual variables, fy2011-12"
PIT_ITR,Income Tax Return,madip-ge-020108d-ato-atoitrdedexpoff1112-fy2011-12,"MADIP GE, 020108d, ATO, Income Tax Return - deductions expenses and offsets, fy2011-12"
PIT_ITR,Income Tax Return,madip-ge-020109d-ato-atoitrincloss1112-fy2011-12,"MADIP GE, 020109d, ATO, Income Tax Return - income and loss, fy2011-12"
PIT_ITR,Income Tax Return,madip-ge-020110d-ato-atoitrwhlddebt1112-fy2011-12,"MADIP GE, 020110d, ATO, Income Tax Return - tax withheld and debts, fy2011-12"
PIT_ITR,Income Tax Return,madip-ge-020112d-ato-atoitrcontext1213-fy2012-13,"MADIP GE, 020112d, ATO, Income Tax Return - contextual variables, fy2012-13"
PIT_ITR,Income Tax Return,madip-ge-020113d-ato-atoitrdedexpoff1213-fy2012-13,"MADIP GE, 020113d, ATO, Income Tax Return - deductions expenses and offsets, fy2012-13"
PIT_ITR,Income Tax Return,madip-ge-020114d-ato-atoitrincloss1213-fy2012-13,"MADIP GE, 020114d, ATO, Income Tax Return - income and loss, fy2012-13"
PIT_ITR,Income Tax Return,madip-ge-020115d-ato-atoitrwhlddebt1213-fy2012-13,"MADIP GE, 020115d, ATO, Income Tax Return - tax withheld and debts, fy2012-13"
PIT_ITR,Income Tax Return,madip-ge-020117d-ato-atoitrcontext1314-fy2013-14,"MADIP GE, 020117d, ATO, Income Tax Return - contextual variables, fy2013-14"
PIT_ITR,Income Tax Return,madip-ge-020118d-ato-atoitrdedexpoff1314-fy2013-14,"MADIP GE, 020118d, ATO, Income Tax Return - deductions expenses and offsets, fy2013-14"
PIT_ITR,Income Tax Return,madip-ge-020119d-ato-atoitrincloss1314-fy2013-14,"MADIP GE, 020119d, ATO, Income Tax Return - income and loss, fy2013-14"
PIT_ITR,Income Tax Return,madip-ge-020120d-ato-atoitrwhlddebt1314-fy2013-14,"MADIP GE, 020120d, ATO, Income Tax Return - tax withheld and debts, fy2013-14"
PIT_ITR,Income Tax Return,madip-ge-020122d-ato-atoitrcontext1415-fy2014-15,"MADIP GE, 020122d, ATO, Income Tax Return - contextual variables, fy2014-15"
PIT_ITR,Income Tax Return,madip-ge-020123d-ato-atoitrdedexpoff1415-fy2014-15,"MADIP GE, 020123d, ATO, Income Tax Return - deductions expenses and offsets, fy2014-15"
PIT_ITR,Income Tax Return,madip-ge-020124d-ato-atoitrincloss1415-fy2014-15,"MADIP GE, 020124d, ATO, Income Tax Return - income and loss, fy2014-15"
PIT_ITR,Income Tax Return,madip-ge-020125d-ato-atoitrwhlddebt1415-fy2014-15,"MADIP GE, 020125d, ATO, Income Tax Return - tax withheld and debts, fy2014-15"
PIT_ITR,Income Tax Return,madip-ge-020127d-ato-atoitrcontext1516-fy2015-16,"MADIP GE, 020127d, ATO, Income Tax Return - contextual variables, fy2015-16"
PIT_ITR,Income Tax Return,madip-ge-020128d-ato-atoitrdedexpoff1516-fy2015-16,"MADIP GE, 020128d, ATO, Income Tax Return - deductions expenses and offsets, fy2015-16"
PIT_ITR,Income Tax Return,madip-ge-020129d-ato-atoitrincloss1516-fy2015-16,"MADIP GE, 020129d, ATO, Income Tax Return - income and loss, fy2015-16"
PIT_ITR,Income Tax Return,madip-ge-020130d-ato-atoitrwhlddebt1516-fy2015-16,"MADIP GE, 020130d, ATO, Income Tax Return - tax withheld and debts, fy2015-16"
PIT_ITR,Income Tax Return,madip-ge-020132d-ato-atoitrcontext1617-fy2016-17,"MADIP GE, 020132d, ATO, Income Tax Return - contextual variables, fy2016-17"
PIT_ITR,Income Tax Return,madip-ge-020133d-ato-atoitrdedexpoff1617-fy2016-17,"MADIP GE, 020133d, ATO, Income Tax Return - deductions expenses and offsets, fy2016-17"
PIT_ITR,Income Tax Return,madip-ge-020134d-ato-atoitrincloss1617-fy2016-17,"MADIP GE, 020134d, ATO, Income Tax Return - income and loss, fy2016-17"
PIT_ITR,Income Tax Return,madip-ge-020135d-ato-atoitrwhlddebt1617-fy2016-17,"MADIP GE, 020135d, ATO, Income Tax Return - tax withheld and debts, fy2016-17"
PIT_ITR,Income Tax Return,madip-ge-020137d-ato-atoitrcontext1718-fy2017-18,"MADIP GE, 020137d, ATO, Income Tax Return - contextual variables, fy2017-18"
PIT_ITR,Income Tax Return,madip-ge-020137d-ato-atoitrcontext1819-fy2018-19,"MADIP GE, 020137d, ATO, Income Tax Return - contextual variables, fy2018-19"
PIT_ITR,Income Tax Return,madip-ge-020138d-ato-atoitrdedexpoff1718-fy2017-18,"MADIP GE, 020138d, ATO, Income Tax Return - deductions expenses and offsets, fy2017-18"
PIT_ITR,Income Tax Return,madip-ge-020138d-ato-atoitrdedexpoff1819-fy2018-19,"MADIP GE, 020138d, ATO, Income Tax Return - deductions expenses and offsets, fy2018-19"
PIT_ITR,Income Tax Return,madip-ge-020139d-ato-atoitrincloss1718-fy2017-18,"MADIP GE, 020139d, ATO, Income Tax Return - income and loss, fy2017-18"
PIT_ITR,Income Tax Return,madip-ge-020139d-ato-atoitrincloss1819-fy2018-19,"MADIP GE, 020139d, ATO, Income Tax Return - income and loss, fy2018-19"
PIT_ITR,Income Tax Return,madip-ge-020140d-ato-atoitrwhlddebt1718-fy2017-18,"MADIP GE, 020140d, ATO, Income Tax Return - tax withheld and debts, fy2017-18"
PIT_ITR,Income Tax Return,madip-ge-020140d-ato-atoitrwhlddebt1819-fy2018-19,"MADIP GE, 020140d, ATO, Income Tax Return - tax withheld and debts, fy2018-19"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0001,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2000-01"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0102,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2001-02"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0203,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2002-03"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0304,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2003-04"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0405,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2004-05"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0506,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2005-06"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0607,"MADIP GE, 020156d, ATO, Income Tax Return - contextual variables, fy2006-07"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0708,"MADIP GE, 020160d, ATO, Income Tax Return - contextual variables, fy2007-08"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0809,"MADIP GE, 020164d, ATO, Income Tax Return - contextual variables, fy2008-09"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy0910,"MADIP GE, 020168d, ATO, Income Tax Return - contextual variables, fy2009-10"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy1920,"MADIP GE, 020149d, ATO, Income Tax Return - contextual variables, fy2019-20"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy2021,"MADIP GE, 020149d, ATO, Income Tax Return - contextual variables, fy2020-21"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy2021-22,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2021-22"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy2223,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2022-23"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy2324,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy2023-24"
PIT_ITR,Income Tax Return,madipge-ato-d-context-fy9900,"MADIP GE, d, ATO, Income Tax Return - contextual variables, fy1999-00"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0001,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2000-01"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0102,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2001-02"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0203,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2002-03"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0304,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2003-04"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0405,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2004-05"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0506,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2005-06"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0607,"MADIP GE, 020157d, ATO, Income Tax Return - deductions expenses and offsets, fy2006-07"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0708,"MADIP GE, 020161d, ATO, Income Tax Return - deductions expenses and offsets, fy2007-08"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0809,"MADIP GE, 020165d, ATO, Income Tax Return - deductions expenses and offsets, fy2008-09"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy0910,"MADIP GE, 020169d, ATO, Income Tax Return - deductions expenses and offsets, fy2009-10"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy1920,"MADIP GE, 020151d, ATO, Income Tax Return - deductions expenses and offsets, fy2019-20"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy2021,"MADIP GE, 020151d, ATO, Income Tax Return - deductions expenses and offsets, fy2020-21"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy2021-22,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2021-22"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy2223,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2022-23"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy2324,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy2023-24"
PIT_ITR,Income Tax Return,madipge-ato-d-ded-exp-off-fy9900,"MADIP GE, d, ATO, Income Tax Return - deductions expenses and offsets, fy1999-00"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0001,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2000-01"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0102,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2001-02"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0203,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2002-03"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0304,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2003-04"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0405,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2004-05"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0506,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2005-06"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0607,"MADIP GE, 020158d, ATO, Income Tax Return - income and loss, fy2006-07"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0708,"MADIP GE, 020162d, ATO, Income Tax Return - income and loss, fy2007-08"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0809,"MADIP GE, 020166d, ATO, Income Tax Return - income and loss, fy2008-09"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy0910,"MADIP GE, 020170d, ATO, Income Tax Return - income and loss, fy2009-10"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy1920,"MADIP GE, 020150d, ATO, Income Tax Return - income and loss, fy2019-20"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy2021,"MADIP GE, 020150d, ATO, Income Tax Return - income and loss, fy2020-21"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy2021-22,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2021-22"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy2223,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2022-23"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy2324,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy2023-24"
PIT_ITR,Income Tax Return,madipge-ato-d-inc-loss-fy9900,"MADIP GE, d, ATO, Income Tax Return - income and loss, fy1999-00"
PIT_ITR,Income Tax Return,madipge-ato-d-wages-salaries-fy1819,"MADIP GE, d, ATO, Income Tax Return - wages and salaries, fy2018-19"
PIT_ITR,Income Tax Return,madipge-ato-d-wages-salaries-fy1920,"MADIP GE, d, ATO, Income Tax Return - wages and salaries, fy2019-20"
PIT_ITR,Income Tax Return,madipge-ato-d-wages-salaries-fy2021,"MADIP GE, d, ATO, Income Tax Return - wages and salaries, fy2020-21"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0001,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2000-01"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0102,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2001-02"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0203,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2002-03"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0304,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2003-04"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0405,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2004-05"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0506,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2005-06"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0607,"MADIP GE, 020159d, ATO, Income Tax Return - tax withheld and debts, fy2006-07"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0708,"MADIP GE, 020163d, ATO, Income Tax Return - tax withheld and debts, fy2007-08"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0809,"MADIP GE, 020167d, ATO, Income Tax Return - tax withheld and debts, fy2008-09"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy0910,"MADIP GE, 020171d, ATO, Income Tax Return - tax withheld and debts, fy2009-10"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy1920,"MADIP GE, 020152d, ATO, Income Tax Return - tax withheld and debts, fy2019-20"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy2021,"MADIP GE, 020152d, ATO, Income Tax Return - tax withheld and debts, fy2020-21"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy2021-22,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2021-22"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy2223,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2022-23"
