"series","role","basis","year","index","projected"
"ato_avg_taxable_income","reference","financial_year",2029,1.355644,TRUE
"ato_company_avg_income","reference","calendar_year",1994,0.540536,TRUE
"ato_company_avg_income","reference","calendar_year",1995,0.557964,FALSE
"ato_company_avg_income","reference","calendar_year",1996,0.581749,FALSE
"ato_company_avg_income","reference","calendar_year",1997,0.597854,FALSE
"ato_company_avg_income","reference","calendar_year",1998,0.627525,FALSE
"ato_company_avg_income","reference","calendar_year",1999,0.649873,FALSE
"ato_company_avg_income","reference","calendar_year",2000,0.659237,FALSE
"ato_company_avg_income","reference","calendar_year",2001,0.673141,FALSE
"ato_company_avg_income","reference","calendar_year",2002,0.679545,FALSE
"ato_company_avg_income","reference","calendar_year",2003,0.674369,FALSE
"ato_company_avg_income","reference","calendar_year",2004,0.684803,FALSE
"ato_company_avg_income","reference","calendar_year",2005,0.721088,FALSE
"ato_company_avg_income","reference","calendar_year",2006,0.778162,FALSE
"ato_company_avg_income","reference","calendar_year",2007,0.845937,FALSE
"ato_company_avg_income","reference","calendar_year",2008,0.896472,FALSE
"ato_company_avg_income","reference","calendar_year",2009,0.892933,FALSE
"ato_company_avg_income","reference","calendar_year",2010,0.897238,FALSE
"ato_company_avg_income","reference","calendar_year",2011,0.933007,FALSE
"ato_company_avg_income","reference","calendar_year",2012,0.949465,FALSE
"ato_company_avg_income","reference","calendar_year",2013,0.940914,FALSE
"ato_company_avg_income","reference","calendar_year",2014,0.922822,FALSE
"ato_company_avg_income","reference","calendar_year",2015,0.916113,FALSE
"ato_company_avg_income","reference","calendar_year",2016,0.909986,FALSE
"ato_company_avg_income","reference","calendar_year",2017,0.925012,FALSE
"ato_company_avg_income","reference","calendar_year",2018,0.951579,FALSE
"ato_company_avg_income","reference","calendar_year",2019,0.95849,FALSE
"ato_company_avg_income","reference","calendar_year",2020,0.963883,FALSE
"ato_company_avg_income","reference","calendar_year",2021,1,FALSE
"ato_company_avg_income","reference","calendar_year",2022,1.080808,FALSE
"ato_company_avg_income","reference","calendar_year",2023,1.159202,FALSE
"ato_company_avg_income","reference","calendar_year",2024,1.199533,TRUE
"ato_company_avg_income","reference","calendar_year",2025,1.229555,TRUE
"ato_company_avg_income","reference","calendar_year",2026,1.26033,TRUE
"ato_company_avg_income","reference","calendar_year",2027,1.291874,TRUE
"ato_company_avg_income","reference","calendar_year",2028,1.324208,TRUE
"ato_company_avg_income","reference","calendar_year",2029,1.357351,TRUE
"ato_company_avg_income","reference","financial_year",1994,0.540536,FALSE
"ato_company_avg_income","reference","financial_year",1995,0.575393,FALSE
"ato_company_avg_income","reference","financial_year",1996,0.588104,FALSE
"ato_company_avg_income","reference","financial_year",1997,0.607604,FALSE
"ato_company_avg_income","reference","financial_year",1998,0.647446,FALSE
"ato_company_avg_income","reference","financial_year",1999,0.652299,FALSE
"ato_company_avg_income","reference","financial_year",2000,0.666176,FALSE
"ato_company_avg_income","reference","financial_year",2001,0.680107,FALSE
"ato_company_avg_income","reference","financial_year",2002,0.678984,FALSE
"ato_company_avg_income","reference","financial_year",2003,0.669753,FALSE
"ato_company_avg_income","reference","financial_year",2004,0.699853,FALSE
"ato_company_avg_income","reference","financial_year",2005,0.742323,FALSE
"ato_company_avg_income","reference","financial_year",2006,0.814001,FALSE
"ato_company_avg_income","reference","financial_year",2007,0.877872,FALSE
"ato_company_avg_income","reference","financial_year",2008,0.915072,FALSE
"ato_company_avg_income","reference","financial_year",2009,0.870794,FALSE
"ato_company_avg_income","reference","financial_year",2010,0.923681,FALSE
"ato_company_avg_income","reference","financial_year",2011,0.942334,FALSE
"ato_company_avg_income","reference","financial_year",2012,0.956597,FALSE
"ato_company_avg_income","reference","financial_year",2013,0.925231,FALSE
"ato_company_avg_income","reference","financial_year",2014,0.920414,FALSE
"ato_company_avg_income","reference","financial_year",2015,0.911812,FALSE
"ato_company_avg_income","reference","financial_year",2016,0.908161,FALSE
"ato_company_avg_income","reference","financial_year",2017,0.941863,FALSE
"ato_company_avg_income","reference","financial_year",2018,0.961295,FALSE
"ato_company_avg_income","reference","financial_year",2019,0.955685,FALSE
"ato_company_avg_income","reference","financial_year",2020,0.972082,FALSE
"ato_company_avg_income","reference","financial_year",2021,1.027918,FALSE
"ato_company_avg_income","reference","financial_year",2022,1.133698,FALSE
"ato_company_avg_income","reference","financial_year",2023,1.184707,FALSE
"ato_company_avg_income","reference","financial_year",2024,1.214358,TRUE
"ato_company_avg_income","reference","financial_year",2025,1.244752,TRUE
"ato_company_avg_income","reference","financial_year",2026,1.275907,TRUE
"ato_company_avg_income","reference","financial_year",2027,1.307841,TRUE
"ato_company_avg_income","reference","financial_year",2028,1.340575,TRUE
"ato_company_avg_income","reference","financial_year",2029,1.374128,TRUE
"ato_company_avg_wages","reference","calendar_year",1994,0.34085,TRUE
"ato_company_avg_wages","reference","calendar_year",1995,0.346018,FALSE
"ato_company_avg_wages","reference","calendar_year",1996,0.358451,FALSE
"ato_company_avg_wages","reference","calendar_year",1997,0.370538,FALSE
"ato_company_avg_wages","reference","calendar_year",1998,0.378617,FALSE
"ato_company_avg_wages","reference","calendar_year",1999,0.396968,FALSE
"ato_company_avg_wages","reference","calendar_year",2000,0.420955,FALSE
"ato_company_avg_wages","reference","calendar_year",2001,0.448809,FALSE
"ato_company_avg_wages","reference","calendar_year",2002,0.480671,FALSE
"ato_company_avg_wages","reference","calendar_year",2003,0.509194,FALSE
"ato_company_avg_wages","reference","calendar_year",2004,0.543762,FALSE
"ato_company_avg_wages","reference","calendar_year",2005,0.596862,FALSE
"ato_company_avg_wages","reference","calendar_year",2006,0.65336,FALSE
"ato_company_avg_wages","reference","calendar_year",2007,0.705595,FALSE
"ato_company_avg_wages","reference","calendar_year",2008,0.762343,FALSE
"ato_company_avg_wages","reference","calendar_year",2009,0.791496,FALSE
"ato_company_avg_wages","reference","calendar_year",2010,0.817738,FALSE
"ato_company_avg_wages","reference","calendar_year",2011,0.863675,FALSE
"ato_company_avg_wages","reference","calendar_year",2012,0.901878,FALSE
"ato_company_avg_wages","reference","calendar_year",2013,0.913606,FALSE
"ato_company_avg_wages","reference","calendar_year",2014,0.911394,FALSE
"ato_company_avg_wages","reference","calendar_year",2015,0.9095,FALSE
"ato_company_avg_wages","reference","calendar_year",2016,0.906154,FALSE
"ato_company_avg_wages","reference","calendar_year",2017,0.922896,FALSE
"ato_company_avg_wages","reference","calendar_year",2018,0.953986,FALSE
"ato_company_avg_wages","reference","calendar_year",2019,0.955747,FALSE
"ato_company_avg_wages","reference","calendar_year",2020,0.949817,FALSE
"ato_company_avg_wages","reference","calendar_year",2021,1,FALSE
"ato_company_avg_wages","reference","calendar_year",2022,1.105192,FALSE
"ato_company_avg_wages","reference","calendar_year",2023,1.228624,FALSE
"ato_company_avg_wages","reference","calendar_year",2024,1.312509,TRUE
"ato_company_avg_wages","reference","calendar_year",2025,1.359204,TRUE
"ato_company_avg_wages","reference","calendar_year",2026,1.40756,TRUE
"ato_company_avg_wages","reference","calendar_year",2027,1.457637,TRUE
"ato_company_avg_wages","reference","calendar_year",2028,1.509495,TRUE
"ato_company_avg_wages","reference","calendar_year",2029,1.563198,TRUE
"ato_company_avg_wages","reference","financial_year",1994,0.34085,FALSE
"ato_company_avg_wages","reference","financial_year",1995,0.351185,FALSE
"ato_company_avg_wages","reference","financial_year",1996,0.365717,FALSE
"ato_company_avg_wages","reference","financial_year",1997,0.375359,FALSE
"ato_company_avg_wages","reference","financial_year",1998,0.381875,FALSE
"ato_company_avg_wages","reference","financial_year",1999,0.41206,FALSE
"ato_company_avg_wages","reference","financial_year",2000,0.429849,FALSE
"ato_company_avg_wages","reference","financial_year",2001,0.467768,FALSE
"ato_company_avg_wages","reference","financial_year",2002,0.493575,FALSE
"ato_company_avg_wages","reference","financial_year",2003,0.524813,FALSE
"ato_company_avg_wages","reference","financial_year",2004,0.56271,FALSE
"ato_company_avg_wages","reference","financial_year",2005,0.631013,FALSE
"ato_company_avg_wages","reference","financial_year",2006,0.675706,FALSE
"ato_company_avg_wages","reference","financial_year",2007,0.735484,FALSE
"ato_company_avg_wages","reference","financial_year",2008,0.789201,FALSE
"ato_company_avg_wages","reference","financial_year",2009,0.793791,FALSE
"ato_company_avg_wages","reference","financial_year",2010,0.841686,FALSE
"ato_company_avg_wages","reference","financial_year",2011,0.885665,FALSE
"ato_company_avg_wages","reference","financial_year",2012,0.918091,FALSE
"ato_company_avg_wages","reference","financial_year",2013,0.90912,FALSE
"ato_company_avg_wages","reference","financial_year",2014,0.913667,FALSE
"ato_company_avg_wages","reference","financial_year",2015,0.905333,FALSE
"ato_company_avg_wages","reference","financial_year",2016,0.906975,FALSE
"ato_company_avg_wages","reference","financial_year",2017,0.938818,FALSE
"ato_company_avg_wages","reference","financial_year",2018,0.969155,FALSE
"ato_company_avg_wages","reference","financial_year",2019,0.942339,FALSE
"ato_company_avg_wages","reference","financial_year",2020,0.957295,FALSE
"ato_company_avg_wages","reference","financial_year",2021,1.042705,FALSE
"ato_company_avg_wages","reference","financial_year",2022,1.167679,FALSE
"ato_company_avg_wages","reference","financial_year",2023,1.289569,FALSE
"ato_company_avg_wages","reference","financial_year",2024,1.335448,TRUE
"ato_company_avg_wages","reference","financial_year",2025,1.382959,TRUE
"ato_company_avg_wages","reference","financial_year",2026,1.432161,TRUE
"ato_company_avg_wages","reference","financial_year",2027,1.483113,TRUE
"ato_company_avg_wages","reference","financial_year",2028,1.535877,TRUE
"ato_company_avg_wages","reference","financial_year",2029,1.590519,TRUE
"awote","reference","calendar_year",1994,0.366964,TRUE
"awote","reference","calendar_year",1995,0.375102,FALSE
"awote","reference","calendar_year",1996,0.390044,FALSE
"awote","reference","calendar_year",1997,0.404585,FALSE
"awote","reference","calendar_year",1998,0.419742,FALSE
"awote","reference","calendar_year",1999,0.434612,FALSE
"awote","reference","calendar_year",2000,0.453114,FALSE
"awote","reference","calendar_year",2001,0.476482,FALSE
"awote","reference","calendar_year",2002,0.502031,FALSE
"awote","reference","calendar_year",2003,0.525772,FALSE
"awote","reference","calendar_year",2004,0.549297,FALSE
"awote","reference","calendar_year",2005,0.573627,FALSE
"awote","reference","calendar_year",2006,0.596894,FALSE
"awote","reference","calendar_year",2007,0.622816,FALSE
"awote","reference","calendar_year",2008,0.655098,FALSE
"awote","reference","calendar_year",2009,0.69223,FALSE
"awote","reference","calendar_year",2010,0.725832,FALSE
"awote","reference","calendar_year",2011,0.754884,FALSE
"awote","reference","calendar_year",2012,0.788902,FALSE
"awote","reference","calendar_year",2013,0.819303,FALSE
"awote","reference","calendar_year",2014,0.839857,FALSE
"awote","reference","calendar_year",2015,0.857856,FALSE
"awote","reference","calendar_year",2016,0.874578,FALSE
"awote","reference","calendar_year",2017,0.894444,FALSE
"awote","reference","calendar_year",2018,0.917941,FALSE
"awote","reference","calendar_year",2019,0.949145,FALSE
"awote","reference","calendar_year",2020,0.979058,FALSE
"awote","reference","calendar_year",2021,1,FALSE
"awote","reference","calendar_year",2022,1.028291,FALSE
"awote","reference","calendar_year",2023,1.07049,FALSE
"awote","reference","calendar_year",2024,1.119293,FALSE
"awote","reference","calendar_year",2025,1.161487,TRUE
"awote","reference","calendar_year",2026,1.196562,TRUE
"awote","reference","calendar_year",2027,1.232697,TRUE
"awote","reference","calendar_year",2028,1.269922,TRUE
"awote","reference","calendar_year",2029,1.308272,TRUE
"awote","reference","financial_year",1994,0.366964,FALSE
"awote","reference","financial_year",1995,0.383241,FALSE
"awote","reference","financial_year",1996,0.396848,FALSE
"awote","reference","financial_year",1997,0.412321,FALSE
"awote","reference","financial_year",1998,0.427163,FALSE
"awote","reference","financial_year",1999,0.442062,FALSE
"awote","reference","financial_year",2000,0.464166,FALSE
"awote","reference","financial_year",2001,0.488797,FALSE
"awote","reference","financial_year",2002,0.515265,FALSE
"awote","reference","financial_year",2003,0.536279,FALSE
"awote","reference","financial_year",2004,0.562316,FALSE
"awote","reference","financial_year",2005,0.584937,FALSE
"awote","reference","financial_year",2006,0.60885,FALSE
"awote","reference","financial_year",2007,0.636783,FALSE
"awote","reference","financial_year",2008,0.673413,FALSE
"awote","reference","financial_year",2009,0.711048,FALSE
"awote","reference","financial_year",2010,0.740616,FALSE
"awote","reference","financial_year",2011,0.769151,FALSE
"awote","reference","financial_year",2012,0.808652,FALSE
"awote","reference","financial_year",2013,0.829953,FALSE
"awote","reference","financial_year",2014,0.849761,FALSE
"awote","reference","financial_year",2015,0.865952,FALSE
"awote","reference","financial_year",2016,0.883205,FALSE
"awote","reference","financial_year",2017,0.905683,FALSE
"awote","reference","financial_year",2018,0.930199,FALSE
"awote","reference","financial_year",2019,0.968092,FALSE
"awote","reference","financial_year",2020,0.990024,FALSE
"awote","reference","financial_year",2021,1.009976,FALSE
"awote","reference","financial_year",2022,1.046606,FALSE
"awote","reference","financial_year",2023,1.094375,FALSE
"awote","reference","financial_year",2024,1.14421,FALSE
"awote","reference","financial_year",2025,1.178764,TRUE
"awote","reference","financial_year",2026,1.214361,TRUE
"awote","reference","financial_year",2027,1.251033,TRUE
"awote","reference","financial_year",2028,1.288812,TRUE
"awote","reference","financial_year",2029,1.327732,TRUE
"cpi","reference","calendar_year",1994,0.52777,TRUE
"cpi","reference","calendar_year",1995,0.538932,FALSE
"cpi","reference","calendar_year",1996,0.553704,FALSE
"cpi","reference","calendar_year",1997,0.55727,FALSE
"cpi","reference","calendar_year",1998,0.560866,FALSE
"cpi","reference","calendar_year",1999,0.571204,FALSE
"cpi","reference","calendar_year",2000,0.595161,FALSE
"cpi","reference","calendar_year",2001,0.6212,FALSE
"cpi","reference","calendar_year",2002,0.639688,FALSE
"cpi","reference","calendar_year",2003,0.657053,FALSE
"cpi","reference","calendar_year",2004,0.67274,FALSE
"cpi","reference","calendar_year",2005,0.691737,FALSE
"cpi","reference","calendar_year",2006,0.712952,FALSE
"cpi","reference","calendar_year",2007,0.735501,FALSE
"cpi","reference","calendar_year",2008,0.759413,FALSE
"cpi","reference","calendar_year",2009,0.780013,FALSE
"cpi","reference","calendar_year",2010,0.801259,FALSE
"cpi","reference","calendar_year",2011,0.822968,FALSE
"cpi","reference","calendar_year",2012,0.841786,FALSE
"cpi","reference","calendar_year",2013,0.862746,FALSE
"cpi","reference","calendar_year",2014,0.881774,FALSE
"cpi","reference","calendar_year",2015,0.895303,FALSE
"cpi","reference","calendar_year",2016,0.909117,FALSE
"cpi","reference","calendar_year",2017,0.925747,FALSE
"cpi","reference","calendar_year",2018,0.942273,FALSE
"cpi","reference","calendar_year",2019,0.956311,FALSE
"cpi","reference","calendar_year",2020,0.97041,FALSE
"cpi","reference","calendar_year",2021,1,FALSE
"cpi","reference","calendar_year",2022,1.057817,FALSE
"cpi","reference","calendar_year",2023,1.116623,FALSE
"cpi","reference","calendar_year",2024,1.15342,FALSE
"cpi","reference","calendar_year",2025,1.189033,FALSE
"cpi","reference","calendar_year",2026,1.228885,TRUE
"cpi","reference","calendar_year",2027,1.265684,TRUE
"cpi","reference","calendar_year",2028,1.303584,TRUE
"cpi","reference","calendar_year",2029,1.34262,TRUE
"cpi","reference","financial_year",1994,0.52777,FALSE
"cpi","reference","financial_year",1995,0.550094,FALSE
"cpi","reference","financial_year",1996,0.557315,FALSE
"cpi","reference","financial_year",1997,0.557225,FALSE
"cpi","reference","financial_year",1998,0.564507,FALSE
"cpi","reference","financial_year",1999,0.577901,FALSE
"cpi","reference","financial_year",2000,0.61242,FALSE
"cpi","reference","financial_year",2001,0.62998,FALSE
"cpi","reference","financial_year",2002,0.649397,FALSE
"cpi","reference","financial_year",2003,0.664709,FALSE
"cpi","reference","financial_year",2004,0.68077,FALSE
"cpi","reference","financial_year",2005,0.702704,FALSE
"cpi","reference","financial_year",2006,0.7232,FALSE
"cpi","reference","financial_year",2007,0.747801,FALSE
"cpi","reference","financial_year",2008,0.771024,FALSE
"cpi","reference","financial_year",2009,0.789003,FALSE
"cpi","reference","financial_year",2010,0.813514,FALSE
"cpi","reference","financial_year",2011,0.832422,FALSE
"cpi","reference","financial_year",2012,0.85115,FALSE
"cpi","reference","financial_year",2013,0.874343,FALSE
"cpi","reference","financial_year",2014,0.889205,FALSE
"cpi","reference","financial_year",2015,0.901401,FALSE
"cpi","reference","financial_year",2016,0.916833,FALSE
"cpi","reference","financial_year",2017,0.934662,FALSE
"cpi","reference","financial_year",2018,0.949884,FALSE
"cpi","reference","financial_year",2019,0.962739,FALSE
"cpi","reference","financial_year",2020,0.978081,FALSE
"cpi","reference","financial_year",2021,1.021919,FALSE
"cpi","reference","financial_year",2022,1.093715,FALSE
"cpi","reference","financial_year",2023,1.139531,FALSE
"cpi","reference","financial_year",2024,1.167308,FALSE
"cpi","reference","financial_year",2025,1.210757,FALSE
"cpi","reference","financial_year",2026,1.247013,TRUE
"cpi","reference","financial_year",2027,1.284355,TRUE
"cpi","reference","financial_year",2028,1.322814,TRUE
"cpi","reference","financial_year",2029,1.362426,TRUE
"gdp_nominal","reference","calendar_year",1994,0.224304,TRUE
"gdp_nominal","reference","calendar_year",1995,0.231799,FALSE
"gdp_nominal","reference","calendar_year",1996,0.24556,FALSE
"gdp_nominal","reference","calendar_year",1997,0.259215,FALSE
"gdp_nominal","reference","calendar_year",1998,0.273982,FALSE
"gdp_nominal","reference","calendar_year",1999,0.290601,FALSE
"gdp_nominal","reference","calendar_year",2000,0.309989,FALSE
"gdp_nominal","reference","calendar_year",2001,0.331182,FALSE
"gdp_nominal","reference","calendar_year",2002,0.35279,FALSE
"gdp_nominal","reference","calendar_year",2003,0.377132,FALSE
"gdp_nominal","reference","calendar_year",2004,0.404795,FALSE
"gdp_nominal","reference","calendar_year",2005,0.435472,FALSE
"gdp_nominal","reference","calendar_year",2006,0.472538,FALSE
"gdp_nominal","reference","calendar_year",2007,0.513399,FALSE
"gdp_nominal","reference","calendar_year",2008,0.552799,FALSE
"gdp_nominal","reference","calendar_year",2009,0.581326,FALSE
"gdp_nominal","reference","calendar_year",2010,0.616882,FALSE
"gdp_nominal","reference","calendar_year",2011,0.661422,FALSE
"gdp_nominal","reference","calendar_year",2012,0.688696,FALSE
"gdp_nominal","reference","calendar_year",2013,0.711402,FALSE
"gdp_nominal","reference","calendar_year",2014,0.731066,FALSE
"gdp_nominal","reference","calendar_year",2015,0.744192,FALSE
"gdp_nominal","reference","calendar_year",2016,0.774433,FALSE
"gdp_nominal","reference","calendar_year",2017,0.816098,FALSE
"gdp_nominal","reference","calendar_year",2018,0.859119,FALSE
"gdp_nominal","reference","calendar_year",2019,0.890754,FALSE
"gdp_nominal","reference","calendar_year",2020,0.921431,FALSE
"gdp_nominal","reference","calendar_year",2021,1,FALSE
"gdp_nominal","reference","calendar_year",2022,1.109756,FALSE
"gdp_nominal","reference","calendar_year",2023,1.187246,FALSE
"gdp_nominal","reference","calendar_year",2024,1.232461,FALSE
"gdp_nominal","reference","calendar_year",2025,1.288708,TRUE
"gdp_nominal","reference","calendar_year",2026,1.359176,TRUE
"gdp_nominal","reference","calendar_year",2027,1.433498,TRUE
"gdp_nominal","reference","calendar_year",2028,1.511884,TRUE
"gdp_nominal","reference","calendar_year",2029,1.594556,TRUE
"gdp_nominal","reference","financial_year",1994,0.224304,FALSE
"gdp_nominal","reference","financial_year",1995,0.239294,FALSE
"gdp_nominal","reference","financial_year",1996,0.251826,FALSE
"gdp_nominal","reference","financial_year",1997,0.266605,FALSE
"gdp_nominal","reference","financial_year",1998,0.281358,FALSE
"gdp_nominal","reference","financial_year",1999,0.299844,FALSE
"gdp_nominal","reference","financial_year",2000,0.320134,FALSE
"gdp_nominal","reference","financial_year",2001,0.34223,FALSE
"gdp_nominal","reference","financial_year",2002,0.36335,FALSE
"gdp_nominal","reference","financial_year",2003,0.390914,FALSE
"gdp_nominal","reference","financial_year",2004,0.418675,FALSE
"gdp_nominal","reference","financial_year",2005,0.45227,FALSE
"gdp_nominal","reference","financial_year",2006,0.492807,FALSE
"gdp_nominal","reference","financial_year",2007,0.533992,FALSE
"gdp_nominal","reference","financial_year",2008,0.571606,FALSE
"gdp_nominal","reference","financial_year",2009,0.591047,FALSE
"gdp_nominal","reference","financial_year",2010,0.642717,FALSE
"gdp_nominal","reference","financial_year",2011,0.680128,FALSE
"gdp_nominal","reference","financial_year",2012,0.697265,FALSE
"gdp_nominal","reference","financial_year",2013,0.725539,FALSE
"gdp_nominal","reference","financial_year",2014,0.736592,FALSE
"gdp_nominal","reference","financial_year",2015,0.751792,FALSE
"gdp_nominal","reference","financial_year",2016,0.797074,FALSE
"gdp_nominal","reference","financial_year",2017,0.835122,FALSE
"gdp_nominal","reference","financial_year",2018,0.883116,FALSE
"gdp_nominal","reference","financial_year",2019,0.898392,FALSE
"gdp_nominal","reference","financial_year",2020,0.944471,FALSE
"gdp_nominal","reference","financial_year",2021,1.055529,FALSE
"gdp_nominal","reference","financial_year",2022,1.163982,FALSE
"gdp_nominal","reference","financial_year",2023,1.210511,FALSE
"gdp_nominal","reference","financial_year",2024,1.254411,FALSE
"gdp_nominal","reference","financial_year",2025,1.323005,TRUE
"gdp_nominal","reference","financial_year",2026,1.395348,TRUE
"gdp_nominal","reference","financial_year",2027,1.471648,TRUE
"gdp_nominal","reference","financial_year",2028,1.55212,TRUE
"gdp_nominal","reference","financial_year",2029,1.636992,TRUE
"mtawe","reference","calendar_year",1994,0.382252,TRUE
"mtawe","reference","calendar_year",1995,0.391027,FALSE
"mtawe","reference","calendar_year",1996,0.40567,FALSE
"mtawe","reference","calendar_year",1997,0.419288,FALSE
"mtawe","reference","calendar_year",1998,0.4341,FALSE
"mtawe","reference","calendar_year",1999,0.447445,FALSE
"mtawe","reference","calendar_year",2000,0.462166,FALSE
"mtawe","reference","calendar_year",2001,0.482858,FALSE
"mtawe","reference","calendar_year",2002,0.509652,FALSE
"mtawe","reference","calendar_year",2003,0.535796,FALSE
"mtawe","reference","calendar_year",2004,0.561513,FALSE
"mtawe","reference","calendar_year",2005,0.585515,FALSE
"mtawe","reference","calendar_year",2006,0.60748,FALSE
"mtawe","reference","calendar_year",2007,0.633845,FALSE
"mtawe","reference","calendar_year",2008,0.666831,FALSE
"mtawe","reference","calendar_year",2009,0.70436,FALSE
"mtawe","reference","calendar_year",2010,0.739203,FALSE
"mtawe","reference","calendar_year",2011,0.772279,FALSE
"mtawe","reference","calendar_year",2012,0.807926,FALSE
"mtawe","reference","calendar_year",2013,0.837706,FALSE
"mtawe","reference","calendar_year",2014,0.860112,FALSE
"mtawe","reference","calendar_year",2015,0.874833,FALSE
"mtawe","reference","calendar_year",2016,0.886477,FALSE
"mtawe","reference","calendar_year",2017,0.904677,FALSE
"mtawe","reference","calendar_year",2018,0.924227,FALSE
"mtawe","reference","calendar_year",2019,0.951307,FALSE
"mtawe","reference","calendar_year",2020,0.978464,FALSE
"mtawe","reference","calendar_year",2021,1,FALSE
"mtawe","reference","calendar_year",2022,1.03026,FALSE
"mtawe","reference","calendar_year",2023,1.068503,FALSE
"mtawe","reference","calendar_year",2024,1.1129,FALSE
"mtawe","reference","calendar_year",2025,1.152686,TRUE
"mtawe","reference","calendar_year",2026,1.18381,TRUE
"mtawe","reference","calendar_year",2027,1.215775,TRUE
"mtawe","reference","calendar_year",2028,1.248603,TRUE
"mtawe","reference","calendar_year",2029,1.282317,TRUE
"mtawe","reference","financial_year",1994,0.382252,FALSE
"mtawe","reference","financial_year",1995,0.399803,FALSE
"mtawe","reference","financial_year",1996,0.411538,FALSE
"mtawe","reference","financial_year",1997,0.427038,FALSE
"mtawe","reference","financial_year",1998,0.441162,FALSE
"mtawe","reference","financial_year",1999,0.453728,FALSE
"mtawe","reference","financial_year",2000,0.470604,FALSE
"mtawe","reference","financial_year",2001,0.495112,FALSE
"mtawe","reference","financial_year",2002,0.524191,FALSE
"mtawe","reference","financial_year",2003,0.547402,FALSE
"mtawe","reference","financial_year",2004,0.575623,FALSE
"mtawe","reference","financial_year",2005,0.595407,FALSE
"mtawe","reference","financial_year",2006,0.619553,FALSE
"mtawe","reference","financial_year",2007,0.648138,FALSE
"mtawe","reference","financial_year",2008,0.685524,FALSE
"mtawe","reference","financial_year",2009,0.723197,FALSE
"mtawe","reference","financial_year",2010,0.755209,FALSE
"mtawe","reference","financial_year",2011,0.78935,FALSE
"mtawe","reference","financial_year",2012,0.826503,FALSE
"mtawe","reference","financial_year",2013,0.848909,FALSE
"mtawe","reference","financial_year",2014,0.871315,FALSE
"mtawe","reference","financial_year",2015,0.878351,FALSE
"mtawe","reference","financial_year",2016,0.894604,FALSE
"mtawe","reference","financial_year",2017,0.914751,FALSE
"mtawe","reference","financial_year",2018,0.933704,FALSE
"mtawe","reference","financial_year",2019,0.968909,FALSE
"mtawe","reference","financial_year",2020,0.988018,FALSE
"mtawe","reference","financial_year",2021,1.011982,FALSE
"mtawe","reference","financial_year",2022,1.048538,FALSE
"mtawe","reference","financial_year",2023,1.088469,FALSE
"mtawe","reference","financial_year",2024,1.137331,FALSE
"mtawe","reference","financial_year",2025,1.168041,TRUE
"mtawe","reference","financial_year",2026,1.19958,TRUE
"mtawe","reference","financial_year",2027,1.23197,TRUE
"mtawe","reference","financial_year",2028,1.265236,TRUE
"mtawe","reference","financial_year",2029,1.299399,TRUE
"wpi","reference","calendar_year",1994,0.44216,TRUE
"wpi","reference","calendar_year",1995,0.450121,TRUE
"wpi","reference","calendar_year",1996,0.466331,TRUE
"wpi","reference","calendar_year",1997,0.483124,TRUE
"wpi","reference","calendar_year",1998,0.499408,FALSE
"wpi","reference","calendar_year",1999,0.514522,FALSE
"wpi","reference","calendar_year",2000,0.531002,FALSE
"wpi","reference","calendar_year",2001,0.549121,FALSE
"wpi","reference","calendar_year",2002,0.567696,FALSE
"wpi","reference","calendar_year",2003,0.587635,FALSE
"wpi","reference","calendar_year",2004,0.609305,FALSE
"wpi","reference","calendar_year",2005,0.633433,FALSE
"wpi","reference","calendar_year",2006,0.65911,FALSE
"wpi","reference","calendar_year",2007,0.686151,FALSE
"wpi","reference","calendar_year",2008,0.714377,FALSE
"wpi","reference","calendar_year",2009,0.73978,FALSE
"wpi","reference","calendar_year",2010,0.765365,FALSE
"wpi","reference","calendar_year",2011,0.793681,FALSE
"wpi","reference","calendar_year",2012,0.821178,FALSE
"wpi","reference","calendar_year",2013,0.845488,FALSE
"wpi","reference","calendar_year",2014,0.866703,FALSE
"wpi","reference","calendar_year",2015,0.886279,FALSE
"wpi","reference","calendar_year",2016,0.904307,FALSE
"wpi","reference","calendar_year",2017,0.922426,FALSE
"wpi","reference","calendar_year",2018,0.942639,FALSE
"wpi","reference","calendar_year",2019,0.963489,FALSE
"wpi","reference","calendar_year",2020,0.98088,FALSE
"wpi","reference","calendar_year",2021,1,FALSE
"wpi","reference","calendar_year",2022,1.029227,FALSE
"wpi","reference","calendar_year",2023,1.068287,FALSE
"wpi","reference","calendar_year",2024,1.108258,FALSE
"wpi","reference","calendar_year",2025,1.14094,TRUE
"wpi","reference","calendar_year",2026,1.169882,TRUE
"wpi","reference","calendar_year",2027,1.199559,TRUE
"wpi","reference","calendar_year",2028,1.229988,TRUE
"wpi","reference","calendar_year",2029,1.261189,TRUE
"wpi","reference","financial_year",1994,0.44216,TRUE
"wpi","reference","financial_year",1995,0.458082,TRUE
"wpi","reference","financial_year",1996,0.474579,TRUE
"wpi","reference","financial_year",1997,0.491669,FALSE
"wpi","reference","financial_year",1998,0.507147,FALSE
"wpi","reference","financial_year",1999,0.521897,FALSE
"wpi","reference","financial_year",2000,0.540107,FALSE
"wpi","reference","financial_year",2001,0.558135,FALSE
"wpi","reference","financial_year",2002,0.577256,FALSE
"wpi","reference","financial_year",2003,0.598015,FALSE
"wpi","reference","financial_year",2004,0.620595,FALSE
"wpi","reference","financial_year",2005,0.646272,FALSE
