"item_num","category","group","sub_heading","benefit_type","schedule_fee","benefit_75","benefit_85","benefit_100","anaes","weight"
13757,3,"T1",NA,"C",85.1,63.85,72.35,0,"N",2.38583055234942e-05
13760,3,"T1",NA,"C",889.65,667.25,787.25,0,"N",2.38583055234942e-05
13761,3,"T1",NA,"A",2139.55,1604.7,0,0,"N",2.38583055234942e-05
13762,3,"T1",NA,"A",2139.55,1604.7,0,0,"N",2.38583055234942e-05
13815,3,"T1",NA,"A",132.6,99.45,0,0,"N",2.38583055234942e-05
13818,3,"T1",NA,"A",132.65,99.5,0,0,"N",2.38583055234942e-05
13830,3,"T1",NA,"A",87.85,65.9,0,0,"N",2.38583055234942e-05
13832,3,"T1",NA,"A",1028.65,771.5,0,0,"N",2.38583055234942e-05
13834,3,"T1",NA,"A",575.85,431.9,0,0,"N",2.38583055234942e-05
13835,3,"T1",NA,"A",133.95,100.5,0,0,"N",2.38583055234942e-05
13837,3,"T1",NA,"A",575.85,431.9,0,0,"N",2.38583055234942e-05
13838,3,"T1",NA,"A",133.95,100.5,0,0,"N",2.38583055234942e-05
13839,3,"T1",NA,"C",26.95,20.25,22.95,0,"N",2.38583055234942e-05
13840,3,"T1",NA,"A",689.2,516.9,0,0,"N",2.38583055234942e-05
13842,3,"T1",NA,"C",109.1,81.85,92.75,0,"N",2.38583055234942e-05
13848,3,"T1",NA,"A",182.1,136.6,0,0,"N",2.38583055234942e-05
13851,3,"T1",NA,"A",575.85,431.9,0,0,"N",2.38583055234942e-05
13854,3,"T1",NA,"A",133.95,100.5,0,0,"N",2.38583055234942e-05
13857,3,"T1",NA,"C",170.8,128.1,145.2,0,"N",2.38583055234942e-05
13870,3,"T1",NA,"A",422.45,316.85,0,0,"N",2.38583055234942e-05
13873,3,"T1",NA,"A",313.3,235,0,0,"N",2.38583055234942e-05
13876,3,"T1",NA,"A",89.7,67.3,0,0,"N",2.38583055234942e-05
13881,3,"T1",NA,"A",170.8,128.1,0,0,"N",2.38583055234942e-05
13882,3,"T1",NA,"A",134.45,100.85,0,0,"N",2.38583055234942e-05
13885,3,"T1",NA,"A",179.25,134.45,0,0,"N",2.38583055234942e-05
13888,3,"T1",NA,"A",89.7,67.3,0,0,"N",2.38583055234942e-05
13899,3,"T1",NA,"C",312.45,234.35,265.6,0,"N",2.38583055234942e-05
13950,3,"T1",NA,"C",126,94.5,107.1,0,"N",2.38583055234942e-05
14050,3,"T1",NA,"C",61.6,46.2,52.4,0,"N",2.38583055234942e-05
14100,3,"T1",NA,"C",177.85,133.4,151.2,0,"N",2.38583055234942e-05
14106,3,"T1",NA,"C",186.85,140.15,158.85,0,"N",2.38583055234942e-05
14115,3,"T1",NA,"C",299.2,224.4,254.35,0,"N",2.38583055234942e-05
14118,3,"T1",NA,"C",379.95,285,323,0,"N",2.38583055234942e-05
14124,3,"T1",NA,"C",177.85,133.4,151.2,0,"N",2.38583055234942e-05
14201,3,"T1",NA,"C",276.3,207.25,234.9,0,"N",2.38583055234942e-05
14202,3,"T1",NA,"C",139.85,104.9,118.9,0,"N",2.38583055234942e-05
14203,3,"T1",NA,"C",59.65,44.75,50.75,0,"N",2.38583055234942e-05
14206,3,"T1",NA,"C",41.5,31.15,35.3,0,"N",2.38583055234942e-05
14212,3,"T1",NA,"A",216.1,162.1,0,0,"N",2.38583055234942e-05
14216,3,"T1",NA,"C",209,156.75,177.65,0,"N",2.38583055234942e-05
14217,3,"T1",NA,"C",179.35,134.55,152.45,0,"N",2.38583055234942e-05
14218,3,"T1",NA,"C",114.3,85.75,97.2,0,"N",2.38583055234942e-05
14219,3,"T1",NA,"C",209,156.75,177.65,0,"N",2.38583055234942e-05
14220,3,"T1",NA,"C",179.35,134.55,152.45,0,"N",2.38583055234942e-05
14221,3,"T1",NA,"C",61.25,45.95,52.1,0,"N",2.38583055234942e-05
14224,3,"T1",NA,"A",179.35,134.55,0,0,"N",2.38583055234942e-05
14227,3,"T1",NA,"C",114.3,85.75,97.2,0,"N",2.38583055234942e-05
14234,3,"T1",NA,"A",422.15,316.65,0,0,"N",2.38583055234942e-05
14237,3,"T1",NA,"A",769.8,577.35,0,0,"N",2.38583055234942e-05
14245,3,"T1",NA,"C",114.3,85.75,97.2,0,"N",2.38583055234942e-05
14247,3,"T1",NA,"A",2158.85,1619.15,0,0,"N",2.38583055234942e-05
14249,3,"T1",NA,"A",2158.85,1619.15,0,0,"N",2.38583055234942e-05
14255,3,"T1",NA,"C",173.05,129.8,147.1,0,"N",2.38583055234942e-05
14256,3,"T1",NA,"C",332.85,249.65,282.95,0,"N",2.38583055234942e-05
14257,3,"T1",NA,"C",662.9,497.2,563.5,0,"N",2.38583055234942e-05
14258,3,"T1",NA,"C",129.9,97.45,110.45,0,"N",2.38583055234942e-05
14259,3,"T1",NA,"C",249.65,187.25,212.25,0,"N",2.38583055234942e-05
14260,3,"T1",NA,"C",497.15,372.9,422.6,0,"N",2.38583055234942e-05
14263,3,"T1",NA,"C",60.95,45.75,51.85,0,"N",2.38583055234942e-05
14264,3,"T1",NA,"C",137.15,102.9,116.6,0,"N",2.38583055234942e-05
14265,3,"T1",NA,"C",45.65,34.25,38.85,0,"N",2.38583055234942e-05
14266,3,"T1",NA,"C",102.85,77.15,87.45,0,"N",2.38583055234942e-05
14270,3,"T1",NA,"C",153.75,115.35,130.7,0,"N",2.38583055234942e-05
14272,3,"T1",NA,"C",115.35,86.55,98.05,0,"N",2.38583055234942e-05
14277,3,"T1",NA,"C",173.05,129.8,147.1,0,"N",2.38583055234942e-05
14278,3,"T1",NA,"C",129.9,97.45,110.45,0,"N",2.38583055234942e-05
14280,3,"T1",NA,"C",173.05,129.8,147.1,0,"N",2.38583055234942e-05
14283,3,"T1",NA,"C",129.9,97.45,110.45,0,"N",2.38583055234942e-05
14285,3,"T1",NA,"C",173.05,129.8,147.1,0,"N",2.38583055234942e-05
14288,3,"T1",NA,"C",129.9,97.45,110.45,0,"N",2.38583055234942e-05
20100,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20102,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20104,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20120,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20124,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20140,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20142,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20143,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20144,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20145,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20146,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20147,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20148,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20160,3,"T10",NA,"C",138.6,103.95,117.85,0,"N",2.38583055234942e-05
20162,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20164,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20170,3,"T10",NA,"C",138.6,103.95,117.85,0,"N",2.38583055234942e-05
20172,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20174,3,"T10",NA,"A",207.9,155.95,0,0,"N",2.38583055234942e-05
20176,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20190,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20192,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20210,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20212,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20214,3,"T10",NA,"A",207.9,155.95,0,0,"N",2.38583055234942e-05
20216,3,"T10",NA,"A",462,346.5,0,0,"N",2.38583055234942e-05
20220,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20222,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20225,3,"T10",NA,"A",277.2,207.9,0,0,"N",2.38583055234942e-05
20230,3,"T10",NA,"A",277.2,207.9,0,0,"N",2.38583055234942e-05
20300,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20305,3,"T10",NA,"C",346.5,259.9,294.55,0,"N",2.38583055234942e-05
20320,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20321,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20330,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
20350,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20352,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20355,3,"T10",NA,"A",277.2,207.9,0,0,"N",2.38583055234942e-05
20400,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
20401,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20402,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20403,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20404,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20405,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
20406,3,"T10",NA,"A",300.3,225.25,0,0,"N",2.38583055234942e-05
20410,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20420,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20440,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20450,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20452,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20470,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20472,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20474,3,"T10",NA,"A",300.3,225.25,0,0,"N",2.38583055234942e-05
20475,3,"T10",NA,"C",231,173.25,196.35,0,"N",2.38583055234942e-05
20500,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20520,3,"T10",NA,"C",138.6,103.95,117.85,0,"N",2.38583055234942e-05
20522,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20524,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20526,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20528,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
20540,3,"T10",NA,"A",300.3,225.25,0,0,"N",2.38583055234942e-05
20542,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20546,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20548,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20560,3,"T10",NA,"A",462,346.5,0,0,"N",2.38583055234942e-05
20600,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20604,3,"T10",NA,"A",300.3,225.25,0,0,"N",2.38583055234942e-05
20620,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20622,3,"T10",NA,"A",300.3,225.25,0,0,"N",2.38583055234942e-05
20630,3,"T10",NA,"C",184.8,138.6,157.1,0,"N",2.38583055234942e-05
20632,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20634,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20670,3,"T10",NA,"A",300.3,225.25,0,0,"N",2.38583055234942e-05
20680,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
20690,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20700,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
20702,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20703,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20704,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20706,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20730,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20740,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20745,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20750,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20752,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20754,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20756,3,"T10",NA,"A",207.9,155.95,0,0,"N",2.38583055234942e-05
20770,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20790,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
20791,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20792,3,"T10",NA,"A",300.3,225.25,0,0,"N",2.38583055234942e-05
20793,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20794,3,"T10",NA,"A",277.2,207.9,0,0,"N",2.38583055234942e-05
20798,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20799,3,"T10",NA,"C",138.6,103.95,117.85,0,"N",2.38583055234942e-05
20800,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
20802,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20803,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20804,3,"T10",NA,"C",231,173.25,196.35,0,"N",2.38583055234942e-05
20806,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20810,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20815,3,"T10",NA,"C",138.6,103.95,117.85,0,"N",2.38583055234942e-05
20820,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20830,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20832,3,"T10",NA,"C",138.6,103.95,117.85,0,"N",2.38583055234942e-05
20840,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20841,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
20842,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20844,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20845,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20846,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20847,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20848,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20850,3,"T10",NA,"A",277.2,207.9,0,0,"N",2.38583055234942e-05
20855,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20860,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20862,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20863,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20864,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20866,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20867,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20868,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20880,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
20882,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20884,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20886,3,"T10",NA,"C",138.6,103.95,117.85,0,"N",2.38583055234942e-05
20900,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
20902,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20904,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20905,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20906,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20910,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20911,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20912,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20914,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20916,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
20920,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20924,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20926,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20928,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20930,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20932,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20934,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20936,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
20938,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
20940,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20942,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
20943,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20944,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
20946,3,"T10",NA,"C",184.8,138.6,157.1,0,"N",2.38583055234942e-05
20948,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20950,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20952,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20954,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
20956,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
20958,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
20960,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
21100,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21110,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
21112,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21114,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
21116,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21120,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21130,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21140,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
21150,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21155,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21160,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21170,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21195,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21199,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21200,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21202,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21210,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21212,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21214,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21215,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
21216,3,"T10",NA,"A",323.4,242.55,0,0,"N",2.38583055234942e-05
21220,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21230,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21232,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21234,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21260,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21270,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21272,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21274,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21275,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21280,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
21300,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21321,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21340,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21360,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21380,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21382,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21390,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21392,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21400,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21402,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
21403,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21404,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21420,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21430,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21432,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21440,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21445,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21460,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21461,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21462,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21464,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21472,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21474,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21480,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21482,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21484,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21486,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
21490,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21500,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21502,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21520,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21522,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21530,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
21532,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21535,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21600,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21610,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
21620,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21622,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21630,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21632,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21634,3,"T10",NA,"A",207.9,155.95,0,0,"N",2.38583055234942e-05
21636,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
21638,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21650,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21652,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21654,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21656,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21670,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21680,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21682,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21685,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21700,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21710,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21712,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21714,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21716,3,"T10",NA,"A",115.5,86.65,0,0,"N",2.38583055234942e-05
21730,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21732,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21740,3,"T10",NA,"C",115.5,86.65,98.2,0,"N",2.38583055234942e-05
21756,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21760,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
21770,3,"T10",NA,"C",184.8,138.6,157.1,0,"N",2.38583055234942e-05
21772,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21780,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21785,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21790,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
21800,3,"T10",NA,"C",69.3,52,58.95,0,"N",2.38583055234942e-05
21810,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21820,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21830,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21832,3,"T10",NA,"A",161.7,121.3,0,0,"N",2.38583055234942e-05
21834,3,"T10",NA,"A",92.4,69.3,0,0,"N",2.38583055234942e-05
21840,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
21842,3,"T10",NA,"A",138.6,103.95,0,0,"N",2.38583055234942e-05
21850,3,"T10",NA,"C",92.4,69.3,78.55,0,"N",2.38583055234942e-05
21860,3,"T10",NA,"A",69.3,52,0,0,"N",2.38583055234942e-05
21865,3,"T10",NA,"A",231,173.25,0,0,"N",2.38583055234942e-05
21870,3,"T10",NA,"A",346.5,259.9,0,0,"N",2.38583055234942e-05
21872,3,"T10",NA,"A",184.8,138.6,0,0,"N",2.38583055234942e-05
