"sa1_code","sa2_code","sa4_code","state"
"11904166905","119041669","119",1
"11904166906","119041669","119",1
"11904166907","119041669","119",1
"11904166908","119041669","119",1
"11904166909","119041669","119",1
"11904166910","119041669","119",1
"11904166911","119041669","119",1
"11904166912","119041669","119",1
"11904166913","119041669","119",1
"11904166914","119041669","119",1
"11904166915","119041669","119",1
"11904166916","119041669","119",1
"11904166917","119041669","119",1
"11904166918","119041669","119",1
"11904166919","119041669","119",1
"11904166920","119041669","119",1
"11904166921","119041669","119",1
"11904166922","119041669","119",1
"11904167001","119041670","119",1
"11904167002","119041670","119",1
"11904167003","119041670","119",1
"11904167004","119041670","119",1
"11904167005","119041670","119",1
"11904167006","119041670","119",1
"11904167007","119041670","119",1
"11904167008","119041670","119",1
"11904167009","119041670","119",1
"11904167010","119041670","119",1
"11904167011","119041670","119",1
"11904167012","119041670","119",1
"11904167013","119041670","119",1
"11904167014","119041670","119",1
"11904167015","119041670","119",1
"11904167016","119041670","119",1
"11904167017","119041670","119",1
"11904167018","119041670","119",1
"11904167019","119041670","119",1
"11904167020","119041670","119",1
"11904167021","119041670","119",1
"11904167022","119041670","119",1
"11904167023","119041670","119",1
"11904167024","119041670","119",1
"11904167025","119041670","119",1
"11904167026","119041670","119",1
"11904167027","119041670","119",1
"11904167028","119041670","119",1
"11904167029","119041670","119",1
"11904167030","119041670","119",1
"11904167031","119041670","119",1
"11904167032","119041670","119",1
"11904167033","119041670","119",1
"11904167034","119041670","119",1
"11904167035","119041670","119",1
"11904167101","119041671","119",1
"11904167102","119041671","119",1
"11904167103","119041671","119",1
"11904167104","119041671","119",1
"11904167105","119041671","119",1
"11904167106","119041671","119",1
"11904167107","119041671","119",1
"11904167108","119041671","119",1
"11904167109","119041671","119",1
"11904167110","119041671","119",1
"11904167111","119041671","119",1
"11904167112","119041671","119",1
"11904167113","119041671","119",1
"11904167114","119041671","119",1
"11904167115","119041671","119",1
"11904167116","119041671","119",1
"11904167117","119041671","119",1
"11904167118","119041671","119",1
"11904167119","119041671","119",1
"11904167120","119041671","119",1
"12001138301","120011383","120",1
"12001138302","120011383","120",1
"12001138303","120011383","120",1
"12001138304","120011383","120",1
"12001138305","120011383","120",1
"12001138306","120011383","120",1
"12001138307","120011383","120",1
"12001138308","120011383","120",1
"12001138309","120011383","120",1
"12001138310","120011383","120",1
"12001138311","120011383","120",1
"12001138312","120011383","120",1
"12001138313","120011383","120",1
"12001138314","120011383","120",1
"12001138315","120011383","120",1
"12001138316","120011383","120",1
"12001138317","120011383","120",1
"12001138318","120011383","120",1
"12001138319","120011383","120",1
"12001138321","120011383","120",1
"12001138322","120011383","120",1
"12001138323","120011383","120",1
"12001138324","120011383","120",1
"12001138325","120011383","120",1
"12001138326","120011383","120",1
"12001138327","120011383","120",1
"12001138328","120011383","120",1
"12001138329","120011383","120",1
"12001138330","120011383","120",1
"12001138331","120011383","120",1
"12001138332","120011383","120",1
"12001138333","120011383","120",1
"12001138334","120011383","120",1
"12001138335","120011383","120",1
"12001138336","120011383","120",1
"12001138337","120011383","120",1
"12001138338","120011383","120",1
"12001138339","120011383","120",1
"12001138340","120011383","120",1
"12001138341","120011383","120",1
"12001138342","120011383","120",1
"12001138343","120011383","120",1
"12001138346","120011383","120",1
"12001138347","120011383","120",1
"12001138348","120011383","120",1
"12001138349","120011383","120",1
"12001138351","120011383","120",1
"12001138352","120011383","120",1
"12001138353","120011383","120",1
"12001138354","120011383","120",1
"12001138355","120011383","120",1
"12001138356","120011383","120",1
"12001138357","120011383","120",1
"12001138358","120011383","120",1
"12001138359","120011383","120",1
"12001138360","120011383","120",1
"12001138361","120011383","120",1
"12001138501","120011385","120",1
"12001138502","120011385","120",1
"12001138503","120011385","120",1
"12001138504","120011385","120",1
"12001138505","120011385","120",1
"12001138506","120011385","120",1
"12001138507","120011385","120",1
"12001138508","120011385","120",1
"12001138509","120011385","120",1
"12001138510","120011385","120",1
"12001138511","120011385","120",1
"12001138512","120011385","120",1
"12001138513","120011385","120",1
"12001138514","120011385","120",1
"12001138515","120011385","120",1
"12001138516","120011385","120",1
"12001138517","120011385","120",1
"12001138518","120011385","120",1
"12001138519","120011385","120",1
"12001138520","120011385","120",1
"12001138521","120011385","120",1
"12001138522","120011385","120",1
"12001138523","120011385","120",1
"12001138524","120011385","120",1
"12001138525","120011385","120",1
"12001138526","120011385","120",1
"12001138527","120011385","120",1
"12001138528","120011385","120",1
"12001138529","120011385","120",1
"12001138530","120011385","120",1
"12001138531","120011385","120",1
"12001138532","120011385","120",1
"12001138533","120011385","120",1
"12001138534","120011385","120",1
"12001138535","120011385","120",1
"12001138536","120011385","120",1
"12001138537","120011385","120",1
"12001138538","120011385","120",1
"12001138539","120011385","120",1
"12001138540","120011385","120",1
"12001138541","120011385","120",1
"12001138542","120011385","120",1
"12001138543","120011385","120",1
"12001138601","120011386","120",1
"12001138602","120011386","120",1
"12001138603","120011386","120",1
"12001138605","120011386","120",1
"12001138606","120011386","120",1
"12001138607","120011386","120",1
"12001138608","120011386","120",1
"12001138609","120011386","120",1
"12001138610","120011386","120",1
"12001138611","120011386","120",1
"12001138612","120011386","120",1
"12001138613","120011386","120",1
"12001138614","120011386","120",1
"12001138615","120011386","120",1
"12001138617","120011386","120",1
"12001138618","120011386","120",1
"12001138619","120011386","120",1
"12001138620","120011386","120",1
"12001138621","120011386","120",1
"12001138622","120011386","120",1
"12001138623","120011386","120",1
"12001138624","120011386","120",1
"12001138625","120011386","120",1
"12001138626","120011386","120",1
"12001138627","120011386","120",1
"12001138628","120011386","120",1
"12001138629","120011386","120",1
"12001138630","120011386","120",1
"12001138631","120011386","120",1
"12001138633","120011386","120",1
"12001138634","120011386","120",1
"12001138635","120011386","120",1
"12001138636","120011386","120",1
"12001138637","120011386","120",1
"12001138638","120011386","120",1
"12001138639","120011386","120",1
"12001138640","120011386","120",1
"12001138641","120011386","120",1
"12001138642","120011386","120",1
"12001138643","120011386","120",1
"12001138644","120011386","120",1
"12001138645","120011386","120",1
"12001138646","120011386","120",1
"12001138647","120011386","120",1
"12001138648","120011386","120",1
"12001138649","120011386","120",1
"12001138650","120011386","120",1
"12001138651","120011386","120",1
"12001138652","120011386","120",1
"12001138653","120011386","120",1
"12001138654","120011386","120",1
"12001138655","120011386","120",1
"12001138656","120011386","120",1
"12001167201","120011672","120",1
"12001167202","120011672","120",1
"12001167203","120011672","120",1
"12001167204","120011672","120",1
"12001167205","120011672","120",1
"12001167206","120011672","120",1
"12001167207","120011672","120",1
"12001167208","120011672","120",1
"12001167209","120011672","120",1
"12001167210","120011672","120",1
"12001167211","120011672","120",1
"12001167212","120011672","120",1
"12001167213","120011672","120",1
"12001167214","120011672","120",1
"12001167215","120011672","120",1
"12001167216","120011672","120",1
"12001167217","120011672","120",1
"12001167218","120011672","120",1
"12001167219","120011672","120",1
"12001167220","120011672","120",1
"12001167221","120011672","120",1
"12001167222","120011672","120",1
"12001167223","120011672","120",1
"12001167224","120011672","120",1
"12001167225","120011672","120",1
"12001167226","120011672","120",1
"12001167227","120011672","120",1
"12001167228","120011672","120",1
"12001167229","120011672","120",1
"12001167230","120011672","120",1
"12001167231","120011672","120",1
"12001167232","120011672","120",1
"12001167233","120011672","120",1
"12001167234","120011672","120",1
"12001167235","120011672","120",1
"12001167236","120011672","120",1
"12001167237","120011672","120",1
"12001167301","120011673","120",1
"12001167302","120011673","120",1
"12001167303","120011673","120",1
"12001167304","120011673","120",1
"12001167305","120011673","120",1
"12001167306","120011673","120",1
"12001167307","120011673","120",1
"12001167308","120011673","120",1
"12001167309","120011673","120",1
"12001167310","120011673","120",1
"12001167311","120011673","120",1
"12001167312","120011673","120",1
"12001167313","120011673","120",1
"12001167314","120011673","120",1
"12001167315","120011673","120",1
"12001167316","120011673","120",1
"12001167317","120011673","120",1
"12001167318","120011673","120",1
"12001167319","120011673","120",1
"12001167320","120011673","120",1
"12001167321","120011673","120",1
"12001167322","120011673","120",1
"12001167323","120011673","120",1
"12002138701","120021387","120",1
"12002138702","120021387","120",1
"12002138703","120021387","120",1
"12002138704","120021387","120",1
"12002138705","120021387","120",1
"12002138706","120021387","120",1
"12002138707","120021387","120",1
"12002138708","120021387","120",1
"12002138709","120021387","120",1
"12002138710","120021387","120",1
"12002138711","120021387","120",1
"12002138712","120021387","120",1
"12002138713","120021387","120",1
"12002138714","120021387","120",1
"12002138715","120021387","120",1
"12002138716","120021387","120",1
"12002138717","120021387","120",1
"12002138718","120021387","120",1
"12002138719","120021387","120",1
"12002138720","120021387","120",1
"12002138721","120021387","120",1
"12002138722","120021387","120",1
"12002138723","120021387","120",1
"12002138724","120021387","120",1
"12002138725","120021387","120",1
"12002138726","120021387","120",1
"12002138727","120021387","120",1
"12002138728","120021387","120",1
"12002138729","120021387","120",1
"12002138730","120021387","120",1
"12002138731","120021387","120",1
"12002138732","120021387","120",1
"12002138733","120021387","120",1
"12002138734","120021387","120",1
"12002138735","120021387","120",1
"12002138736","120021387","120",1
"12002138737","120021387","120",1
"12002138738","120021387","120",1
"12002138739","120021387","120",1
"12002138740","120021387","120",1
"12002138741","120021387","120",1
"12002138742","120021387","120",1
"12002138901","120021389","120",1
"12002138902","120021389","120",1
"12002138903","120021389","120",1
"12002138904","120021389","120",1
"12002138905","120021389","120",1
"12002138906","120021389","120",1
"12002138907","120021389","120",1
"12002138908","120021389","120",1
"12002138909","120021389","120",1
"12002138910","120021389","120",1
"12002138911","120021389","120",1
"12002138912","120021389","120",1
"12002138913","120021389","120",1
"12002138914","120021389","120",1
"12002138915","120021389","120",1
"12002138916","120021389","120",1
"12002138917","120021389","120",1
"12002138918","120021389","120",1
"12002138919","120021389","120",1
"12002138920","120021389","120",1
"12002138921","120021389","120",1
"12002138922","120021389","120",1
"12002138924","120021389","120",1
"12002138925","120021389","120",1
"12002138926","120021389","120",1
"12002138927","120021389","120",1
"12002138928","120021389","120",1
"12002138929","120021389","120",1
"12002138930","120021389","120",1
"12002138931","120021389","120",1
"12002138932","120021389","120",1
"12002167401","120021674","120",1
"12002167402","120021674","120",1
"12002167403","120021674","120",1
"12002167404","120021674","120",1
"12002167405","120021674","120",1
"12002167406","120021674","120",1
"12002167407","120021674","120",1
"12002167408","120021674","120",1
"12002167409","120021674","120",1
"12002167410","120021674","120",1
"12002167411","120021674","120",1
"12002167412","120021674","120",1
"12002167413","120021674","120",1
"12002167414","120021674","120",1
"12002167415","120021674","120",1
"12002167416","120021674","120",1
"12002167417","120021674","120",1
"12002167418","120021674","120",1
"12002167419","120021674","120",1
"12002167420","120021674","120",1
"12002167421","120021674","120",1
"12002167501","120021675","120",1
"12002167502","120021675","120",1
"12002167503","120021675","120",1
"12002167504","120021675","120",1
"12002167505","120021675","120",1
"12002167506","120021675","120",1
"12002167507","120021675","120",1
"12002167508","120021675","120",1
"12002167509","120021675","120",1
"12002167510","120021675","120",1
"12002167511","120021675","120",1
"12002167512","120021675","120",1
"12002167513","120021675","120",1
"12002167514","120021675","120",1
"12002167515","120021675","120",1
"12002167516","120021675","120",1
"12002167517","120021675","120",1
"12002167518","120021675","120",1
"12002167519","120021675","120",1
"12002167520","120021675","120",1
"12002167521","120021675","120",1
"12002167522","120021675","120",1
"12002167523","120021675","120",1
"12002167524","120021675","120",1
"12002167525","120021675","120",1
"12002167526","120021675","120",1
"12002167527","120021675","120",1
"12002167528","120021675","120",1
"12002167529","120021675","120",1
"12002167530","120021675","120",1
"12002167531","120021675","120",1
"12002167532","120021675","120",1
"12002167533","120021675","120",1
"12002167534","120021675","120",1
"12002167535","120021675","120",1
"12002167536","120021675","120",1
"12003139201","120031392","120",1
"12003139202","120031392","120",1
"12003139203","120031392","120",1
"12003139204","120031392","120",1
"12003139205","120031392","120",1
"12003139206","120031392","120",1
"12003139207","120031392","120",1
"12003139208","120031392","120",1
"12003139209","120031392","120",1
"12003139211","120031392","120",1
"12003139212","120031392","120",1
"12003139213","120031392","120",1
"12003139216","120031392","120",1
"12003139217","120031392","120",1
"12003139218","120031392","120",1
"12003139219","120031392","120",1
"12003139220","120031392","120",1
"12003139221","120031392","120",1
"12003139222","120031392","120",1
"12003139223","120031392","120",1
"12003139224","120031392","120",1
"12003139225","120031392","120",1
"12003139226","120031392","120",1
"12003139227","120031392","120",1
"12003139228","120031392","120",1
"12003139229","120031392","120",1
"12003139230","120031392","120",1
"12003139231","120031392","120",1
"12003139232","120031392","120",1
"12003139233","120031392","120",1
"12003139234","120031392","120",1
"12003139301","120031393","120",1
"12003139302","120031393","120",1
"12003139303","120031393","120",1
"12003139304","120031393","120",1
"12003139305","120031393","120",1
"12003139306","120031393","120",1
"12003139307","120031393","120",1
"12003139308","120031393","120",1
"12003139309","120031393","120",1
"12003139310","120031393","120",1
"12003139311","120031393","120",1
"12003139312","120031393","120",1
"12003139313","120031393","120",1
"12003139314","120031393","120",1
"12003139315","120031393","120",1
"12003139316","120031393","120",1
"12003139317","120031393","120",1
"12003139318","120031393","120",1
"12003139319","120031393","120",1
"12003139320","120031393","120",1
"12003139321","120031393","120",1
"12003139322","120031393","120",1
"12003139323","120031393","120",1
"12003139324","120031393","120",1
"12003139325","120031393","120",1
"12003139326","120031393","120",1
"12003139327","120031393","120",1
"12003139328","120031393","120",1
"12003139329","120031393","120",1
"12003139330","120031393","120",1
"12003139331","120031393","120",1
"12003139332","120031393","120",1
"12003139333","120031393","120",1
"12003139334","120031393","120",1
"12003139335","120031393","120",1
"12003139336","120031393","120",1
"12003139337","120031393","120",1
"12003139338","120031393","120",1
"12003139339","120031393","120",1
"12003139340","120031393","120",1
"12003139401","120031394","120",1
"12003139402","120031394","120",1
"12003139403","120031394","120",1
"12003139404","120031394","120",1
"12003139405","120031394","120",1
"12003139406","120031394","120",1
"12003139407","120031394","120",1
"12003139408","120031394","120",1
"12003139409","120031394","120",1
"12003139410","120031394","120",1
"12003139412","120031394","120",1
"12003139413","120031394","120",1
"12003139414","120031394","120",1
"12003139415","120031394","120",1
"12003139417","120031394","120",1
"12003139418","120031394","120",1
"12003139419","120031394","120",1
"12003139420","120031394","120",1
"12003139421","120031394","120",1
"12003139422","120031394","120",1
"12003139423","120031394","120",1
"12003139424","120031394","120",1
"12003139425","120031394","120",1
"12003139426","120031394","120",1
"12003139427","120031394","120",1
"12003139428","120031394","120",1
"12003139429","120031394","120",1
"12003139430","120031394","120",1
"12003139431","120031394","120",1
"12003139433","120031394","120",1
"12003139434","120031394","120",1
"12003139435","120031394","120",1
"12003139436","120031394","120",1
"12003139437","120031394","120",1
"12003139438","120031394","120",1
"12003139439","120031394","120",1
"12003139440","120031394","120",1
"12003139441","120031394","120",1
"12003139442","120031394","120",1
"12003139443","120031394","120",1
"12003139444","120031394","120",1
"12003139445","120031394","120",1
"12003139446","120031394","120",1
"12003139447","120031394","120",1
"12003139448","120031394","120",1
"12003139501","120031395","120",1
"12003139502","120031395","120",1
"12003139503","120031395","120",1
"12003139504","120031395","120",1
"12003139505","120031395","120",1
"12003139506","120031395","120",1
"12003139507","120031395","120",1
"12003139508","120031395","120",1
"12003139509","120031395","120",1
"12003139510","120031395","120",1
"12003139511","120031395","120",1
"12003139512","120031395","120",1
"12003139513","120031395","120",1
"12003139514","120031395","120",1
"12003139515","120031395","120",1
"12003139516","120031395","120",1
"12003139517","120031395","120",1
"12003139518","120031395","120",1
"12003139519","120031395","120",1
"12003139520","120031395","120",1
"12003139521","120031395","120",1
"12003139522","120031395","120",1
"12003139523","120031395","120",1
"12003139524","120031395","120",1
"12003139525","120031395","120",1
"12003139526","120031395","120",1
"12003139527","120031395","120",1
"12003139528","120031395","120",1
"12003139529","120031395","120",1
"12003139530","120031395","120",1
"12003139531","120031395","120",1
"12003139532","120031395","120",1
"12003139602","120031396","120",1
"12003139605","120031396","120",1
"12003139606","120031396","120",1
"12003139607","120031396","120",1
"12003139609","120031396","120",1
"12003139610","120031396","120",1
"12003139611","120031396","120",1
"12003139613","120031396","120",1
"12003139614","120031396","120",1
"12003139615","120031396","120",1
"12003139616","120031396","120",1
"12003139617","120031396","120",1
"12003139618","120031396","120",1
"12003139619","120031396","120",1
"12003139620","120031396","120",1
"12003139621","120031396","120",1
"12003139622","120031396","120",1
"12003139623","120031396","120",1
"12003139624","120031396","120",1
"12003139627","120031396","120",1
"12003139628","120031396","120",1
"12003139629","120031396","120",1
"12003139630","120031396","120",1
"12003139631","120031396","120",1
"12003139632","120031396","120",1
"12003139633","120031396","120",1
"12003139634","120031396","120",1
"12003139635","120031396","120",1
"12003139636","120031396","120",1
"12003139637","120031396","120",1
"12003139638","120031396","120",1
"12003139639","120031396","120",1
"12003139640","120031396","120",1
"12003139641","120031396","120",1
"12003139642","120031396","120",1
"12003139643","120031396","120",1
"12003139644","120031396","120",1
"12003139645","120031396","120",1
"12003139646","120031396","120",1
"12003139647","120031396","120",1
"12003139648","120031396","120",1
"12003139649","120031396","120",1
"12003157601","120031576","120",1
"12003157602","120031576","120",1
"12003157603","120031576","120",1
"12003157604","120031576","120",1
"12003157605","120031576","120",1
"12003157606","120031576","120",1
"12003157607","120031576","120",1
"12003157608","120031576","120",1
"12003167601","120031676","120",1
"12003167602","120031676","120",1
"12003167603","120031676","120",1
"12003167604","120031676","120",1
"12003167605","120031676","120",1
"12003167606","120031676","120",1
"12003167607","120031676","120",1
"12003167608","120031676","120",1
"12003167609","120031676","120",1
"12003167610","120031676","120",1
"12003167611","120031676","120",1
"12003167612","120031676","120",1
"12003167613","120031676","120",1
"12003167614","120031676","120",1
"12003167615","120031676","120",1
"12003167616","120031676","120",1
"12003167617","120031676","120",1
"12003167618","120031676","120",1
"12003167619","120031676","120",1
"12003167620","120031676","120",1
"12003167621","120031676","120",1
"12003167622","120031676","120",1
"12003167623","120031676","120",1
"12003167624","120031676","120",1
"12003167625","120031676","120",1
"12003167626","120031676","120",1
"12003167627","120031676","120",1
"12003167628","120031676","120",1
"12003167701","120031677","120",1
"12003167702","120031677","120",1
"12003167703","120031677","120",1
"12003167704","120031677","120",1
"12003167705","120031677","120",1
"12003167706","120031677","120",1
"12003167707","120031677","120",1
"12003167708","120031677","120",1
"12003167709","120031677","120",1
"12003167710","120031677","120",1
"12003167711","120031677","120",1
"12003167712","120031677","120",1
"12003167713","120031677","120",1
"12003167714","120031677","120",1
"12003167715","120031677","120",1
"12003167716","120031677","120",1
"12003167717","120031677","120",1
"12003167718","120031677","120",1
"12003167719","120031677","120",1
"12003167720","120031677","120",1
"12003167721","120031677","120",1
"12003167722","120031677","120",1
"12003167723","120031677","120",1
"12003167724","120031677","120",1
"12003167725","120031677","120",1
"12003167726","120031677","120",1
"12003167727","120031677","120",1
"12003167728","120031677","120",1
"12003167729","120031677","120",1
"12003167801","120031678","120",1
"12003167802","120031678","120",1
"12003167803","120031678","120",1
"12003167804","120031678","120",1
"12003167805","120031678","120",1
"12003167806","120031678","120",1
"12003167807","120031678","120",1
"12003167808","120031678","120",1
"12003167809","120031678","120",1
"12003167810","120031678","120",1
"12003167811","120031678","120",1
"12003167812","120031678","120",1
"12003167813","120031678","120",1
"12003167814","120031678","120",1
"12003167815","120031678","120",1
"12003167816","120031678","120",1
"12003167817","120031678","120",1
"12003167818","120031678","120",1
"12003167819","120031678","120",1
"12003167820","120031678","120",1
"12003167821","120031678","120",1
"12003167822","120031678","120",1
"12003167823","120031678","120",1
"12003167824","120031678","120",1
"12003167825","120031678","120",1
"12003167826","120031678","120",1
"12003167827","120031678","120",1
"12003167828","120031678","120",1
"12003167829","120031678","120",1
"12003167830","120031678","120",1
"12003167831","120031678","120",1
"12003167901","120031679","120",1
"12003167902","120031679","120",1
"12003167903","120031679","120",1
"12003167904","120031679","120",1
"12003167905","120031679","120",1
"12003167906","120031679","120",1
"12003167907","120031679","120",1
"12003167908","120031679","120",1
"12003167909","120031679","120",1
"12003167910","120031679","120",1
"12003167911","120031679","120",1
"12003167912","120031679","120",1
"12003167913","120031679","120",1
"12003167914","120031679","120",1
"12003167915","120031679","120",1
"12003167916","120031679","120",1
"12003167917","120031679","120",1
"12003167918","120031679","120",1
"12003167919","120031679","120",1
"12003167920","120031679","120",1
"12003167921","120031679","120",1
"12003167922","120031679","120",1
"12003167923","120031679","120",1
"12003167924","120031679","120",1
"12003167925","120031679","120",1
"12003167926","120031679","120",1
"12003167927","120031679","120",1
"12003168001","120031680","120",1
"12003168002","120031680","120",1
"12003168003","120031680","120",1
"12003168004","120031680","120",1
"12003168005","120031680","120",1
"12003168006","120031680","120",1
"12003168007","120031680","120",1
"12003168008","120031680","120",1
"12003168009","120031680","120",1
"12003168010","120031680","120",1
"12003168011","120031680","120",1
"12003168012","120031680","120",1
"12003168013","120031680","120",1
"12003168014","120031680","120",1
"12003168015","120031680","120",1
"12003168016","120031680","120",1
"12003168017","120031680","120",1
"12003168018","120031680","120",1
"12003168019","120031680","120",1
"12003168020","120031680","120",1
"12003168021","120031680","120",1
"12003168022","120031680","120",1
"12003168023","120031680","120",1
"12003168024","120031680","120",1
"12003168025","120031680","120",1
"12003168026","120031680","120",1
"12003168027","120031680","120",1
"12003168028","120031680","120",1
"12003168029","120031680","120",1
"12003168030","120031680","120",1
"12003168031","120031680","120",1
"12003168032","120031680","120",1
"12003168033","120031680","120",1
"12003168034","120031680","120",1
"12003168035","120031680","120",1
"12003168036","120031680","120",1
"12003168101","120031681","120",1
"12003168102","120031681","120",1
"12003168103","120031681","120",1
"12003168104","120031681","120",1
"12003168105","120031681","120",1
"12003168106","120031681","120",1
"12003168107","120031681","120",1
"12003168108","120031681","120",1
"12003168109","120031681","120",1
"12003168110","120031681","120",1
"12003168111","120031681","120",1
"12003168112","120031681","120",1
"12003168113","120031681","120",1
"12003168114","120031681","120",1
"12003168115","120031681","120",1
"12003168116","120031681","120",1
"12003168117","120031681","120",1
"12003168118","120031681","120",1
"12003168119","120031681","120",1
"12003168120","120031681","120",1
"12003168121","120031681","120",1
"12101139901","121011399","121",1
"12101139902","121011399","121",1
"12101139903","121011399","121",1
"12101139904","121011399","121",1
"12101139905","121011399","121",1
"12101139906","121011399","121",1
"12101139907","121011399","121",1
"12101139908","121011399","121",1
"12101139909","121011399","121",1
"12101139910","121011399","121",1
"12101139911","121011399","121",1
"12101139912","121011399","121",1
"12101139913","121011399","121",1
"12101139914","121011399","121",1
"12101139915","121011399","121",1
"12101139916","121011399","121",1
"12101139917","121011399","121",1
"12101139919","121011399","121",1
"12101139920","121011399","121",1
"12101139921","121011399","121",1
"12101139922","121011399","121",1
"12101139923","121011399","121",1
"12101139924","121011399","121",1
"12101139925","121011399","121",1
"12101139926","121011399","121",1
"12101139927","121011399","121",1
"12101139928","121011399","121",1
"12101139929","121011399","121",1
"12101139930","121011399","121",1
"12101139931","121011399","121",1
"12101139933","121011399","121",1
"12101139934","121011399","121",1
"12101139935","121011399","121",1
"12101139936","121011399","121",1
"12101139937","121011399","121",1
"12101139939","121011399","121",1
"12101139940","121011399","121",1
"12101139941","121011399","121",1
"12101139942","121011399","121",1
"12101139943","121011399","121",1
"12101139944","121011399","121",1
"12101139945","121011399","121",1
"12101139946","121011399","121",1
"12101139947","121011399","121",1
"12101139948","121011399","121",1
"12101139949","121011399","121",1
"12101139950","121011399","121",1
"12101139951","121011399","121",1
"12101140102","121011401","121",1
"12101140103","121011401","121",1
"12101140104","121011401","121",1
"12101140105","121011401","121",1
"12101140106","121011401","121",1
"12101140107","121011401","121",1
"12101140108","121011401","121",1
"12101140109","121011401","121",1
"12101140111","121011401","121",1
"12101140112","121011401","121",1
"12101140114","121011401","121",1
"12101140115","121011401","121",1
"12101140116","121011401","121",1
"12101140118","121011401","121",1
"12101140120","121011401","121",1
"12101140122","121011401","121",1
"12101140124","121011401","121",1
"12101140125","121011401","121",1
"12101140126","121011401","121",1
"12101140127","121011401","121",1
"12101140128","121011401","121",1
"12101140129","121011401","121",1
"12101140130","121011401","121",1
"12101140131","121011401","121",1
"12101140132","121011401","121",1
"12101140133","121011401","121",1
"12101140134","121011401","121",1
"12101140135","121011401","121",1
"12101140136","121011401","121",1
"12101168201","121011682","121",1
"12101168202","121011682","121",1
"12101168203","121011682","121",1
"12101168204","121011682","121",1
"12101168205","121011682","121",1
"12101168206","121011682","121",1
"12101168207","121011682","121",1
"12101168208","121011682","121",1
"12101168209","121011682","121",1
"12101168210","121011682","121",1
"12101168211","121011682","121",1
"12101168212","121011682","121",1
"12101168213","121011682","121",1
"12101168214","121011682","121",1
"12101168215","121011682","121",1
"12101168216","121011682","121",1
"12101168217","121011682","121",1
"12101168218","121011682","121",1
"12101168219","121011682","121",1
"12101168220","121011682","121",1
"12101168221","121011682","121",1
"12101168222","121011682","121",1
"12101168301","121011683","121",1
"12101168302","121011683","121",1
"12101168303","121011683","121",1
"12101168304","121011683","121",1
"12101168305","121011683","121",1
"12101168306","121011683","121",1
"12101168307","121011683","121",1
"12101168308","121011683","121",1
"12101168309","121011683","121",1
"12101168310","121011683","121",1
"12101168311","121011683","121",1
"12101168312","121011683","121",1
"12101168313","121011683","121",1
"12101168314","121011683","121",1
"12101168315","121011683","121",1
"12101168316","121011683","121",1
"12101168317","121011683","121",1
"12101168318","121011683","121",1
"12101168319","121011683","121",1
"12101168320","121011683","121",1
"12101168321","121011683","121",1
"12101168322","121011683","121",1
"12101168323","121011683","121",1
"12101168324","121011683","121",1
"12101168325","121011683","121",1
"12101168326","121011683","121",1
"12101168327","121011683","121",1
"12101168328","121011683","121",1
"12101168329","121011683","121",1
"12101168330","121011683","121",1
"12101168331","121011683","121",1
"12101168332","121011683","121",1
"12101168333","121011683","121",1
"12101168334","121011683","121",1
"12101168401","121011684","121",1
"12101168402","121011684","121",1
"12101168403","121011684","121",1
"12101168404","121011684","121",1
"12101168405","121011684","121",1
"12101168406","121011684","121",1
"12101168407","121011684","121",1
"12101168408","121011684","121",1
"12101168409","121011684","121",1
"12101168410","121011684","121",1
"12101168411","121011684","121",1
"12101168412","121011684","121",1
"12101168413","121011684","121",1
"12101168414","121011684","121",1
"12101168415","121011684","121",1
"12101168416","121011684","121",1
"12101168417","121011684","121",1
"12101168418","121011684","121",1
"12101168419","121011684","121",1
"12101168420","121011684","121",1
"12101168421","121011684","121",1
"12101168422","121011684","121",1
"12101168423","121011684","121",1
"12101168424","121011684","121",1
"12101168425","121011684","121",1
"12101168426","121011684","121",1
"12101168427","121011684","121",1
"12101168428","121011684","121",1
"12101168429","121011684","121",1
"12101168430","121011684","121",1
"12101168431","121011684","121",1
"12101168432","121011684","121",1
"12101168433","121011684","121",1
"12101168434","121011684","121",1
"12101168435","121011684","121",1
"12101168436","121011684","121",1
"12101168437","121011684","121",1
"12101168438","121011684","121",1
"12101168439","121011684","121",1
"12101168440","121011684","121",1
"12101168441","121011684","121",1
"12101168442","121011684","121",1
"12101168443","121011684","121",1
"12101168444","121011684","121",1
"12101168445","121011684","121",1
"12101168501","121011685","121",1
"12101168502","121011685","121",1
"12101168503","121011685","121",1
"12101168504","121011685","121",1
"12101168505","121011685","121",1
"12101168506","121011685","121",1
"12101168507","121011685","121",1
"12101168508","121011685","121",1
"12101168509","121011685","121",1
"12101168510","121011685","121",1
"12101168511","121011685","121",1
"12101168512","121011685","121",1
"12101168513","121011685","121",1
"12101168514","121011685","121",1
"12101168515","121011685","121",1
"12101168516","121011685","121",1
"12101168517","121011685","121",1
"12101168518","121011685","121",1
"12101168519","121011685","121",1
"12101168520","121011685","121",1
"12101168521","121011685","121",1
"12101168522","121011685","121",1
"12101168523","121011685","121",1
"12101168524","121011685","121",1
"12101168525","121011685","121",1
"12101168526","121011685","121",1
"12101168527","121011685","121",1
"12101168528","121011685","121",1
"12101168529","121011685","121",1
"12101168601","121011686","121",1
"12101168602","121011686","121",1
"12101168603","121011686","121",1
"12101168604","121011686","121",1
"12101168605","121011686","121",1
